store_id,brand,category,product_id,product_name,daily_revenue,avg_unit_price,orders_count,lag_1_qty,lag_7_qty,lag_14_qty,lag_30_qty,roll_7_mean,roll_7_sum,roll_14_mean,roll_14_sum,roll_30_mean,roll_30_sum,roll_30_std,cum_qty,cum_revenue,growth_rate,cat_total_qty,cat_price_mean,cat_share,brand_total_qty,brand_price_mean,brand_share,day,week,month,year,day_of_week,is_weekend,is_month_start,is_month_end,dayofweek,predicted_qty
20.0,Munshi-Grewal,Personal Care,34200,Lotion,319.79998779296875,319.79998779296875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,319.79998779296875,0,1.0,319.79998779296875,1.0,1.0,319.79998779296875,1.0,21,3,1,2024,6,1,0,0,6,1.0000213
22.0,Jha Group,Snacks & Munchies,578097,Nuts,267.6099853515625,267.6099853515625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,267.6099853515625,0,1.0,267.6099853515625,1.0,1.0,267.6099853515625,1.0,10,49,12,2023,6,1,0,0,6,1.0000213
25.0,"Anne, Mammen and Khatri",Pet Care,707935,Cat Food,1641.800048828125,820.9000244140625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1641.800048828125,0,2.0,820.9000244140625,1.0,2.0,820.9000244140625,1.0,27,43,10,2024,6,1,0,0,6,1.9999992
28.0,"Shere, Thakur and Naik",Personal Care,449106,Soap,48.54999923706055,48.54999923706055,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.54999923706055,0,1.0,48.54999923706055,1.0,1.0,48.54999923706055,1.0,5,27,7,2024,4,0,0,0,4,1.0000213
30.0,Kapadia-D’Alia,Dairy & Breakfast,659290,Cheese,958.019989013672,319.3399963378906,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,958.019989013672,0,3.0,319.3399963378906,1.0,3.0,319.3399963378906,1.0,18,33,8,2023,4,0,0,0,4,2.9999766
36.0,Saini LLC,Pet Care,52729,Cat Food,632.0399780273438,316.0199890136719,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,632.0399780273438,0,2.0,316.0199890136719,1.0,2.0,316.0199890136719,1.0,7,27,7,2023,4,0,0,0,4,1.9999992
39.0,"Ramakrishnan, Anand and Khare",Fruits & Vegetables,284460,Potatoes,505.9500122070313,505.9500122070313,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,505.9500122070313,0,1.0,505.9500122070313,1.0,1.0,505.9500122070313,1.0,5,27,7,2024,4,0,0,0,4,1.0000213
40.0,"Basu, Rout and Mistry",Cold Drinks & Juices,300159,Cola,133.04999542236325,44.34999847412109,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,133.04999542236325,0,3.0,44.34999847412109,1.0,3.0,44.34999847412109,1.0,16,29,7,2024,1,0,0,0,1,2.9999766
43.0,Chakrabarti-Batra,Instant & Frozen Food,623234,Frozen Biryani,329.7900085449219,329.7900085449219,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,329.7900085449219,0,1.0,329.7900085449219,1.0,1.0,329.7900085449219,1.0,1,13,4,2023,5,1,1,0,5,1.0000213
45.0,Banerjee Inc,Instant & Frozen Food,491314,Ice Cream,2920.3200073242188,973.4400024414062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2920.3200073242188,0,3.0,973.4400024414062,1.0,3.0,973.4400024414062,1.0,26,26,6,2024,2,0,0,0,2,2.9999766
47.0,"Borde, Peri and Upadhyay",Household Care,820541,Toilet Cleaner,1728.659912109375,576.219970703125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1728.659912109375,0,3.0,576.219970703125,1.0,3.0,576.219970703125,1.0,2,36,9,2024,0,0,0,0,0,2.9999766
48.0,Sidhu PLC,Dairy & Breakfast,324809,Bread,1216.0,608.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1216.0,0,2.0,608.0,1.0,2.0,608.0,1.0,1,1,1,2024,0,0,1,0,0,1.9999992
49.0,Mani PLC,Dairy & Breakfast,891833,Curd,493.1900024414063,493.1900024414063,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,493.1900024414063,0,1.0,493.1900024414063,1.0,1.0,493.1900024414063,1.0,28,35,8,2024,2,0,0,0,2,1.0000213
53.0,Sundaram Inc,Pharmacy,557908,Vitamins,2827.109985351563,942.3699951171876,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2827.109985351563,0,3.0,942.3699951171876,1.0,3.0,942.3699951171876,1.0,12,37,9,2024,3,0,0,0,3,2.9999766
55.0,Ramanathan Group,Pet Care,784673,Dog Food,982.780029296875,491.3900146484375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,982.780029296875,0,2.0,491.3900146484375,1.0,2.0,491.3900146484375,1.0,5,32,8,2024,0,0,0,0,0,1.9999992
56.0,Pillay-Ahuja,Pet Care,642612,Pet Treats,517.030029296875,517.030029296875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,517.030029296875,0,1.0,517.030029296875,1.0,1.0,517.030029296875,1.0,16,20,5,2024,3,0,0,0,3,1.0000213
57.0,"Nagi, Sampath and Khurana",Dairy & Breakfast,183929,Bread,2216.219970703125,738.739990234375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2216.219970703125,0,3.0,738.739990234375,1.0,3.0,738.739990234375,1.0,10,45,11,2023,4,0,0,0,4,2.9999766
59.0,Goda Inc,Snacks & Munchies,961614,Chocolates,454.4400024414063,227.22000122070312,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,454.4400024414063,0,2.0,227.22000122070312,1.0,2.0,227.22000122070312,1.0,15,20,5,2023,0,0,0,0,0,1.9999992
60.0,Mohan Group,Fruits & Vegetables,70969,Carrots,631.7000122070312,631.7000122070312,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,631.7000122070312,0,1.0,631.7000122070312,1.0,1.0,631.7000122070312,1.0,20,38,9,2023,2,0,0,0,2,1.0000213
62.0,Chaudhuri PLC,Dairy & Breakfast,257719,Eggs,563.4600219726562,281.7300109863281,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,563.4600219726562,0,2.0,281.7300109863281,1.0,2.0,281.7300109863281,1.0,21,25,6,2024,4,0,0,0,4,1.9999992
63.0,Hayer-Banerjee,Pharmacy,237083,Cough Syrup,1154.260009765625,577.1300048828125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1154.260009765625,0,2.0,577.1300048828125,1.0,2.0,577.1300048828125,1.0,30,31,7,2024,1,0,0,0,1,1.9999992
68.0,Kothari-Datta,Instant & Frozen Food,689769,Frozen Vegetables,46.619998931884766,46.619998931884766,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.619998931884766,0,1.0,46.619998931884766,1.0,1.0,46.619998931884766,1.0,11,6,2,2024,6,1,0,0,6,1.0000213
70.0,Malhotra LLC,Personal Care,140154,Shampoo,342.3999938964844,171.1999969482422,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,342.3999938964844,0,2.0,171.1999969482422,1.0,2.0,171.1999969482422,1.0,20,42,10,2023,4,0,0,0,4,1.9999992
71.0,Mallick PLC,Baby Care,82484,Baby Food,914.8800048828124,914.8800048828124,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,914.8800048828124,0,1.0,914.8800048828124,1.0,1.0,914.8800048828124,1.0,11,28,7,2023,1,0,0,0,1,1.0000213
73.0,Khalsa-Bhavsar,Household Care,700048,Dish Soap,423.8399963378906,141.27999877929688,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,423.8399963378906,0,3.0,141.27999877929688,1.0,3.0,141.27999877929688,1.0,24,43,10,2023,1,0,0,0,1,2.9999766
75.0,Chadha and Sons,Fruits & Vegetables,669378,Potatoes,212.13999938964844,212.13999938964844,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212.13999938964844,0,1.0,212.13999938964844,1.0,1.0,212.13999938964844,1.0,31,13,3,2024,6,1,0,1,6,1.0000213
76.0,"Ramanathan, Agarwal and Baria",Grocery & Staples,721521,Rice,834.780029296875,417.3900146484375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,834.780029296875,0,2.0,417.3900146484375,1.0,2.0,417.3900146484375,1.0,3,44,11,2023,4,0,0,0,4,1.9999992
78.0,Subramaniam LLC,Dairy & Breakfast,798639,Eggs,211.25,211.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.25,0,1.0,211.25,1.0,1.0,211.25,1.0,30,18,4,2024,1,0,0,1,1,1.0000213
80.0,Bhasin LLC,Cold Drinks & Juices,60619,Iced Tea,2179.2299194335938,726.4099731445312,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2179.2299194335938,0,3.0,726.4099731445312,1.0,3.0,726.4099731445312,1.0,3,14,4,2024,2,0,0,0,2,2.9999766
82.0,Kara-Golla,Pharmacy,114414,Vitamins,1664.1199951171875,832.0599975585938,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1664.1199951171875,0,2.0,832.0599975585938,1.0,2.0,832.0599975585938,1.0,5,27,7,2024,4,0,0,0,4,1.9999992
84.0,Basu and Sons,Pharmacy,992178,Pain Reliever,1264.8599853515625,632.4299926757812,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1264.8599853515625,0,2.0,632.4299926757812,1.0,2.0,632.4299926757812,1.0,7,41,10,2024,0,0,0,0,0,1.9999992
85.0,Kanda-Gupta,Grocery & Staples,760684,Rice,71.5999984741211,71.5999984741211,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.5999984741211,0,1.0,71.5999984741211,1.0,1.0,71.5999984741211,1.0,10,6,2,2024,5,1,0,0,5,1.0000213
86.0,"Raghavan, Magar and Shanker",Dairy & Breakfast,136533,Eggs,1652.4200439453125,826.2100219726562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1652.4200439453125,0,2.0,826.2100219726562,1.0,2.0,826.2100219726562,1.0,5,14,4,2024,4,0,0,0,4,1.9999992
87.0,Acharya Ltd,Pet Care,942001,Cat Food,2014.6499633789065,671.5499877929688,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2014.6499633789065,0,3.0,671.5499877929688,1.0,3.0,671.5499877929688,1.0,8,36,9,2023,4,0,0,0,4,2.9999766
88.0,Pant LLC,Pharmacy,679284,Cough Syrup,2633.6700439453125,877.8900146484375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2633.6700439453125,0,3.0,877.8900146484375,1.0,3.0,877.8900146484375,1.0,25,43,10,2024,4,0,0,0,4,2.9999766
90.0,Basu and Sons,Pharmacy,992178,Pain Reliever,1897.289978027344,632.4299926757812,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1897.289978027344,0,3.0,632.4299926757812,1.0,3.0,632.4299926757812,1.0,3,44,11,2024,6,1,0,0,6,2.9999766
94.0,"Kunda, Dave and Sahni",Snacks & Munchies,361361,Biscuits,2478.6300659179688,826.2100219726562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2478.6300659179688,0,3.0,826.2100219726562,1.0,3.0,826.2100219726562,1.0,7,1,1,2024,6,1,0,0,6,2.9999766
97.0,"Krishnamurthy, Sibal and Das",Snacks & Munchies,952168,Popcorn,710.8499908447266,236.9499969482422,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,710.8499908447266,0,3.0,236.9499969482422,1.0,3.0,236.9499969482422,1.0,2,31,8,2024,4,0,0,0,4,2.9999766
98.0,"Khurana, Khosla and Yohannan",Pet Care,760828,Pet Treats,1126.9000244140625,563.4500122070312,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1126.9000244140625,0,2.0,563.4500122070312,1.0,2.0,563.4500122070312,1.0,10,32,8,2023,3,0,0,0,3,1.9999992
99.0,"Raghavan, Magar and Shanker",Dairy & Breakfast,136533,Eggs,1652.4200439453125,826.2100219726562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1652.4200439453125,0,2.0,826.2100219726562,1.0,2.0,826.2100219726562,1.0,19,38,9,2023,1,0,0,0,1,1.9999992
100.0,Majumdar PLC,Pet Care,661577,Cat Food,720.9500122070312,720.9500122070312,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,720.9500122070312,0,1.0,720.9500122070312,1.0,1.0,720.9500122070312,1.0,26,30,7,2023,2,0,0,0,2,1.0000213
101.0,Cherian-Dara,Grocery & Staples,876139,Pulses,415.75,415.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,415.75,0,1.0,415.75,1.0,1.0,415.75,1.0,16,20,5,2023,1,0,0,0,1,1.0000213
102.0,"Garg, Kari and Kapur",Pharmacy,799459,Vitamins,852.02001953125,852.02001953125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,852.02001953125,0,1.0,852.02001953125,1.0,1.0,852.02001953125,1.0,16,24,6,2024,6,1,0,0,6,1.0000213
103.0,"Chad, Yohannan and Chopra",Snacks & Munchies,762527,Biscuits,690.0800170898438,690.0800170898438,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0800170898438,0,1.0,690.0800170898438,1.0,1.0,690.0800170898438,1.0,3,18,5,2023,2,0,0,0,2,1.0000213
106.0,"Kara, Sodhi and Bassi",Instant & Frozen Food,969851,Frozen Vegetables,1021.980010986328,340.6600036621094,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1021.980010986328,0,3.0,340.6600036621094,1.0,3.0,340.6600036621094,1.0,17,46,11,2023,4,0,0,0,4,2.9999766
109.0,Baral-Kamdar,Cold Drinks & Juices,378676,Orange Juice,2644.2599487304688,881.4199829101562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2644.2599487304688,0,3.0,881.4199829101562,1.0,3.0,881.4199829101562,1.0,18,11,3,2023,5,1,0,0,5,2.9999766
112.0,Rastogi Group,Grocery & Staples,317242,Pulses,198.1499938964844,198.1499938964844,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.1499938964844,0,1.0,198.1499938964844,1.0,1.0,198.1499938964844,1.0,24,26,6,2024,0,0,0,0,0,1.0000213
113.0,Tella-Master,Grocery & Staples,53833,Rice,134.69000244140625,134.69000244140625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134.69000244140625,0,1.0,134.69000244140625,1.0,1.0,134.69000244140625,1.0,24,47,11,2023,4,0,0,0,4,1.0000213
115.0,Aggarwal Group,Dairy & Breakfast,500739,Bread,719.9600219726562,359.9800109863281,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,719.9600219726562,0,2.0,359.9800109863281,1.0,2.0,359.9800109863281,1.0,31,13,3,2024,6,1,0,1,6,1.9999992
118.0,Ramanathan Group,Pet Care,784673,Dog Food,491.3900146484375,491.3900146484375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,491.3900146484375,0,1.0,491.3900146484375,1.0,1.0,491.3900146484375,1.0,24,4,1,2024,2,0,0,0,2,1.0000213
119.0,Loyal Inc,Baby Care,440875,Baby Wipes,825.0899963378906,275.0299987792969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,825.0899963378906,0,3.0,275.0299987792969,1.0,3.0,275.0299987792969,1.0,28,21,5,2023,6,1,0,0,6,2.9999766
120.0,Kashyap-Reddy,Baby Care,6405,Baby Food,473.01998901367193,236.509994506836,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,473.01998901367193,0,2.0,236.509994506836,1.0,2.0,236.509994506836,1.0,27,39,9,2023,2,0,0,0,2,1.9999992
122.0,"Chad, Yohannan and Chopra",Snacks & Munchies,762527,Biscuits,2070.2400512695312,690.0800170898438,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2070.2400512695312,0,3.0,690.0800170898438,1.0,3.0,690.0800170898438,1.0,22,47,11,2023,2,0,0,0,2,2.9999766
123.0,"Swaminathan, Mahal and Dara",Snacks & Munchies,313754,Biscuits,409.8000183105469,136.60000610351562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,409.8000183105469,0,3.0,136.60000610351562,1.0,3.0,136.60000610351562,1.0,26,35,8,2024,0,0,0,0,0,2.9999766
124.0,Memon Ltd,Household Care,435929,Toilet Cleaner,2570.6700439453125,856.8900146484375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2570.6700439453125,0,3.0,856.8900146484375,1.0,3.0,856.8900146484375,1.0,5,6,2,2024,0,0,0,0,0,2.9999766
125.0,"Savant, Batta and Mander",Pharmacy,274207,Cough Syrup,657.02001953125,328.510009765625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,657.02001953125,0,2.0,328.510009765625,1.0,2.0,328.510009765625,1.0,21,47,11,2023,1,0,0,0,1,1.9999992
128.0,Pal-Sehgal,Cold Drinks & Juices,171602,Cola,883.4400024414062,883.4400024414062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,883.4400024414062,0,1.0,883.4400024414062,1.0,1.0,883.4400024414062,1.0,26,35,8,2024,0,0,0,0,0,1.0000213
129.0,Morar-Mistry,Baby Care,4452,Baby Wipes,169.8800048828125,169.8800048828125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.8800048828125,0,1.0,169.8800048828125,1.0,1.0,169.8800048828125,1.0,20,47,11,2023,0,0,0,0,0,1.0000213
133.0,Hora-Roy,Dairy & Breakfast,818522,Cheese,192.17999267578125,96.08999633789062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,192.17999267578125,0,2.0,96.08999633789062,1.0,2.0,96.08999633789062,1.0,8,14,4,2023,5,1,0,0,5,1.9999992
134.0,Chana LLC,Cold Drinks & Juices,712307,Orange Juice,264.8900146484375,264.8900146484375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264.8900146484375,0,1.0,264.8900146484375,1.0,1.0,264.8900146484375,1.0,6,6,2,2024,1,0,0,0,1,1.0000213
137.0,Kara-Golla,Pharmacy,114414,Vitamins,2496.179992675781,832.0599975585938,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2496.179992675781,0,3.0,832.0599975585938,1.0,3.0,832.0599975585938,1.0,23,39,9,2024,0,0,0,0,0,2.9999766
141.0,Dutta-Halder,Household Care,897083,Detergent,1945.3800048828125,972.6900024414062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1945.3800048828125,0,2.0,972.6900024414062,1.0,2.0,972.6900024414062,1.0,18,38,9,2023,0,0,0,0,0,1.9999992
143.0,Mahal Group,Baby Care,433521,Diapers,321.3299865722656,321.3299865722656,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,321.3299865722656,0,1.0,321.3299865722656,1.0,1.0,321.3299865722656,1.0,27,4,1,2024,5,1,0,0,5,1.0000213
146.0,Chadha and Sons,Fruits & Vegetables,669378,Potatoes,424.2799987792969,212.13999938964844,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,424.2799987792969,0,2.0,212.13999938964844,1.0,2.0,212.13999938964844,1.0,27,26,6,2023,1,0,0,0,1,1.9999992
151.0,"Gala, Magar and Rajagopal",Grocery & Staples,287070,Wheat Flour,886.3400268554688,443.1700134277344,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,886.3400268554688,0,2.0,443.1700134277344,1.0,2.0,443.1700134277344,1.0,15,7,2,2024,3,0,0,0,3,1.9999992
153.0,Malhotra LLC,Personal Care,140154,Shampoo,342.3999938964844,171.1999969482422,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,342.3999938964844,0,2.0,171.1999969482422,1.0,2.0,171.1999969482422,1.0,18,24,6,2023,6,1,0,0,6,1.9999992
155.0,Agate Ltd,Instant & Frozen Food,606256,Frozen Biryani,738.5599975585938,369.2799987792969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,738.5599975585938,0,2.0,369.2799987792969,1.0,2.0,369.2799987792969,1.0,12,15,4,2024,4,0,0,0,4,1.9999992
157.0,"Basu, Rout and Mistry",Cold Drinks & Juices,300159,Cola,88.69999694824217,44.34999847412109,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.69999694824217,0,2.0,44.34999847412109,1.0,2.0,44.34999847412109,1.0,8,49,12,2023,4,0,0,0,4,1.9999992
158.0,Nadkarni Inc,Grocery & Staples,327290,Sugar,862.280029296875,862.280029296875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,862.280029296875,0,1.0,862.280029296875,1.0,1.0,862.280029296875,1.0,7,14,4,2024,6,1,0,0,6,1.0000213
162.0,Hayre-Shere,Cold Drinks & Juices,328457,Mango Drink,1717.1400146484375,858.5700073242188,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1717.1400146484375,0,2.0,858.5700073242188,1.0,2.0,858.5700073242188,1.0,17,20,5,2024,4,0,0,0,4,1.9999992
163.0,"Pai, Kashyap and Ramachandran",Pharmacy,56589,Vitamins,517.77001953125,517.77001953125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,517.77001953125,0,1.0,517.77001953125,1.0,1.0,517.77001953125,1.0,11,28,7,2024,3,0,0,0,3,1.0000213
164.0,Bir PLC,Household Care,589812,Detergent,489.0899963378906,163.02999877929688,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,489.0899963378906,0,3.0,163.02999877929688,1.0,3.0,163.02999877929688,1.0,8,10,3,2024,4,0,0,0,4,2.9999766
