store_id,product_id,daily_revenue,orders_count,high_value_item_ratio,avg_unit_price,lag_1_qty,lag_7_qty,lag_14_qty,lag_30_qty,rolling_7_mean_qty,rolling_7_sum_qty,rolling_14_mean_qty,rolling_14_sum_qty,rolling_30_mean_qty,rolling_30_sum_qty,cumulative_qty,cumulative_revenue,rolling_30_std_qty,qty_growth_rate,day,month,year,day_of_week,is_weekend,is_month_start,is_month_end,week,dayofweek,predicted_qty
137,114414,2496.179992675781,1,1.0,832.0599975585938,,,,,,,,,,,3.0,2496.179992675781,,,23,9,2024,0,0,False,False,39,0,3.0000095
141,897083,1945.3800048828125,1,1.0,972.6900024414062,,,,,,,,,,,2.0,1945.3800048828125,,,18,9,2023,0,0,False,False,38,0,2.0000248
143,433521,321.3299865722656,1,0.0,321.3299865722656,,,,,,,,,,,1.0,321.3299865722656,,,27,1,2024,5,1,False,False,4,5,1.0000291
146,669378,424.2799987792969,1,0.0,212.13999938964844,,,,,,,,,,,2.0,424.2799987792969,,,27,6,2023,1,0,False,False,26,1,1.9992625
151,287070,886.3400268554688,1,0.0,443.1700134277344,,,,,,,,,,,2.0,886.3400268554688,,,15,2,2024,3,0,False,False,7,3,1.9998901
153,140154,342.3999938964844,1,0.0,171.1999969482422,,,,,,,,,,,2.0,342.3999938964844,,,18,6,2023,6,1,False,False,24,6,2.0000443
155,606256,738.5599975585938,1,0.0,369.2799987792969,,,,,,,,,,,2.0,738.5599975585938,,,12,4,2024,4,0,False,False,15,4,1.9999449
157,300159,88.69999694824217,1,0.0,44.34999847412109,,,,,,,,,,,2.0,88.69999694824217,,,8,12,2023,4,0,False,False,49,4,2.0000207
158,327290,862.280029296875,1,1.0,862.280029296875,,,,,,,,,,,1.0,862.280029296875,,,7,4,2024,6,1,False,False,14,6,1.0000241
162,328457,1717.1400146484375,1,1.0,858.5700073242188,,,,,,,,,,,2.0,1717.1400146484375,,,17,5,2024,4,0,False,False,20,4,2.0000012
163,56589,517.77001953125,1,0.0,517.77001953125,,,,,,,,,,,1.0,517.77001953125,,,11,7,2024,3,0,False,False,28,3,1.000039
164,589812,489.0899963378906,1,0.0,163.02999877929688,,,,,,,,,,,3.0,489.0899963378906,,,8,3,2024,4,0,False,False,10,4,2.9999666
166,654623,844.280029296875,1,0.0,422.1400146484375,,,,,,,,,,,2.0,844.280029296875,,,29,12,2023,4,0,False,False,52,4,1.9999965
167,798639,633.75,1,0.0,211.25,,,,,,,,,,,3.0,633.75,,,4,1,2024,3,0,False,False,1,3,2.9999113
168,557908,2827.109985351563,1,1.0,942.3699951171876,,,,,,,,,,,3.0,2827.109985351563,,,17,11,2023,4,0,False,False,46,4,3.0000095
172,894539,890.9600219726562,1,0.0,445.4800109863281,,,,,,,,,,,2.0,890.9600219726562,,,28,9,2024,5,1,False,False,39,5,1.99989
174,373536,988.3400268554688,1,0.0,494.1700134277344,,,,,,,,,,,2.0,988.3400268554688,,,11,8,2023,4,0,False,False,32,4,1.9998922
176,647462,652.8400268554688,1,0.0,326.4200134277344,,,,,,,,,,,2.0,652.8400268554688,,,22,6,2023,3,0,False,False,25,3,2.0008154
178,516376,1754.8599853515625,1,1.0,877.4299926757812,,,,,,,,,,,2.0,1754.8599853515625,,,23,4,2024,1,0,False,False,17,1,2.0000012
179,760684,214.79999542236328,1,0.0,71.5999984741211,,,,,,,,,,,3.0,214.79999542236328,,,27,7,2024,5,1,False,False,30,5,2.9997282
181,767398,66.41999816894533,1,0.0,22.13999938964844,,,,,,,,,,,3.0,66.41999816894533,,,28,7,2023,4,0,False,False,30,4,2.999919
182,851978,715.719970703125,1,0.0,715.719970703125,,,,,,,,,,,1.0,715.719970703125,,,30,10,2023,0,0,False,False,44,0,1.0000362
183,491521,1112.699951171875,1,0.0,556.3499755859375,,,,,,,,,,,2.0,1112.699951171875,,,13,12,2023,2,0,False,False,50,2,1.9999899
184,760684,143.1999969482422,1,0.0,71.5999984741211,,,,,,,,,,,2.0,143.1999969482422,,,10,9,2024,1,0,False,False,37,1,2.0000212
189,613942,545.0,1,0.0,545.0,,,,,,,,,,,1.0,545.0,,,4,4,2024,3,0,False,False,14,3,1.0000346
190,491314,1946.8800048828125,1,1.0,973.4400024414062,,,,,,,,,,,2.0,1946.8800048828125,,,8,6,2023,3,0,False,False,23,3,2.0000012
191,39154,1893.7199707031248,1,1.0,946.8599853515624,,,,,,,,,,,2.0,1893.7199707031248,,,30,1,2024,1,0,False,False,5,1,2.0000012
192,82484,914.8800048828124,1,1.0,914.8800048828124,,,,,,,,,,,1.0,914.8800048828124,,,7,5,2024,1,0,False,False,19,1,1.0000241
193,707935,820.9000244140625,1,1.0,820.9000244140625,,,,,,,,,,,1.0,820.9000244140625,,,20,9,2024,4,0,False,False,38,4,1.0000241
194,969851,1021.980010986328,1,0.0,340.6600036621094,,,,,,,,,,,3.0,1021.980010986328,,,26,5,2024,6,1,False,False,21,6,2.9998949
200,11422,254.32000732421875,1,0.0,127.16000366210938,,,,,,,,,,,2.0,254.32000732421875,,,21,12,2023,3,0,False,False,51,3,1.9995431
201,194682,1824.5799560546875,1,1.0,912.2899780273438,,,,,,,,,,,2.0,1824.5799560546875,,,29,8,2024,3,0,False,False,35,3,2.0000012
202,760684,71.5999984741211,1,0.0,71.5999984741211,,,,,,,,,,,1.0,71.5999984741211,,,26,11,2023,6,1,False,False,47,6,1.0000648
203,961614,681.6600036621094,1,0.0,227.22000122070312,,,,,,,,,,,3.0,681.6600036621094,,,24,11,2023,4,0,False,False,47,4,3.0001009
204,70969,1263.4000244140625,1,0.0,631.7000122070312,,,,,,,,,,,2.0,1263.4000244140625,,,24,5,2024,4,0,False,False,21,4,1.9999832
205,305754,979.989990234375,1,1.0,979.989990234375,,,,,,,,,,,1.0,979.989990234375,,,23,12,2023,5,1,False,False,51,5,1.0000305
208,337168,1090.97998046875,1,0.0,545.489990234375,,,,,,,,,,,2.0,1090.97998046875,,,31,5,2024,4,0,False,True,22,4,1.9999899
209,672059,2018.18994140625,1,0.0,672.72998046875,,,,,,,,,,,3.0,2018.18994140625,,,7,7,2024,6,1,False,False,27,6,3.0000095
210,925482,1425.1200256347656,1,0.0,475.0400085449219,,,,,,,,,,,3.0,1425.1200256347656,,,30,4,2024,1,0,False,True,18,1,3.0000591
212,606256,369.2799987792969,1,0.0,369.2799987792969,,,,,,,,,,,1.0,369.2799987792969,,,11,6,2023,6,1,False,False,23,6,1.000034
214,137909,2592.8999633789062,1,1.0,864.2999877929688,,,,,,,,,,,3.0,2592.8999633789062,,,27,2,2024,1,0,False,False,9,1,3.0000095
216,256783,1813.0799560546875,1,1.0,906.5399780273438,,,,,,,,,,,2.0,1813.0799560546875,,,28,5,2024,1,0,False,False,22,1,2.0000012
220,990993,791.1000366210938,1,0.0,263.70001220703125,,,,,,,,,,,3.0,791.1000366210938,,,29,3,2023,2,0,False,False,13,2,3.0000138
221,592784,280.3500061035156,1,0.0,280.3500061035156,,,,,,,,,,,1.0,280.3500061035156,,,6,5,2023,5,1,False,False,18,5,1.0000291
224,6405,473.01998901367193,1,0.0,236.509994506836,,,,,,,,,,,2.0,473.01998901367193,,,27,6,2024,3,0,False,False,26,3,1.9998891
229,306177,769.239990234375,1,0.0,769.239990234375,,,,,,,,,,,1.0,769.239990234375,,,29,7,2024,0,0,False,False,31,0,1.000039
230,256051,801.8400268554688,1,0.0,400.9200134277344,,,,,,,,,,,2.0,801.8400268554688,,,21,1,2024,6,1,False,False,3,6,1.9999154
232,853932,941.1900024414062,1,1.0,941.1900024414062,,,,,,,,,,,1.0,941.1900024414062,,,25,4,2023,1,0,False,False,17,1,1.0000241
234,747801,555.52001953125,1,0.0,277.760009765625,,,,,,,,,,,2.0,555.52001953125,,,6,5,2023,5,1,False,False,18,5,2.000001
235,654623,1266.4200439453125,1,0.0,422.1400146484375,,,,,,,,,,,3.0,1266.4200439453125,,,9,9,2024,0,0,False,False,37,0,2.9999826
237,962591,130.00999450683594,1,0.0,130.00999450683594,,,,,,,,,,,1.0,130.00999450683594,,,9,7,2023,6,1,False,False,27,6,1.000069
238,757274,98.31999969482422,1,0.0,98.31999969482422,,,,,,,,,,,1.0,98.31999969482422,,,21,8,2024,2,0,False,False,34,2,0.9999925
240,704868,580.3800201416016,1,0.0,193.4600067138672,,,,,,,,,,,3.0,580.3800201416016,,,12,4,2024,4,0,False,False,15,4,3.0000312
241,914071,890.8200073242188,1,0.0,296.94000244140625,,,,,,,,,,,3.0,890.8200073242188,,,30,5,2023,1,0,False,False,22,1,3.0001078
244,880510,951.4299926757812,1,1.0,951.4299926757812,,,,,,,,,,,1.0,951.4299926757812,,,21,4,2023,4,0,False,False,16,4,1.0000241
245,187399,160.4700050354004,1,0.0,53.4900016784668,,,,,,,,,,,3.0,160.4700050354004,,,16,4,2023,6,1,False,False,15,6,2.9996176
249,500633,463.5,1,0.0,154.5,,,,,,,,,,,3.0,463.5,,,14,5,2023,6,1,False,False,19,6,3.0002344
250,807452,144.19000244140625,1,0.0,144.19000244140625,,,,,,,,,,,1.0,144.19000244140625,,,3,5,2024,4,0,False,False,18,4,0.99999195
254,67197,1656.6000366210938,1,0.0,552.2000122070312,,,,,,,,,,,3.0,1656.6000366210938,,,1,8,2024,3,0,True,False,31,3,3.0000203
255,661577,720.9500122070312,1,0.0,720.9500122070312,,,,,,,,,,,1.0,720.9500122070312,,,28,3,2023,1,0,False,False,13,1,1.0000346
256,540618,634.0999755859375,1,0.0,317.04998779296875,,,,,,,,,,,2.0,634.0999755859375,,,25,9,2024,2,0,False,False,39,2,2.00002
257,319388,1973.3999633789065,1,0.0,657.7999877929688,,,,,,,,,,,3.0,1973.3999633789065,,,23,9,2024,0,0,False,False,39,0,2.9994392
261,712003,671.6799926757812,1,0.0,671.6799926757812,,,,,,,,,,,1.0,671.6799926757812,,,9,6,2023,4,0,False,False,23,4,1.0000346
262,883013,989.8800048828124,1,1.0,989.8800048828124,,,,,,,,,,,1.0,989.8800048828124,,,31,5,2024,4,0,False,True,22,4,1.000037
263,669378,212.13999938964844,1,0.0,212.13999938964844,,,,,,,,,,,1.0,212.13999938964844,,,19,10,2023,3,0,False,False,42,3,1.0000168
271,131748,81.3499984741211,1,0.0,81.3499984741211,,,,,,,,,,,1.0,81.3499984741211,,,12,5,2024,6,1,False,False,19,6,1.0000459
272,51036,1863.2199707031248,1,1.0,931.6099853515624,,,,,,,,,,,2.0,1863.2199707031248,,,15,10,2023,6,1,False,False,41,6,2.0000012
274,537274,1405.4200439453125,1,0.0,702.7100219726562,,,,,,,,,,,2.0,1405.4200439453125,,,28,12,2023,3,0,False,False,52,3,2.0000067
276,274207,657.02001953125,1,0.0,328.510009765625,,,,,,,,,,,2.0,657.02001953125,,,5,5,2023,4,0,False,False,18,4,2.0001428
277,818990,327.1000061035156,1,0.0,163.5500030517578,,,,,,,,,,,2.0,327.1000061035156,,,26,8,2023,5,1,False,False,34,5,1.9999995
278,644847,622.8099975585938,1,0.0,622.8099975585938,,,,,,,,,,,1.0,622.8099975585938,,,2,6,2023,4,0,False,False,22,4,1.0000346
279,124290,118.95000457763672,1,0.0,39.650001525878906,,,,,,,,,,,3.0,118.95000457763672,,,30,5,2023,1,0,False,False,22,1,3.0000908
280,94225,154.22000122070312,1,0.0,77.11000061035156,,,,,,,,,,,2.0,154.22000122070312,,,3,11,2024,6,1,False,False,44,6,1.999661
284,602241,2929.6499633789062,1,1.0,976.5499877929688,,,,,,,,,,,3.0,2929.6499633789062,,,26,10,2024,5,1,False,False,43,5,3.0000095
285,589812,489.0899963378906,1,0.0,163.02999877929688,,,,,,,,,,,3.0,489.0899963378906,,,19,5,2023,4,0,False,False,20,4,2.9999728
286,36412,1193.039978027344,1,0.0,397.6799926757813,,,,,,,,,,,3.0,1193.039978027344,,,20,4,2024,5,1,False,False,16,5,2.9998953
287,990993,527.4000244140625,1,0.0,263.70001220703125,,,,,,,,,,,2.0,527.4000244140625,,,11,7,2024,3,0,False,False,28,3,2.001343
288,913428,784.4400024414062,1,0.0,392.2200012207031,,,,,,,,,,,2.0,784.4400024414062,,,11,6,2024,1,0,False,False,24,1,2.0000012
289,692985,197.38999938964844,1,0.0,197.38999938964844,,,,,,,,,,,1.0,197.38999938964844,,,22,3,2024,4,0,False,False,12,4,0.99980253
290,284460,505.9500122070313,1,0.0,505.9500122070313,,,,,,,,,,,1.0,505.9500122070313,,,29,10,2024,1,0,False,False,44,1,1.000039
291,140154,171.1999969482422,1,0.0,171.1999969482422,,,,,,,,,,,1.0,171.1999969482422,,,10,5,2023,2,0,False,False,19,2,1.0000064
292,613942,1635.0,1,0.0,545.0,,,,,,,,,,,3.0,1635.0,,,13,2,2024,1,0,False,False,7,1,3.0000176
296,171602,883.4400024414062,1,1.0,883.4400024414062,,,,,,,,,,,1.0,883.4400024414062,,,12,1,2024,4,0,False,False,2,4,1.0000241
297,970529,827.4400024414062,1,1.0,827.4400024414062,,,,,,,,,,,1.0,827.4400024414062,,,11,5,2024,5,1,False,False,19,5,1.0000241
298,760684,71.5999984741211,1,0.0,71.5999984741211,,,,,,,,,,,1.0,71.5999984741211,,,6,5,2023,5,1,False,False,18,5,1.0000648
299,659290,638.6799926757812,1,0.0,319.3399963378906,,,,,,,,,,,2.0,638.6799926757812,,,24,7,2023,0,0,False,False,30,0,1.9999692
303,564692,646.9499816894532,1,0.0,215.6499938964844,,,,,,,,,,,3.0,646.9499816894532,,,23,6,2024,6,1,False,False,25,6,3.0000985
309,952168,710.8499908447266,1,0.0,236.9499969482422,,,,,,,,,,,3.0,710.8499908447266,,,25,8,2024,6,1,False,False,34,6,3.000171
311,378287,998.519989013672,1,0.0,332.8399963378906,,,,,,,,,,,3.0,998.519989013672,,,26,4,2023,2,0,False,False,17,2,2.9998953
313,644847,1245.6199951171875,1,0.0,622.8099975585938,,,,,,,,,,,2.0,1245.6199951171875,,,8,7,2023,5,1,False,False,27,5,1.9999791
315,140154,171.1999969482422,1,0.0,171.1999969482422,,,,,,,,,,,1.0,171.1999969482422,,,23,6,2024,6,1,False,False,25,6,1.0000064
319,240179,271.6799926757813,1,0.0,90.55999755859376,,,,,,,,,,,3.0,271.6799926757813,,,4,11,2023,5,1,False,False,44,5,3.000297
323,15314,578.8499755859375,1,0.0,578.8499755859375,,,,,,,,,,,1.0,578.8499755859375,,,28,3,2023,1,0,False,False,13,1,1.000039
324,965755,532.5700073242188,1,0.0,532.5700073242188,,,,,,,,,,,1.0,532.5700073242188,,,6,7,2023,3,0,False,False,27,3,1.0000362
327,689769,139.8599967956543,1,0.0,46.619998931884766,,,,,,,,,,,3.0,139.8599967956543,,,13,3,2024,2,0,False,False,11,2,2.9999704
328,4452,169.8800048828125,1,0.0,169.8800048828125,,,,,,,,,,,1.0,169.8800048828125,,,2,6,2024,6,1,False,False,22,6,1.0000064
329,120532,1395.06005859375,1,0.0,697.530029296875,,,,,,,,,,,2.0,1395.06005859375,,,6,12,2023,2,0,False,False,49,2,2.0000055
331,818522,288.2699890136719,1,0.0,96.08999633789062,,,,,,,,,,,3.0,288.2699890136719,,,25,1,2024,3,0,False,False,4,3,3.0000975
335,272170,140.8000030517578,1,0.0,140.8000030517578,,,,,,,,,,,1.0,140.8000030517578,,,27,10,2024,6,1,False,False,43,6,1.0000633
340,256051,801.8400268554688,1,0.0,400.9200134277344,,,,,,,,,,,2.0,801.8400268554688,,,15,7,2024,0,0,False,False,29,0,1.9999171
341,532965,307.2300109863281,1,0.0,307.2300109863281,,,,,,,,,,,1.0,307.2300109863281,,,27,11,2023,0,0,False,False,48,0,1.0000291
342,652118,66.12000274658203,1,0.0,22.040000915527344,,,,,,,,,,,3.0,66.12000274658203,,,7,3,2024,3,0,False,False,10,3,2.9998758
343,753354,847.1199951171875,1,0.0,423.55999755859375,,,,,,,,,,,2.0,847.1199951171875,,,6,9,2023,2,0,False,False,36,2,1.9998791
345,689769,93.23999786376952,1,0.0,46.619998931884766,,,,,,,,,,,2.0,93.23999786376952,,,14,4,2024,6,1,False,False,15,6,2.000014
348,378230,499.259994506836,1,0.0,166.4199981689453,,,,,,,,,,,3.0,499.259994506836,,,28,5,2024,1,0,False,False,22,1,2.99994
349,4452,509.6400146484375,1,0.0,169.8800048828125,,,,,,,,,,,3.0,509.6400146484375,,,28,6,2023,2,0,False,False,26,2,2.9999976
350,222892,2607.659912109375,1,1.0,869.219970703125,,,,,,,,,,,3.0,2607.659912109375,,,12,10,2023,3,0,False,False,41,3,3.0000095
351,112390,1755.9599609375,1,1.0,877.97998046875,,,,,,,,,,,2.0,1755.9599609375,,,3,7,2024,2,0,False,False,27,2,2.0000012
353,604184,397.5499877929688,1,0.0,397.5499877929688,,,,,,,,,,,1.0,397.5499877929688,,,5,8,2023,5,1,False,False,31,5,0.9997957
