order_id,product_id,quantity,unit_price,total_price,avg_price_per_unit,is_bulk_order,high_value_item,item_revenue,item_cost_estimation,item_profit_estimation,customer_id,order_date,order_total,payment_method,store_id,promised_delivery_time,actual_delivery_time,delivery_status,delivery_delay_hrs,order_day,order_week,order_month,order_year,day_of_week,is_weekend,order_hour,is_peak_hour,on_time_delivery,actual_delivery_day,promised_delivery_day,delivery_diff_days,delivery_speed_hrs,is_cod,is_high_value_order,log_order_total,daily_order_flag,is_month_start,is_month_end,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,profit_per_unit,discount_percentage,profit_margin_value,discount_amount,discount_flag,price_mrp_ratio,stock_range,stock_volatility,is_top_brand,is_top_category,high_margin_flag,long_shelf_life_flag,is_premium_product,is_budget_product,profit_score
27296314,313754,2.0,136.60000610351562,273.20001220703125,136.60000610351562,0,0,273.20001220703125,95.62000427246093,177.58000793457032,64562786.0,2024-10-17 16:13:30,3866.080078125,upi,3986.0,2024-10-17 16:24:30,2024-10-17 16:46:30,Significantly Delayed,0.3666666666666666,17.0,42.0,10.0,2024.0,3.0,0.0,16.0,0.0,0.0,2024-10-17,2024-10-17,0.015277777777777777,0.55,0.0,1.0,8.260254999467623,1.0,0.0,0.0,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.60000610351562,210.1499938964844,35.0,90,25,67,73.54998779296875,0.3499880558131159,47.810002136230466,73.54998779296878,1,0.6500119132560283,42,1.6153846153846154,0,1,1,0,0,1,-0.9584298434832412
32604190,812607,3.0,416.6499938964844,1249.9499816894531,416.6499938964844,0,0,1249.9499816894531,291.654995727539,958.2949859619141,51503088.0,2023-12-08 09:08:03,1169.8399658203125,wallet,7220.0,2023-12-08 09:19:03,2023-12-08 09:16:03,On Time,-0.05,8.0,49.0,12.0,2023.0,4.0,0.0,9.0,0.0,1.0,2023-12-08,2023-12-08,-0.0020833333333333333,0.13333333333333333,0.0,0.0,7.0654766897154095,1.0,0.0,0.0,Potatoes,Fruits & Vegetables,Rege Group,416.6499938964844,555.530029296875,25.0,3,11,63,138.88003540039062,0.2499955503326593,104.1624984741211,138.88003540039062,1,0.7500044361666406,52,4.333333333333333,0,1,0,0,0,0,-0.33378924249078407
32613017,451812,1.0,530.8499755859375,530.8499755859375,530.8499755859375,0,0,530.8499755859375,371.5949829101562,159.2549926757813,82594354.0,2023-03-17 00:20:41,2354.280029296875,card,3364.0,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,0.0,17.0,11.0,3.0,2023.0,4.0,0.0,0.0,0.0,1.0,2023-03-17,2023-03-17,0.0,0.26666666666666666,0.0,1.0,7.76441490778779,1.0,0.0,0.0,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.8499755859375,663.5599975585938,20.0,365,29,63,132.71002197265625,0.1999970198036804,106.16999511718751,132.71002197265625,1,0.800002968140093,34,1.1333333333333333,0,0,0,1,0,0,-0.3115370976683692
35135941,306177,1.0,769.239990234375,769.239990234375,769.239990234375,0,0,769.239990234375,538.4679931640625,230.77199707031252,28205701.0,2024-07-29 18:08:33,1216.1600341796875,upi,229.0,2024-07-29 18:26:33,2024-07-29 18:21:33,On Time,-0.0833333333333333,29.0,31.0,7.0,2024.0,0.0,0.0,18.0,1.0,1.0,2024-07-29,2024-07-29,-0.003472222222222222,0.21666666666666667,0.0,0.0,7.104275583257412,1.0,0.0,1.0,Frozen Biryani,Instant & Frozen Food,Som Inc,769.239990234375,1282.0699462890625,40.0,180,11,54,512.8299560546875,0.4000015424580135,307.69599609375,512.8299560546875,1,0.5999984528620668,43,3.5833333333333335,0,0,1,0,0,0,1.922282707062547
38408517,378287,2.0,332.8399963378906,665.6799926757812,332.8399963378906,0,0,665.6799926757812,232.98799743652341,432.69199523925784,39674723.0,2023-11-26 08:38:03,88.43000030517578,cash,5135.0,2023-11-26 08:58:03,2023-11-26 09:20:03,Significantly Delayed,0.3666666666666666,26.0,47.0,11.0,2023.0,6.0,1.0,8.0,0.0,0.0,2023-11-26,2023-11-26,0.015277777777777777,0.7,0.0,0.0,4.493456199770544,1.0,0.0,0.0,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.8399963378906,475.489990234375,30.0,180,22,51,142.64999389648438,0.3000063026062239,99.85199890136718,142.64999389648438,1,0.6999936826722531,29,1.2608695652173914,0,0,1,0,0,0,-0.38156907867689327
39405769,880510,2.0,951.4299926757812,1902.8599853515625,951.4299926757812,0,1,1902.8599853515625,666.0009948730468,1236.8589904785158,24621386.0,2023-04-07 12:46:40,941.25,card,9711.0,2023-04-07 12:56:40,2023-04-07 13:11:40,Slightly Delayed,0.25,7.0,14.0,4.0,2023.0,4.0,0.0,12.0,0.0,0.0,2023-04-07,2023-04-07,0.010416666666666666,0.4166666666666667,0.0,0.0,6.848270632147245,1.0,0.0,0.0,Bread,Dairy & Breakfast,Roy-Char,951.4299926757812,1189.2900390625,20.0,7,29,54,237.86004638671875,0.2000017141102269,190.28599853515627,237.86004638671875,1,0.7999982791630853,25,0.8333333333333334,0,1,0,0,1,0,0.6208487652939234
39791095,700048,3.0,141.27999877929688,423.8399963378906,141.27999877929688,0,0,423.8399963378906,98.8959991455078,324.9439971923828,625395.0,2024-04-06 10:58:05,480.8500061035156,card,9008.0,2024-04-06 11:17:05,2024-04-06 11:22:05,On Time,0.0833333333333333,6.0,14.0,4.0,2024.0,5.0,1.0,10.0,0.0,0.0,2024-04-06,2024-04-06,0.003472222222222222,0.4,0.0,0.0,6.177632874964134,1.0,0.0,0.0,Dish Soap,Household Care,Khalsa-Bhavsar,141.27999877929688,188.3699951171875,25.0,365,25,98,47.08999633789063,0.2499867152865577,35.31999969482422,47.089996337890625,1,0.7500132448974809,73,2.8076923076923075,0,1,0,1,0,1,-1.0968755759423277
42332130,365133,1.0,915.4500122070312,915.4500122070312,915.4500122070312,0,1,915.4500122070312,640.8150085449219,274.6350036621094,70363568.0,2024-10-17 17:08:04,1441.0699462890625,wallet,9022.0,2024-10-17 17:18:04,2024-10-17 17:15:04,On Time,-0.05,17.0,42.0,10.0,2024.0,3.0,0.0,17.0,0.0,1.0,2024-10-17,2024-10-17,-0.0020833333333333333,0.11666666666666667,0.0,0.0,7.273834823110286,1.0,0.0,0.0,Dish Soap,Household Care,Hans Inc,915.4500122070312,1220.5999755859375,25.0,365,25,60,305.14996337890625,0.2499999749978873,228.8625030517578,305.14996337890625,1,0.7500000188575934,35,1.3461538461538463,0,1,0,1,1,0,1.0484509574125378
47467466,120385,1.0,597.9099731445312,597.9099731445312,597.9099731445312,0,0,597.9099731445312,418.53698120117184,179.3729919433594,55693909.0,2023-09-05 16:53:11,102.44000244140624,wallet,2532.0,2023-09-05 17:04:11,2023-09-05 17:02:11,On Time,-0.0333333333333333,5.0,36.0,9.0,2023.0,1.0,0.0,16.0,0.0,1.0,2023-09-05,2023-09-05,-0.001388888888888889,0.15,0.0,0.0,4.6389917580657505,1.0,0.0,0.0,Pet Treats,Pet Care,Dubey-Sarin,597.9099731445312,919.8599853515624,35.0,365,28,73,321.95001220703125,0.3499989317221846,209.26849060058592,321.95001220703114,1,0.6500010612115111,45,1.5517241379310345,0,0,1,1,0,0,0.8312606551415057
47953423,585299,1.0,799.4600219726562,799.4600219726562,799.4600219726562,0,1,799.4600219726562,559.6220153808594,239.8380065917969,96806748.0,2024-02-27 00:13:46,2094.280029296875,upi,6448.0,2024-02-27 00:28:46,2024-02-27 00:32:46,On Time,0.0666666666666666,27.0,9.0,2.0,2024.0,1.0,0.0,0.0,0.0,0.0,2024-02-27,2024-02-27,0.002777777777777778,0.31666666666666665,0.0,0.0,7.647442488959298,1.0,0.0,1.0,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.4600219726562,1229.93994140625,35.0,365,13,50,430.47991943359375,0.3500007642173204,279.8110076904297,430.47991943359375,1,0.649999230497875,37,2.642857142857143,0,0,1,1,1,0,1.6131908824434833
50845914,478531,3.0,825.4600219726562,2476.3800659179688,825.4600219726562,0,1,2476.3800659179688,577.8220153808593,1898.5580505371095,54893418.0,2023-04-09 04:18:56,3226.43994140625,card,4686.0,2023-04-09 04:37:56,2023-04-09 04:34:56,On Time,-0.05,9.0,14.0,4.0,2023.0,6.0,1.0,4.0,0.0,1.0,2023-04-09,2023-04-09,-0.0020833333333333333,0.26666666666666666,0.0,1.0,8.079444514153003,1.0,0.0,0.0,Carrots,Fruits & Vegetables,Uppal Group,825.4600219726562,1100.6099853515625,25.0,3,24,90,275.14996337890625,0.2499976985862221,206.36500549316406,275.14996337890625,1,0.7500022945993541,66,2.64,0,1,0,0,1,0,0.7990769046365049
52324496,888807,2.0,230.5800018310547,461.1600036621094,230.5800018310547,0,0,461.1600036621094,161.40600128173827,299.7540023803711,81605722.0,2024-02-23 17:32:54,560.5399780273438,card,4009.0,2024-02-23 17:47:54,2024-02-23 17:52:54,On Time,0.0833333333333333,23.0,8.0,2.0,2024.0,4.0,0.0,17.0,0.0,0.0,2024-02-23,2024-02-23,0.003472222222222222,0.3333333333333333,0.0,0.0,6.330682970267938,1.0,0.0,0.0,Bread,Dairy & Breakfast,Arya Group,230.5800018310547,288.2300109863281,20.0,7,13,91,57.65000915527344,0.2000139019458595,46.11600036621094,57.65000915527344,1,0.799986070299013,78,5.571428571428571,0,1,0,0,0,0,-0.9772070468454959
56705032,692985,2.0,197.38999938964844,394.7799987792969,197.38999938964844,0,0,394.7799987792969,138.1729995727539,256.606999206543,63060947.0,2023-11-16 04:30:25,3069.97998046875,upi,8706.0,2023-11-16 04:40:25,2023-11-16 04:54:25,Slightly Delayed,0.2333333333333333,16.0,46.0,11.0,2023.0,3.0,0.0,4.0,0.0,0.0,2023-11-16,2023-11-16,0.009722222222222222,0.4,0.0,1.0,8.029752001523041,1.0,0.0,0.0,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",197.38999938964844,232.22000122070312,15.0,365,30,86,34.83000183105469,0.149987088312656,29.608499908447264,34.83000183105469,1,0.8500128750835686,56,1.8064516129032258,0,0,0,1,0,1,-1.1601848326918278
59461109,991434,3.0,237.6199951171875,712.8599853515625,237.6199951171875,0,0,712.8599853515625,166.33399658203123,546.5259887695313,67708491.0,2023-05-06 13:44:41,2017.97998046875,upi,5800.0,2023-05-06 13:55:41,2023-05-06 13:55:41,On Time,0.0,6.0,18.0,5.0,2023.0,5.0,1.0,13.0,0.0,1.0,2023-05-06,2023-05-06,0.0,0.18333333333333332,0.0,0.0,7.610347702695947,1.0,0.0,0.0,Cookies,Snacks & Munchies,Mital-Oza,237.6199951171875,365.5700073242188,35.0,90,12,87,127.95001220703124,0.3500013941065855,83.16699829101562,127.9500122070313,1,0.6499985881130009,75,5.769230769230769,0,1,1,0,0,0,-0.5665143692336458
63363146,136533,2.0,826.2100219726562,1652.4200439453125,826.2100219726562,0,1,1652.4200439453125,578.3470153808594,1074.0730285644531,16410155.0,2023-07-12 01:33:45,4207.7099609375,cash,3833.0,2023-07-12 01:50:45,2023-07-12 02:05:45,Slightly Delayed,0.25,12.0,28.0,7.0,2023.0,2.0,0.0,1.0,0.0,0.0,2023-07-12,2023-07-12,0.010416666666666666,0.5333333333333333,0.0,1.0,8.34491145713927,1.0,0.0,0.0,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",826.2100219726562,1032.760009765625,20.0,7,15,75,206.54998779296875,0.1999980497306855,165.24200439453125,206.54998779296875,1,0.8000019425230623,60,3.75,0,1,0,0,1,0,0.3432480099085205
65827885,324809,3.0,608.0,1824.0,608.0,0,0,1824.0,425.59999999999997,1398.4,47577193.0,2023-07-27 00:13:05,1132.97998046875,cash,3817.0,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,-0.0833333333333333,27.0,30.0,7.0,2023.0,3.0,0.0,0.0,0.0,1.0,2023-07-27,2023-07-27,-0.003472222222222222,0.11666666666666667,0.0,0.0,7.033488830224237,1.0,0.0,0.0,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,152.0,0.2,121.60000000000001,152.0,1,0.7999999894736843,50,1.8518518518518519,0,1,0,0,0,0,-0.14050283743745282
69932727,753354,3.0,423.55999755859375,1270.6799926757812,423.55999755859375,0,0,1270.6799926757812,296.4919982910156,974.1879943847657,83236183.0,2024-08-28 16:10:09,2192.280029296875,wallet,6580.0,2024-08-28 16:25:09,2024-08-28 16:20:09,On Time,-0.0833333333333333,28.0,35.0,8.0,2024.0,2.0,0.0,16.0,0.0,1.0,2024-08-28,2024-08-28,-0.003472222222222222,0.16666666666666666,0.0,1.0,7.693153432603752,1.0,0.0,0.0,Shampoo,Personal Care,Sant-Mahajan,423.55999755859375,651.6300048828125,35.0,365,20,52,228.07000732421875,0.3499992413106181,148.2459991455078,228.07000732421875,1,0.6500007487143847,32,1.5238095238095237,0,1,1,1,0,0,0.1548553809544301
71793937,94225,1.0,77.11000061035156,77.11000061035156,77.11000061035156,0,0,77.11000061035156,53.97700042724609,23.133000183105473,13189939.0,2024-04-20 23:44:39,2269.580078125,cash,9947.0,2024-04-21 00:02:39,2024-04-21 00:00:39,On Time,-0.0333333333333333,20.0,16.0,4.0,2024.0,5.0,1.0,23.0,0.0,1.0,2024-04-21,2024-04-21,-0.001388888888888889,0.26666666666666666,0.0,1.0,7.727790618854631,1.0,0.0,0.0,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11000061035156,102.80999755859376,25.0,365,13,70,25.699996948242188,0.2499756595519339,19.27750015258789,25.6999969482422,1,0.7500242674956017,57,4.071428571428571,0,1,0,1,0,1,-1.2746990479567497
72748189,36412,3.0,397.6799926757813,1193.039978027344,397.6799926757813,0,0,1193.039978027344,278.3759948730469,914.6639831542971,82286725.0,2023-06-18 06:33:23,3654.10009765625,wallet,4974.0,2023-06-18 06:47:23,2023-06-18 07:06:23,Significantly Delayed,0.3166666666666666,18.0,24.0,6.0,2023.0,6.0,1.0,6.0,0.0,0.0,2023-06-18,2023-06-18,0.013194444444444444,0.55,0.0,1.0,8.203878758308534,1.0,0.0,0.0,Dish Soap,Household Care,Muni-Shankar,397.6799926757813,530.239990234375,25.0,365,27,92,132.55999755859375,0.25,99.41999816894533,132.5599975585937,1,0.7499999858554618,65,2.3214285714285716,0,1,0,1,0,0,-0.3863576011854823
77053363,883013,3.0,989.8800048828124,2969.640014648437,989.8800048828124,0,1,2969.640014648437,692.9160034179687,2276.7240112304685,74172010.0,2023-05-04 19:19:43,4566.2099609375,upi,2000.0,2023-05-04 19:38:43,2023-05-04 19:38:43,On Time,0.0,4.0,18.0,5.0,2023.0,3.0,0.0,19.0,1.0,1.0,2023-05-04,2023-05-04,0.0,0.31666666666666665,0.0,1.0,8.426657785620149,1.0,0.0,0.0,Eggs,Dairy & Breakfast,Chahal Group,989.8800048828124,1237.3499755859375,20.0,7,13,98,247.469970703125,0.1999999802690726,197.9760009765625,247.4699707031251,1,0.8000000132654969,85,6.071428571428571,0,1,0,0,1,0,0.7060887823081057
79029185,820973,3.0,114.5199966430664,343.5599899291992,114.5199966430664,0,0,343.5599899291992,80.16399765014648,263.39599227905273,39645619.0,2024-06-06 13:46:34,1039.3199462890625,cash,5208.0,2024-06-06 14:05:34,2024-06-06 14:20:34,Slightly Delayed,0.25,6.0,23.0,6.0,2024.0,3.0,0.0,13.0,0.0,0.0,2024-06-06,2024-06-06,0.010416666666666666,0.5666666666666667,0.0,0.0,6.947283585486293,1.0,0.0,0.0,Baby Wipes,Baby Care,Lall LLC,114.5199966430664,163.60000610351562,30.0,365,29,56,49.08000946044922,0.3000000466344391,34.35599899291992,49.08000946044922,1,0.6999999105782818,27,0.9,0,0,1,1,0,1,-1.1075610649077876
