order_id,product_id,quantity,unit_price
389558867,555121,3,354.9100036621094
390257855,937542,1,97.04000091552734
392038758,863930,3,242.57000732421875
394578210,349294,3,934.75
394951937,63769,1,878.0700073242188
397818832,692985,3,197.38999938964844
397928918,991434,2,237.6199951171875
399559401,658389,2,152.5500030517578
403352765,537274,1,702.7100219726562
408720270,721521,3,417.3900146484375
409570377,712307,1,264.8900146484375
411113020,217710,1,58.59000015258789
414299117,470449,3,827.77001953125
422403644,317242,1,198.14999389648438
423648434,863930,2,242.57000732421875
424087401,51036,1,931.6099853515625
427702490,120385,1,597.9099731445312
436184281,15314,3,578.8499755859375
436603801,557908,2,942.3699951171875
438111050,171602,1,883.4400024414062
439562091,753354,3,423.55999755859375
440721658,89084,2,598.8300170898438
442408751,661577,1,720.9500122070312
443178123,587645,1,801.8099975585938
445929405,798639,1,211.25
447464341,378230,2,166.4199981689453
448732557,689769,1,46.619998931884766
455878765,194682,3,912.2899780273438
456278500,525531,1,831.0999755859375
460625201,131748,1,81.3499984741211
461485679,723678,1,675.4600219726562
462189338,839170,1,481.6300048828125
466184886,451812,3,530.8499755859375
470624828,679321,2,738.4600219726562
475294138,63769,2,878.0700073242188
477350788,762527,2,690.0800170898438
479528548,564692,3,215.64999389648438
482214790,51036,3,931.6099853515625
482670263,621677,2,317.79998779296875
484869710,15314,2,578.8499755859375
485687952,992178,3,632.4299926757812
486085268,354409,3,325.0799865722656
486724008,901144,1,340.3599853515625
487327038,673058,3,765.760009765625
487395969,561860,1,874.780029296875
488314125,839170,2,481.6300048828125
489762747,349294,2,934.75
491116137,237083,2,577.1300048828125
493514666,542300,2,255.35000610351562
495091707,378287,1,332.8399963378906
502632296,525531,2,831.0999755859375
502764834,112390,2,877.97998046875
504060154,839170,2,481.6300048828125
506804807,470449,3,827.77001953125
507373134,847349,2,781.0800170898438
509041342,679321,1,738.4600219726562
511736499,4452,1,169.8800048828125
515408216,51036,1,931.6099853515625
519985157,91670,1,439.239990234375
520221662,57405,1,607.6699829101562
523916986,799459,2,852.02001953125
525741957,784673,2,491.3900146484375
525864604,6405,3,236.50999450683594
528309380,118820,2,12.319999694824219
530588807,954722,1,616.4500122070312
530870056,764014,1,612.0399780273438
532660797,962054,2,16.860000610351562
538997323,615545,2,448.1600036621094
543400704,767398,3,22.139999389648438
544018743,611575,1,482.05999755859375
544919267,540618,2,317.04998779296875
549484032,903336,2,551.8800048828125
551343632,272170,3,140.8000030517578
552470423,762527,1,690.0800170898438
554028972,734789,2,395.82000732421875
556665455,876139,3,415.75
558163882,585299,2,799.4600219726562
559245731,461804,1,310.69000244140625
561884159,903336,2,551.8800048828125
562428866,432617,3,863.1799926757812
576022547,243235,2,109.02999877929688
576571858,114414,3,832.0599975585938
577458306,863930,1,242.57000732421875
577600718,120385,1,597.9099731445312
578811216,563740,1,96.33000183105469
580528836,11422,3,127.16000366210938
580582858,274207,1,328.510009765625
581178324,578097,2,267.6099853515625
581212790,219598,2,367.0799865722656
582598096,689769,2,46.619998931884766
587498345,970529,2,827.4400024414062
592358946,378676,3,881.4199829101562
597447215,848226,1,209.58999633789062
598539940,876139,1,415.75
599772156,34200,2,319.79998779296875
599975885,473647,3,43.04999923706055
604050223,818990,1,163.5500030517578
605105099,542300,1,255.35000610351562
605779703,888807,1,230.5800018310547
606518084,60619,1,726.4099731445312
607125614,661577,3,720.9500122070312
608179182,298985,3,183.75999450683594
609162117,287070,2,443.1700134277344
609838437,382511,3,702.5399780273438
613578154,287070,3,443.1700134277344
614274161,604184,3,397.54998779296875
614435661,578097,2,267.6099853515625
615391848,284460,1,505.95001220703125
618929241,542300,1,255.35000610351562
619198317,194682,1,912.2899780273438
621213006,739448,3,755.6599731445312
622705569,337168,2,545.489990234375
624070426,951463,1,787.4000244140625
626433439,913428,1,392.2200012207031
633633688,490939,2,80.25
637100019,677169,1,261.0299987792969
637944734,4452,3,169.8800048828125
640960551,52729,1,316.0199890136719
643302284,726958,3,887.47998046875
645282074,697683,2,123.73999786376953
645916247,812607,1,416.6499938964844
646676955,77308,2,223.27000427246094
647012431,18035,2,968.9400024414062
649220272,883013,2,989.8800048828125
652616858,589812,3,163.02999877929688
653610300,684939,1,727.9500122070312
655792395,798639,1,211.25
662460037,82484,2,914.8800048828125
664198080,615545,1,448.1600036621094
665402174,894539,2,445.4800109863281
670358911,124290,2,39.650001525878906
671459763,133542,3,68.48999786376953
673592541,952168,2,236.9499969482422
676278878,120532,2,697.530029296875
676412814,818990,1,163.5500030517578
679196318,799952,3,922.6400146484375
679274212,721521,2,417.3900146484375
679546532,136533,2,826.2100219726562
680476823,183929,3,738.739990234375
683969424,540618,3,317.04998779296875
685688121,337168,3,545.489990234375
687711388,542300,3,255.35000610351562
689110145,378676,3,881.4199829101562
689310626,952124,2,127.08000183105469
690097648,291238,2,746.030029296875
690652905,451812,2,530.8499755859375
691827543,621677,1,317.79998779296875
692127479,739534,2,994.5599975585938
693932743,300159,2,44.349998474121094
697061213,398340,2,651.9299926757812
698439139,677169,1,261.0299987792969
701250513,243235,2,109.02999877929688
701856661,681063,2,321.2799987792969
705203916,89084,1,598.8300170898438
707033578,820973,1,114.5199966430664
707035635,677542,1,212.61000061035156
708351411,659290,2,319.3399963378906
711316410,305754,3,979.989990234375
713290065,799459,3,852.02001953125
716741661,799688,2,309.6199951171875
720578658,382511,2,702.5399780273438
721004875,677542,2,212.61000061035156
728523620,687218,3,317.82000732421875
730299055,679321,1,738.4600219726562
730839483,123983,1,785.6699829101562
731371161,927651,1,426.7200012207031
734095510,313754,1,136.60000610351562
734744305,77308,3,223.27000427246094
735608722,784673,3,491.3900146484375
736115661,473929,1,440.19000244140625
738093341,257719,2,281.7300109863281
739434870,367391,3,939.5499877929688
740245864,901144,2,340.3599853515625
742238239,153019,1,947.9500122070312
744721438,604184,2,397.54998779296875
747347782,15314,3,578.8499755859375
748376248,194682,3,912.2899780273438
752185231,659290,1,319.3399963378906
755143077,818522,2,96.08999633789062
755745232,871592,3,870.2899780273438
756168939,4452,1,169.8800048828125
757816226,14145,3,630.8400268554688
760930025,969851,1,340.6600036621094
766789724,709916,1,33.7599983215332
768283559,771228,3,83.18000030517578
769731596,837480,1,217.39999389648438
772505056,313754,2,136.60000610351562
773335066,833557,1,422.8699951171875
775709102,818990,2,163.5500030517578
776120140,131937,2,287.80999755859375
776389097,243235,1,109.02999877929688
776562418,566052,1,87.30000305175781
781509952,131748,2,81.3499984741211
782327552,52729,2,316.0199890136719
782338627,349294,1,934.75
784435014,478531,1,825.4600219726562
785895477,771228,2,83.18000030517578
798088726,949818,2,483.04998779296875
804414742,707935,3,820.9000244140625
804881381,382511,2,702.5399780273438
805682701,57405,3,607.6699829101562
806680874,739534,2,994.5599975585938
807167715,14145,1,630.8400268554688
807183459,684939,3,727.9500122070312
807934194,256783,1,906.5399780273438
809894905,537274,2,702.7100219726562
812386333,567671,2,418.4800109863281
813387880,897083,1,972.6900024414062
814182718,930284,3,189.47000122070312
814260962,15314,1,578.8499755859375
819143326,891833,2,493.19000244140625
819853692,709916,3,33.7599983215332
822235931,611575,3,482.05999755859375
824869105,376447,2,724.8400268554688
826610039,589812,3,163.02999877929688
828017545,264803,3,995.97998046875
833581472,455083,3,959.010009765625
833930925,18035,3,968.9400024414062
836457367,937542,2,97.04000091552734
838401679,832348,3,831.4299926757812
840761323,883013,3,989.8800048828125
841915361,26060,2,342.94000244140625
842020543,927651,1,426.7200012207031
844328418,799459,3,852.02001953125
846586265,585299,1,799.4600219726562
848332407,555121,2,354.9100036621094
851062565,901144,2,340.3599853515625
852676412,679284,1,877.8900146484375
852886125,679284,3,877.8900146484375
854218304,863930,2,242.57000732421875
856799416,611575,2,482.05999755859375
864290652,473647,3,43.04999923706055
866693541,803607,2,949.72998046875
867630114,123983,2,785.6699829101562
868288823,962591,3,130.00999450683594
869629562,237083,2,577.1300048828125
869910650,451933,1,568.9400024414062
871734663,4452,1,169.8800048828125
875427533,669378,3,212.13999938964844
877883470,4452,2,169.8800048828125
881367843,34200,2,319.79998779296875
881900445,328457,3,858.5700073242188
882082341,470449,3,827.77001953125
882083749,398340,1,651.9299926757812
883309006,131748,1,81.3499984741211
883548284,689769,3,46.619998931884766
884327245,679321,2,738.4600219726562
888510905,256051,2,400.9200134277344
888938572,240179,2,90.55999755859375
890800429,376447,1,724.8400268554688
891333736,552496,1,508.0
891583492,492958,2,84.19999694824219
896786012,747801,3,277.760009765625
896919031,378230,3,166.4199981689453
898210033,490939,3,80.25
902157975,440875,1,275.0299987792969
902245665,298985,3,183.75999450683594
909027635,444361,3,822.6300048828125
909033820,433521,3,321.3299865722656
913309291,313754,3,136.60000610351562
913489768,451933,3,568.9400024414062
913881994,993331,2,102.44000244140625
914992221,194682,3,912.2899780273438
915473142,891833,1,493.19000244140625
918328199,970529,2,827.4400024414062
919307194,140154,2,171.1999969482422
923659418,217710,1,58.59000015258789
923668833,771228,3,83.18000030517578
924888012,39154,2,946.8599853515625
931138604,378676,2,881.4199829101562
931834374,41853,3,910.4400024414062
932273820,513199,3,422.2300109863281
932482893,481843,1,297.67999267578125
934908369,324809,2,608.0
935645101,677169,1,261.0299987792969
936021770,107548,3,891.5999755859375
936587253,462526,2,449.9700012207031
939966106,354409,3,325.0799865722656
942025494,888807,3,230.5800018310547
943278538,812607,2,416.6499938964844
948345459,993331,1,102.44000244140625
951657166,679321,3,738.4600219726562
955844536,784673,3,491.3900146484375
957188879,561860,1,874.780029296875
960728650,187399,3,53.4900016784668
961526405,516376,1,877.4299926757812
961607638,954722,2,616.4500122070312
962319394,876139,1,415.75
962864152,455083,3,959.010009765625
963715332,771228,1,83.18000030517578
964698323,257719,3,281.7300109863281
964822979,455755,2,44.09000015258789
966294309,654297,3,13.25
966468552,949818,2,483.04998779296875
969621016,540618,3,317.04998779296875
969705468,256051,3,400.9200134277344
970377475,734789,2,395.82000732421875
971081962,673058,3,765.760009765625
976104194,557908,3,942.3699951171875
977290328,942001,2,671.5499877929688
979766779,784673,3,491.3900146484375
981939883,461804,1,310.69000244140625
985347383,440875,2,275.0299987792969
989452284,51036,2,931.6099853515625
989844439,298985,3,183.75999450683594
992302540,993331,2,102.44000244140625
992764262,324809,3,608.0
992848455,435929,2,856.8900146484375
992895707,324809,1,608.0
994840771,112390,2,877.97998046875
996939836,993331,2,102.44000244140625
997535715,606256,1,369.2799987792969
997698125,876139,1,415.75
1001453982,557908,3,942.3699951171875
1001900652,217710,2,58.59000015258789
1002438039,709916,3,33.7599983215332
1002526452,444361,2,822.6300048828125
1008158736,721521,1,417.3900146484375
1013630716,9436,2,88.43000030517578
1013762407,552496,1,508.0
1014190951,913428,2,392.2200012207031
1015708455,444361,3,822.6300048828125
1016410657,798639,2,211.25
1018255782,264803,2,995.97998046875
1020534590,953175,3,225.2100067138672
1022032613,903336,1,551.8800048828125
1022764286,942001,1,671.5499877929688
1023260165,470449,1,827.77001953125
1023485121,94225,3,77.11000061035156
1039229544,243235,3,109.02999877929688
1041536174,89084,1,598.8300170898438
1045621584,669378,3,212.13999938964844
1048784963,451933,2,568.9400024414062
1049800958,131937,3,287.80999755859375
1049830215,349294,2,934.75
1054122071,473929,1,440.19000244140625
1054974834,432617,2,863.1799926757812
1058609445,120532,2,697.530029296875
1058749075,677169,1,261.0299987792969
1069724600,890623,3,354.5199890136719
1070259187,949818,1,483.04998779296875
1070876534,712307,2,264.8900146484375
1073466441,681063,3,321.2799987792969
1080338783,433521,2,321.3299865722656
1083928258,264803,1,995.97998046875
1085912198,697683,1,123.73999786376953
1086881691,621677,3,317.79998779296875
1091207520,771228,3,83.18000030517578
1092990139,820973,2,114.5199966430664
1105231941,585299,1,799.4600219726562
1108215973,851978,3,715.719970703125
1111747100,677169,1,261.0299987792969
1112110363,566052,1,87.30000305175781
1113582397,757274,2,98.31999969482422
1113665104,82484,3,914.8800048828125
1117730990,820973,1,114.5199966430664
1118405605,287070,3,443.1700134277344
1124359689,799952,1,922.6400146484375
1126011099,714999,2,882.510009765625
1127125313,140154,2,171.1999969482422
1129130498,378676,1,881.4199829101562
1129887168,77308,1,223.27000427246094
1131338162,451933,2,568.9400024414062
1134990529,704868,2,193.4600067138672
1136528533,382511,2,702.5399780273438
1141173434,53833,1,134.69000244140625
1142004448,567671,1,418.4800109863281
1142626566,337168,2,545.489990234375
1143489067,4452,2,169.8800048828125
1143763031,961614,3,227.22000122070312
1148265823,542300,3,255.35000610351562
1149293318,925482,3,475.0400085449219
1149676745,94225,3,77.11000061035156
1150143976,652118,2,22.040000915527344
1152165724,687218,3,317.82000732421875
1158173915,451812,2,530.8499755859375
1160646195,876139,1,415.75
1163454835,373536,2,494.1700134277344
1163798451,954722,2,616.4500122070312
1172544737,602241,2,976.5499877929688
1174382816,284460,2,505.95001220703125
1174856327,654623,2,422.1400146484375
1180899898,274207,1,328.510009765625
1182120536,9436,1,88.43000030517578
1183906926,706112,2,478.7900085449219
1191016829,435929,3,856.8900146484375
1191540022,243235,2,109.02999877929688
1191565627,820973,3,114.5199966430664
1193525681,186168,1,878.7999877929688
1194228460,140489,3,650.2000122070312
1195560119,606256,1,369.2799987792969
1197715978,945635,3,778.9000244140625
1199945706,970529,1,827.4400024414062
1204084245,690565,2,951.27001953125
1205823348,707935,2,820.9000244140625
1206887762,366066,2,918.5800170898438
1209202931,219598,2,367.0799865722656
1212718824,324809,2,608.0
1214757247,53833,3,134.69000244140625
1215008706,349294,1,934.75
1221099013,131937,1,287.80999755859375
1222236371,491314,3,973.4400024414062
1223255075,820541,1,576.219970703125
1225289500,378230,2,166.4199981689453
1227108607,525531,1,831.0999755859375
1229660813,642612,2,517.030029296875
1229828587,432617,2,863.1799926757812
1230061693,739534,2,994.5599975585938
1234169434,378230,1,166.4199981689453
1234692850,354409,3,325.0799865722656
1235280275,491521,2,556.3499755859375
1236959246,440875,1,275.0299987792969
1239385001,897083,3,972.6900024414062
1239928207,961614,2,227.22000122070312
1240745644,942001,2,671.5499877929688
1241631129,820973,1,114.5199966430664
1245307588,669378,2,212.13999938964844
1247978468,712003,1,671.6799926757812
1249797614,327290,1,862.280029296875
1251118825,953175,3,225.2100067138672
1252810532,186168,1,878.7999877929688
1254195766,690565,2,951.27001953125
1254907139,183929,1,738.739990234375
1255323701,847349,1,781.0800170898438
1255941187,478531,3,825.4600219726562
1256718210,542300,2,255.35000610351562
1256813796,589812,3,163.02999877929688
1257568604,839170,1,481.6300048828125
1258689954,623234,3,329.7900085449219
1263714922,256051,2,400.9200134277344
1265254177,435929,1,856.8900146484375
1266440097,949818,2,483.04998779296875
1270503169,6405,2,236.50999450683594
1270524770,679321,1,738.4600219726562
1271431612,679321,1,738.4600219726562
1275232752,747801,1,277.760009765625
1275637731,137909,1,864.2999877929688
1276192882,853932,1,941.1900024414062
1279200190,291238,1,746.030029296875
1282422181,478531,1,825.4600219726562
1286123100,647462,1,326.4200134277344
1286821727,771228,3,83.18000030517578
1287686307,563740,1,96.33000183105469
1288695184,264803,2,995.97998046875
1292986566,615545,2,448.1600036621094
1295119665,378676,2,881.4199829101562
1295268290,952124,1,127.08000183105469
1296772969,124290,3,39.650001525878906
1297253359,63769,1,878.0700073242188
1297341963,564692,1,215.64999389648438
1309618968,487931,3,709.0800170898438
1312767771,704868,2,193.4600067138672
1315064289,883013,2,989.8800048828125
1317016672,818522,3,96.08999633789062
1320638425,490602,2,549.469970703125
1324817141,739448,1,755.6599731445312
1328085383,131937,2,287.80999755859375
1328248068,602241,1,976.5499877929688
1330806043,760684,3,71.5999984741211
1334996274,771228,3,83.18000030517578
1337510774,848226,1,209.58999633789062
1343610513,925482,2,475.0400085449219
1346090496,659290,3,319.3399963378906
1348544692,587420,3,357.4200134277344
1353492780,274207,3,328.510009765625
1354097448,15314,2,578.8499755859375
1355164713,131937,3,287.80999755859375
1357352531,799952,2,922.6400146484375
1359318731,120532,1,697.530029296875
1368450162,525531,3,831.0999755859375
1370661468,187399,3,53.4900016784668
1375867721,500633,3,154.5
1377599881,492958,2,84.19999694824219
1378809665,771228,3,83.18000030517578
1380326453,14145,2,630.8400268554688
1380510406,602241,1,976.5499877929688
1380971977,602241,3,976.5499877929688
1382880255,820541,2,576.219970703125
1387025817,490939,2,80.25
1388300707,848226,2,209.58999633789062
1389077693,319388,3,657.7999877929688
1390229631,654623,1,422.1400146484375
1391881327,123983,3,785.6699829101562
1393100618,723678,3,675.4600219726562
1396605672,451812,2,530.8499755859375
1397810713,89084,2,598.8300170898438
1398230967,951463,3,787.4000244140625
1401372388,679321,3,738.4600219726562
1402723627,60619,3,726.4099731445312
1402916311,516376,2,877.4299926757812
1407304162,969851,3,340.6600036621094
1409544327,677542,3,212.61000061035156
1409944718,153019,3,947.9500122070312
1416102774,56589,2,517.77001953125
1423646541,799952,1,922.6400146484375
1427911940,451933,3,568.9400024414062
1429047127,847349,3,781.0800170898438
1433129858,647462,1,326.4200134277344
1435353007,336847,1,936.97998046875
1435406360,723678,3,675.4600219726562
1437159967,803607,3,949.72998046875
1440606577,992178,1,632.4299926757812
1441735184,365132,3,229.3800048828125
1442559656,240179,2,90.55999755859375
1443292147,131136,3,37.79999923706055
1444371693,455083,3,959.010009765625
1446221570,952168,2,236.9499969482422
1454073903,34186,3,925.6500244140625
1456550348,566052,1,87.30000305175781
1456792223,33797,2,888.1199951171875
1458051433,57405,3,607.6699829101562
1461081366,33955,1,186.0800018310547
1461604569,812607,1,416.6499938964844
1463293930,689769,1,46.619998931884766
1464518253,540618,1,317.04998779296875
1464736195,425341,1,486.2799987792969
1468095888,455083,1,959.010009765625
1469556300,951463,3,787.4000244140625
1471186096,455083,2,959.010009765625
1471897083,228286,2,179.0800018310547
1478022303,600767,2,722.4199829101562
1479730711,123983,3,785.6699829101562
1483786406,555121,2,354.9100036621094
1485229334,667163,1,441.20001220703125
1485682761,70969,3,631.7000122070312
1486548042,222892,3,869.219970703125
1486655525,34186,1,925.6500244140625
1488430001,807452,3,144.19000244140625
1488561572,585299,1,799.4600219726562
1491360686,621677,2,317.79998779296875
1491991005,33955,1,186.0800018310547
1492403962,4452,1,169.8800048828125
1495465938,913428,2,392.2200012207031
1495517558,914071,2,296.94000244140625
1495975802,747801,2,277.760009765625
1497256618,853932,1,941.1900024414062
1498157233,673058,2,765.760009765625
1506082041,880510,1,951.4299926757812
1506599381,491521,2,556.3499755859375
1508576390,602241,2,976.5499877929688
1509646137,481843,3,297.67999267578125
1515943657,760684,3,71.5999984741211
1519072771,925482,2,475.0400085449219
1523343168,298985,3,183.75999450683594
1523729855,647462,2,326.4200134277344
1524480475,930284,1,189.47000122070312
1525700767,890232,2,432.0
1525742840,324809,3,608.0
1529363954,853932,3,941.1900024414062
1530424665,760684,1,71.5999984741211
1530472691,611575,1,482.05999755859375
1532065529,762527,1,690.0800170898438
1533583386,240179,1,90.55999755859375
1534993603,537274,1,702.7100219726562
1535818185,803607,1,949.72998046875
1536516619,313754,3,136.60000610351562
1541676341,833557,2,422.8699951171875
1542448934,118820,3,12.319999694824219
1543944105,818990,3,163.5500030517578
1545044936,329351,1,310.8699951171875
1549769649,378676,1,881.4199829101562
1553626879,602241,3,976.5499877929688
1553685597,647462,3,326.4200134277344
1556153632,739448,3,755.6599731445312
1557893814,70969,1,631.7000122070312
1561779937,367391,1,939.5499877929688
1561902412,679321,1,738.4600219726562
1564040362,217710,1,58.59000015258789
1564649286,425341,3,486.2799987792969
1565942558,272170,2,140.8000030517578
1571085226,991434,3,237.6199951171875
1575626085,863930,1,242.57000732421875
1577085460,723678,3,675.4600219726562
1577703194,647462,1,326.4200134277344
1578150657,382511,2,702.5399780273438
1580021952,327290,3,862.280029296875
1584863963,455755,3,44.09000015258789
1588828749,53833,3,134.69000244140625
1589326447,647462,3,326.4200134277344
1590988730,764014,3,612.0399780273438
1592757566,124290,2,39.650001525878906
1593291198,52729,2,316.0199890136719
1595123446,137909,2,864.2999877929688
1598213217,51036,3,931.6099853515625
1602291242,131937,3,287.80999755859375
1602396548,365132,2,229.3800048828125
1605287230,871592,2,870.2899780273438
1606381345,784673,1,491.3900146484375
1608084881,652118,1,22.040000915527344
1609331948,490602,3,549.469970703125
1611921781,123983,3,785.6699829101562
1617565217,726958,1,887.47998046875
1617927874,365132,1,229.3800048828125
1621109077,557908,1,942.3699951171875
1624690598,799688,3,309.6199951171875
1633238374,487065,1,374.67999267578125
1635083835,681063,2,321.2799987792969
1642059453,70969,1,631.7000122070312
1643011737,677542,3,212.61000061035156
1643234106,557908,3,942.3699951171875
1643246998,677169,3,261.0299987792969
1645212433,473929,2,440.19000244140625
1645477578,473929,3,440.19000244140625
1646665366,654297,3,13.25
1648146562,398340,1,651.9299926757812
1659181364,94225,2,77.11000061035156
1661854320,382511,2,702.5399780273438
1665004352,883013,2,989.8800048828125
1666202264,337168,2,545.489990234375
1668737869,183929,1,738.739990234375
1668797251,133542,2,68.48999786376953
1669690997,925482,3,475.0400085449219
1670694517,704868,3,193.4600067138672
1673794089,378287,3,332.8399963378906
1674463798,67197,1,552.2000122070312
1675849477,679321,2,738.4600219726562
1677502866,969851,1,340.6600036621094
1678557345,329351,1,310.8699951171875
1680591951,131748,1,81.3499984741211
1683118802,992178,3,632.4299926757812
1685382357,329351,2,310.8699951171875
1686508921,659290,3,319.3399963378906
1687314172,378287,2,332.8399963378906
1689937124,903336,3,551.8800048828125
1690800946,589812,1,163.02999877929688
1690831615,566052,2,87.30000305175781
1691260635,707935,1,820.9000244140625
1694826296,709916,1,33.7599983215332
1695982633,481843,2,297.67999267578125
1696936610,490939,1,80.25
1706198744,444361,2,822.6300048828125
1706445141,146840,1,786.8499755859375
