order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
63363146,16410155,2023-07-12 01:33:45,2023-07-12 01:50:45,2023-07-12 02:05:45,Slightly Delayed,4207.7099609375,Cash,89996,3833
65827885,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,1132.97998046875,Cash,1108,3817
69932727,83236183,2024-08-28 16:10:09,2024-08-28 16:25:09,2024-08-28 16:20:09,On Time,2192.280029296875,Wallet,15976,6580
71793937,13189939,2024-04-20 23:44:39,2024-04-21 00:02:39,2024-04-21 00:00:39,On Time,2269.580078125,Cash,63892,9947
72748189,82286725,2023-06-18 06:33:23,2023-06-18 06:47:23,2023-06-18 07:06:23,Significantly Delayed,3654.10009765625,Wallet,69743,4974
77053363,74172010,2023-05-04 19:19:43,2023-05-04 19:38:43,2023-05-04 19:38:43,On Time,4566.2099609375,UPI,3429,2000
79029185,39645619,2024-06-06 13:46:34,2024-06-06 14:05:34,2024-06-06 14:20:34,Slightly Delayed,1039.3199462890625,Cash,72146,5208
80296810,21677923,2024-06-05 03:37:45,2024-06-05 03:52:45,2024-06-05 03:51:45,On Time,4283.330078125,Cash,15362,2319
87784691,92583164,2024-09-29 00:51:06,2024-09-29 01:10:06,2024-09-29 01:13:06,On Time,534.5499877929688,Wallet,88685,3159
89194627,37947202,2024-03-06 18:11:09,2024-03-06 18:27:09,2024-03-06 18:24:09,On Time,2925.550048828125,UPI,37946,9507
99708985,91130614,2023-11-19 04:29:38,2023-11-19 04:46:38,2023-11-19 04:55:38,Slightly Delayed,2255.0,Card,8566,6116
99905061,47590944,2023-11-16 20:08:23,2023-11-16 20:26:23,2023-11-16 20:34:23,Slightly Delayed,2948.85009765625,Card,1750,442
101613683,43377076,2023-06-29 20:45:29,2023-06-29 21:03:29,2023-06-29 20:58:29,On Time,1314.0899658203125,Card,59292,3603
101816977,26903313,2024-02-20 06:23:43,2024-02-20 06:37:43,2024-02-20 06:41:43,On Time,3486.10009765625,Wallet,74586,949
102639985,40392019,2023-08-27 06:58:21,2023-08-27 07:12:21,2023-08-27 07:15:21,On Time,3686.280029296875,Wallet,25125,4639
103589925,65406127,2024-05-17 23:30:05,2024-05-17 23:42:05,2024-05-17 23:52:05,Slightly Delayed,3805.989990234375,UPI,83678,8251
105578518,38615653,2024-03-03 01:59:51,2024-03-03 02:13:51,2024-03-03 02:27:51,Slightly Delayed,1034.1600341796875,Cash,97558,3362
110303417,57566548,2024-05-24 01:48:07,2024-05-24 02:08:07,2024-05-24 02:08:07,On Time,2258.2900390625,Wallet,66500,7725
111296281,28413467,2024-05-28 15:17:09,2024-05-28 15:30:09,2024-05-28 15:28:09,On Time,4414.18994140625,UPI,6245,348
112658009,35144658,2023-07-11 17:41:34,2023-07-11 17:55:34,2023-07-11 17:52:34,On Time,3834.360107421875,Cash,32553,8111
114306835,13251137,2024-02-06 20:32:16,2024-02-06 20:47:16,2024-02-06 20:52:16,On Time,2885.110107421875,Wallet,60947,3692
114851727,46875863,2024-10-04 03:16:47,2024-10-04 03:26:47,2024-10-04 03:25:47,On Time,1944.2900390625,Wallet,8766,1875
120178110,65294340,2024-01-21 01:20:21,2024-01-21 01:37:21,2024-01-21 01:47:21,Slightly Delayed,1508.300048828125,Wallet,73380,6099
120996684,92455970,2023-10-02 11:21:59,2023-10-02 11:35:59,2023-10-02 11:45:59,Slightly Delayed,3139.6201171875,Card,86475,5536
121874867,94529626,2023-03-28 00:53:55,2023-03-28 01:10:55,2023-03-28 01:05:55,On Time,2596.919921875,UPI,69733,7775
125551624,14693393,2024-08-12 21:32:30,2024-08-12 21:44:30,2024-08-12 21:44:30,On Time,4082.469970703125,Card,16319,5715
127277515,35455991,2023-09-30 08:18:09,2023-09-30 08:37:09,2023-09-30 08:41:09,On Time,2838.47998046875,Card,87204,3277
131913576,48228547,2023-10-17 03:00:39,2023-10-17 03:10:39,2023-10-17 03:12:39,On Time,2136.820068359375,Wallet,27197,3581
135053432,10796846,2023-04-24 13:30:15,2023-04-24 13:50:15,2023-04-24 13:52:15,On Time,3330.43994140625,Wallet,29782,5488
137089318,6637282,2024-05-23 15:38:38,2024-05-23 15:53:38,2024-05-23 15:48:38,On Time,2254.260009765625,Wallet,32581,4547
139417019,75566105,2023-07-09 20:06:51,2023-07-09 20:18:51,2023-07-09 20:23:51,On Time,561.5900268554688,UPI,22566,6806
140980199,27504517,2024-03-05 14:09:06,2024-03-05 14:27:06,2024-03-05 14:36:06,Slightly Delayed,769.7000122070312,UPI,72398,4915
143399998,46686696,2024-10-17 13:55:44,2024-10-17 14:13:44,2024-10-17 14:24:44,Slightly Delayed,481.6300048828125,UPI,24612,833
145057465,54923640,2024-11-02 08:51:51,2024-11-02 09:09:51,2024-11-02 09:04:51,On Time,1590.1700439453125,Cash,2353,3887
147066568,44149982,2024-07-12 07:44:16,2024-07-12 07:58:16,2024-07-12 07:55:16,On Time,1180.6300048828125,Cash,86173,9742
148408710,60565603,2024-01-01 01:57:47,2024-01-01 02:13:47,2024-01-01 02:17:47,On Time,423.55999755859375,Wallet,15102,6403
155295996,24517523,2024-06-29 02:58:57,2024-06-29 03:16:57,2024-06-29 03:20:57,On Time,4190.02001953125,Cash,5364,5219
155568486,36517334,2023-12-26 04:56:10,2023-12-26 05:07:10,2023-12-26 05:09:10,On Time,936.97998046875,UPI,59769,3309
155669553,88779806,2023-04-06 14:25:38,2023-04-06 14:38:38,2023-04-06 14:36:38,On Time,2239.85009765625,UPI,73940,3785
156346853,57331847,2023-03-30 09:00:22,2023-03-30 09:13:22,2023-03-30 09:28:22,Slightly Delayed,1506.3800048828125,Card,16610,5266
159394992,35358395,2024-08-06 06:44:30,2024-08-06 06:59:30,2024-08-06 07:00:30,On Time,611.7100219726562,Card,28600,9812
163895717,61982521,2023-11-02 04:41:21,2023-11-02 05:01:21,2023-11-02 04:58:21,On Time,2751.590087890625,UPI,45284,5871
168067196,11071601,2024-07-16 13:16:12,2024-07-16 13:30:12,2024-07-16 13:35:12,On Time,1398.0,Cash,42592,6357
168180571,89910157,2023-03-16 14:50:01,2023-03-16 15:06:01,2023-03-16 15:16:01,Slightly Delayed,563.4500122070312,Cash,41985,6130
168804744,25128143,2023-10-28 07:21:34,2023-10-28 07:34:34,2023-10-28 07:34:34,On Time,3450.590087890625,Card,16671,4909
169590729,10019218,2024-05-23 05:12:37,2024-05-23 05:28:37,2024-05-23 05:24:37,On Time,2086.360107421875,Cash,45869,2744
169867835,59545278,2023-08-16 22:27:20,2023-08-16 22:39:20,2023-08-16 22:37:20,On Time,632.4299926757812,Wallet,73090,5315
172987148,71607166,2024-11-03 16:39:53,2024-11-03 16:56:53,2024-11-03 17:21:53,Significantly Delayed,2924.7099609375,Cash,66833,4430
173709007,43034188,2023-10-09 03:17:24,2023-10-09 03:27:24,2023-10-09 03:48:24,Significantly Delayed,2685.030029296875,UPI,80576,3627
174306009,87457446,2024-08-09 00:24:44,2024-08-09 00:35:44,2024-08-09 01:02:44,Significantly Delayed,2424.070068359375,UPI,35598,626
176509722,65221572,2023-10-16 22:34:31,2023-10-16 22:46:31,2023-10-16 22:44:31,On Time,2319.64990234375,UPI,60612,6275
177850987,51174875,2023-11-07 14:08:48,2023-11-07 14:25:48,2023-11-07 14:22:48,On Time,1934.6700439453125,UPI,61247,6015
178737268,2164524,2023-06-18 19:52:44,2023-06-18 20:05:44,2023-06-18 20:04:44,On Time,726.4099731445312,UPI,66743,5088
183165359,73098723,2023-05-24 06:47:39,2023-05-24 07:03:39,2023-05-24 07:32:39,Significantly Delayed,90.55999755859375,Wallet,57165,6151
184844043,33331259,2023-12-07 05:00:07,2023-12-07 05:13:07,2023-12-07 05:08:07,On Time,2146.320068359375,Card,18845,6656
186083059,67829645,2024-07-01 20:22:07,2024-07-01 20:32:07,2024-07-01 20:36:07,On Time,1855.6400146484375,Wallet,1807,6265
187728451,63262519,2023-11-27 21:06:51,2023-11-27 21:16:51,2023-11-27 21:15:51,On Time,4088.1298828125,Wallet,36559,497
189431942,58115779,2024-01-23 12:27:16,2024-01-23 12:47:16,2024-01-23 12:45:16,On Time,163.02999877929688,UPI,73313,3363
192109127,82854537,2024-09-16 08:29:24,2024-09-16 08:39:24,2024-09-16 08:49:24,Slightly Delayed,3949.02001953125,Card,98838,3033
194459698,88553721,2023-06-15 15:44:24,2023-06-15 15:59:24,2023-06-15 15:58:24,On Time,2203.93994140625,Card,66295,723
196885435,88045094,2023-06-25 02:20:56,2023-06-25 02:40:56,2023-06-25 02:42:56,On Time,96.08999633789062,Wallet,22558,8392
199903168,99627097,2023-04-16 10:59:20,2023-04-16 11:14:20,2023-04-16 11:11:20,On Time,1440.0400390625,UPI,93719,2391
200000051,8632679,2023-10-04 20:08:09,2023-10-04 20:21:09,2023-10-04 20:17:09,On Time,1442.989990234375,UPI,58741,4060
202466684,74840437,2023-08-08 06:00:23,2023-08-08 06:16:23,2023-08-08 06:11:23,On Time,2939.419921875,Wallet,51649,7242
203136866,91320466,2024-06-11 12:26:47,2024-06-11 12:37:47,2024-06-11 12:36:47,On Time,826.2100219726562,Wallet,676,6082
208989475,94713625,2023-03-16 11:38:32,2023-03-16 11:50:32,2023-03-16 11:48:32,On Time,2973.06005859375,Cash,2365,5189
209044447,2058037,2024-10-05 00:02:57,2024-10-05 00:22:57,2024-10-05 00:24:57,On Time,1039.469970703125,Cash,79837,3068
210693801,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.219970703125,UPI,14789,4184
212856641,51994597,2024-11-02 10:51:18,2024-11-02 11:02:18,2024-11-02 10:57:18,On Time,949.72998046875,Cash,86373,5233
213972345,71252391,2024-06-14 23:11:09,2024-06-14 23:26:09,2024-06-14 23:28:09,On Time,3895.7099609375,Card,5515,8230
214919848,47125914,2024-01-06 07:43:13,2024-01-06 08:00:13,2024-01-06 08:05:13,On Time,2503.81005859375,Cash,66328,520
218670241,70220141,2023-06-07 03:22:10,2023-06-07 03:38:10,2023-06-07 03:54:10,Significantly Delayed,497.0899963378906,UPI,92976,5323
218821567,95428692,2024-03-08 20:49:16,2024-03-08 21:08:16,2024-03-08 21:04:16,On Time,1711.1500244140625,Cash,71006,164
222955546,51661209,2023-09-27 18:47:23,2023-09-27 19:02:23,2023-09-27 19:24:23,Significantly Delayed,123.30000305175781,Wallet,69541,6514
225195662,76202036,2024-08-30 19:21:40,2024-08-30 19:41:40,2024-08-30 19:48:40,Slightly Delayed,284.69000244140625,Card,41237,4605
227162938,28111842,2024-04-18 07:07:08,2024-04-18 07:25:08,2024-04-18 07:23:08,On Time,3716.89990234375,Cash,43553,9199
227511348,11775073,2024-08-01 15:43:56,2024-08-01 16:01:56,2024-08-01 16:02:56,On Time,2388.22998046875,Card,90637,4665
231328814,25287111,2024-04-19 04:03:27,2024-04-19 04:16:27,2024-04-19 04:25:27,Slightly Delayed,2506.929931640625,Wallet,47916,7970
233646065,16379942,2023-09-19 22:28:29,2023-09-19 22:43:29,2023-09-19 22:48:29,On Time,578.8499755859375,Wallet,56968,2400
238484255,73869823,2024-04-11 04:03:43,2024-04-11 04:18:43,2024-04-11 04:20:43,On Time,4305.06005859375,Cash,87590,4132
238520071,77320193,2024-02-20 05:25:38,2024-02-20 05:44:38,2024-02-20 05:47:38,On Time,852.02001953125,Cash,91088,1203
239830094,99627097,2023-08-17 09:02:54,2023-08-17 09:17:54,2023-08-17 09:15:54,On Time,416.6499938964844,Cash,64707,451
242240959,64562786,2024-01-26 15:20:01,2024-01-26 15:30:01,2024-01-26 15:34:01,On Time,1406.300048828125,Cash,62828,5298
243077069,46623192,2024-04-25 18:34:34,2024-04-25 18:54:34,2024-04-25 19:04:34,Slightly Delayed,1745.3199462890625,UPI,94987,677
243819964,98225598,2023-12-03 09:22:31,2023-12-03 09:42:31,2023-12-03 09:43:31,On Time,1812.0899658203125,Wallet,42120,2690
246971181,376144,2023-07-30 14:12:21,2023-07-30 14:32:21,2023-07-30 14:34:21,On Time,3266.0,UPI,10315,3131
252964377,89531595,2024-05-31 08:22:32,2024-05-31 08:33:32,2024-05-31 08:28:32,On Time,1197.31005859375,Cash,41128,2438
253430904,16543242,2023-07-08 00:55:44,2023-07-08 01:13:44,2023-07-08 01:09:44,On Time,1392.3199462890625,UPI,65198,5277
259622674,61002154,2023-05-05 00:35:33,2023-05-05 00:47:33,2023-05-05 00:52:33,On Time,3081.3798828125,Card,43788,5780
259772553,2566268,2023-09-27 02:09:15,2023-09-27 02:25:15,2023-09-27 02:23:15,On Time,881.4199829101562,Card,96120,7872
262562615,12059049,2023-04-09 04:43:09,2023-04-09 04:55:09,2023-04-09 04:59:09,On Time,2066.5,Wallet,4045,4716
266072469,49529811,2023-08-02 11:10:40,2023-08-02 11:23:40,2023-08-02 11:36:40,Slightly Delayed,877.1699829101562,Wallet,15434,6764
267738904,63368244,2023-10-24 23:10:36,2023-10-24 23:24:36,2023-10-24 23:38:36,Slightly Delayed,3596.070068359375,Card,73022,8030
271744331,47274329,2023-08-21 04:01:18,2023-08-21 04:12:18,2023-08-21 04:10:18,On Time,97.04000091552734,UPI,30354,525
274320517,18567760,2024-08-23 04:13:36,2024-08-23 04:28:36,2024-08-23 04:23:36,On Time,1654.6600341796875,Wallet,53245,1714
274530126,35278126,2023-04-08 21:52:31,2023-04-08 22:12:31,2023-04-08 22:34:31,Significantly Delayed,1841.6600341796875,Cash,35596,6058
274863669,39140039,2024-04-11 17:37:35,2024-04-11 17:50:35,2024-04-11 17:48:35,On Time,1785.6300048828125,Wallet,28216,1959
277376321,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.47998046875,Wallet,78589,3357
277502363,88203688,2023-12-28 13:54:57,2023-12-28 14:04:57,2023-12-28 14:09:57,On Time,2682.719970703125,Card,18055,9608
277700053,1174162,2023-08-15 19:15:25,2023-08-15 19:26:25,2023-08-15 19:29:25,On Time,190.08999633789062,UPI,29553,3796
278794976,94137242,2023-03-18 11:29:14,2023-03-18 11:46:14,2023-03-18 11:50:14,On Time,3325.8701171875,Cash,56515,109
279851011,12967305,2023-04-11 09:45:14,2023-04-11 09:58:14,2023-04-11 09:57:14,On Time,3495.330078125,Card,73623,6199
281421547,88520326,2023-05-20 20:11:04,2023-05-20 20:22:04,2023-05-20 20:20:04,On Time,4398.85986328125,Cash,20137,3521
282887897,97492493,2023-09-19 23:21:12,2023-09-19 23:36:12,2023-09-19 23:32:12,On Time,3330.239990234375,Wallet,79472,1577
283675535,20238921,2023-03-24 17:02:38,2023-03-24 17:17:38,2023-03-24 17:14:38,On Time,1413.3900146484375,Wallet,3175,8980
291439357,62679120,2023-04-11 02:13:39,2023-04-11 02:30:39,2023-04-11 02:33:39,On Time,2008.6199951171875,UPI,8626,5860
291900074,625395,2024-10-02 17:17:52,2024-10-02 17:27:52,2024-10-02 17:22:52,On Time,2248.6298828125,Card,5023,2983
293770293,45066676,2023-09-20 05:43:04,2023-09-20 05:57:04,2023-09-20 06:02:04,On Time,1019.25,UPI,80022,9076
299059193,26805477,2024-05-04 09:02:25,2024-05-04 09:20:25,2024-05-04 09:23:25,On Time,1520.699951171875,UPI,88355,2427
299859815,2848415,2024-01-16 02:45:51,2024-01-16 03:03:51,2024-01-16 03:13:51,Slightly Delayed,1233.3299560546875,Wallet,62089,9397
304166272,34835738,2023-10-29 01:26:58,2023-10-29 01:37:58,2023-10-29 01:42:58,On Time,3896.330078125,UPI,14802,2812
305684588,46876240,2024-08-25 19:41:28,2024-08-25 19:56:28,2024-08-25 20:12:28,Significantly Delayed,4199.85986328125,UPI,70029,7499
310213322,12077371,2023-09-30 04:27:12,2023-09-30 04:38:12,2023-09-30 04:46:12,Slightly Delayed,3179.909912109375,UPI,13885,4253
313663478,6959437,2024-02-21 16:55:20,2024-02-21 17:14:20,2024-02-21 17:17:20,On Time,1184.4200439453125,Wallet,65113,2287
327291657,67729191,2024-07-15 04:35:45,2024-07-15 04:48:45,2024-07-15 04:44:45,On Time,1560.18994140625,UPI,95819,2807
328909145,36146306,2024-09-26 16:42:13,2024-09-26 16:53:13,2024-09-26 16:57:13,On Time,1851.1800537109375,Wallet,32899,1169
329790912,76925460,2024-08-04 10:24:41,2024-08-04 10:38:41,2024-08-04 10:34:41,On Time,4636.8798828125,Cash,43584,6949
332975964,99824171,2023-09-21 01:37:40,2023-09-21 01:52:40,2023-09-21 02:11:40,Significantly Delayed,2545.550048828125,Cash,69991,9477
335575667,32929817,2023-09-07 06:07:54,2023-09-07 06:23:54,2023-09-07 06:24:54,On Time,3048.860107421875,Card,2018,3663
336103625,28663279,2024-05-16 19:07:33,2024-05-16 19:22:33,2024-05-16 19:23:33,On Time,3997.030029296875,UPI,53527,3365
336832815,10769994,2023-12-09 04:14:59,2023-12-09 04:27:59,2023-12-09 04:38:59,Slightly Delayed,935.8099975585938,UPI,23603,7500
338609144,12574626,2024-10-26 05:45:05,2024-10-26 05:55:05,2024-10-26 05:52:05,On Time,2731.77001953125,Cash,30432,6708
339410846,61618079,2023-05-06 15:36:15,2023-05-06 15:50:15,2023-05-06 15:45:15,On Time,967.739990234375,Card,93237,298
340050407,68941950,2024-10-15 13:14:58,2024-10-15 13:32:58,2024-10-15 13:29:58,On Time,58.59000015258789,Cash,68329,9482
340113260,83039559,2024-02-27 15:25:27,2024-02-27 15:38:27,2024-02-27 15:51:27,Slightly Delayed,869.510009765625,Card,75601,2430
340451825,87691707,2024-09-25 19:16:34,2024-09-25 19:33:34,2024-09-25 19:31:34,On Time,2930.4599609375,Card,47152,5783
341580530,45804389,2024-07-10 07:11:29,2024-07-10 07:21:29,2024-07-10 07:42:29,Significantly Delayed,986.4600219726562,Cash,43564,4398
343050015,72263318,2023-04-21 06:20:18,2023-04-21 06:40:18,2023-04-21 07:01:18,Significantly Delayed,1163.489990234375,Cash,72401,3952
343239069,41439103,2024-02-12 17:28:06,2024-02-12 17:46:06,2024-02-12 17:45:06,On Time,2655.219970703125,UPI,23690,4746
343300311,37095171,2024-08-04 01:20:23,2024-08-04 01:37:23,2024-08-04 01:43:23,Slightly Delayed,2120.739990234375,Wallet,90807,9607
343479370,5043760,2024-05-03 12:35:40,2024-05-03 12:55:40,2024-05-03 12:59:40,On Time,1820.8699951171875,Cash,63936,4894
344177904,44589829,2023-08-18 00:38:42,2023-08-18 00:49:42,2023-08-18 00:58:42,Slightly Delayed,551.8800048828125,Cash,86602,7870
344554037,78847070,2023-11-10 08:19:48,2023-11-10 08:34:48,2023-11-10 08:52:48,Significantly Delayed,3774.139892578125,Card,53784,1578
347093563,31026200,2024-09-23 13:17:00,2024-09-23 13:35:00,2024-09-23 13:53:00,Significantly Delayed,2614.93994140625,Card,27801,1463
348782569,72415263,2023-09-23 08:26:21,2023-09-23 08:45:21,2023-09-23 08:56:21,Slightly Delayed,3781.090087890625,Wallet,88218,2837
349410429,42514124,2024-01-29 01:59:54,2024-01-29 02:15:54,2024-01-29 02:13:54,On Time,255.60000610351562,Wallet,20170,6611
350719542,18642306,2024-10-06 06:59:00,2024-10-06 07:17:00,2024-10-06 07:14:00,On Time,1969.469970703125,Wallet,14338,6884
352037003,47955004,2024-01-28 03:46:56,2024-01-28 04:04:56,2024-01-28 04:00:56,On Time,2839.760009765625,Card,37403,2840
352569720,65660660,2023-06-23 00:25:26,2023-06-23 00:39:26,2023-06-23 00:34:26,On Time,2081.260009765625,Wallet,23236,9416
353571238,60561655,2024-01-01 15:51:24,2024-01-01 16:06:24,2024-01-01 16:10:24,On Time,1897.2099609375,Wallet,49421,7966
354149805,41164215,2024-04-17 21:44:47,2024-04-17 22:03:47,2024-04-17 22:04:47,On Time,1274.6199951171875,Cash,99775,5877
356236208,62068277,2023-08-08 13:12:46,2023-08-08 13:31:46,2023-08-08 13:36:46,On Time,1408.8299560546875,Cash,89331,8913
356495722,91312072,2024-06-02 00:20:24,2024-06-02 00:34:24,2024-06-02 00:34:24,On Time,1978.25,Wallet,57795,8433
357437373,23126657,2023-05-10 06:00:22,2023-05-10 06:20:22,2023-05-10 06:25:22,On Time,3284.679931640625,UPI,18049,2372
359819834,12755730,2023-12-27 12:39:23,2023-12-27 12:56:23,2023-12-27 13:25:23,Significantly Delayed,2060.9599609375,UPI,70910,4535
361595059,70966268,2023-10-21 06:12:27,2023-10-21 06:25:27,2023-10-21 06:21:27,On Time,1854.550048828125,Cash,12549,8346
365104159,19581959,2023-11-27 04:56:51,2023-11-27 05:08:51,2023-11-27 05:27:51,Significantly Delayed,1770.47998046875,Card,42058,5202
368599691,44030130,2024-10-22 16:16:46,2024-10-22 16:36:46,2024-10-22 16:37:46,On Time,3753.0,Wallet,57291,1885
369899578,44198187,2023-08-19 14:17:49,2023-08-19 14:31:49,2023-08-19 14:32:49,On Time,2313.219970703125,Cash,85235,7302
372962997,43799224,2024-04-18 00:11:51,2024-04-18 00:28:51,2024-04-18 00:41:51,Slightly Delayed,325.0799865722656,UPI,46745,8437
374186990,52215833,2023-08-09 01:17:30,2023-08-09 01:37:30,2023-08-09 01:44:30,Slightly Delayed,1601.18994140625,Wallet,77203,7955
378485826,75739462,2024-03-27 11:55:27,2024-03-27 12:15:27,2024-03-27 12:15:27,On Time,616.4500122070312,UPI,58783,3677
379494532,9650263,2024-07-07 13:29:33,2024-07-07 13:42:33,2024-07-07 13:44:33,On Time,3609.27001953125,UPI,99227,2058
379758677,54139038,2023-12-26 22:43:09,2023-12-26 22:55:09,2023-12-26 23:08:09,Slightly Delayed,1514.31005859375,Card,53840,6636
387311360,70221073,2023-08-07 02:54:16,2023-08-07 03:11:16,2023-08-07 03:10:16,On Time,1358.18994140625,Wallet,7081,9457
389558867,8375298,2023-09-12 00:13:47,2023-09-12 00:23:47,2023-09-12 00:24:47,On Time,212.13999938964844,Cash,23492,8488
390257855,5228136,2023-04-22 18:15:18,2023-04-22 18:34:18,2023-04-22 18:38:18,On Time,2763.169921875,UPI,10059,6446
392038758,24144240,2024-07-23 18:36:20,2024-07-23 18:50:20,2024-07-23 18:58:20,Slightly Delayed,3639.22998046875,Card,62825,9624
394578210,88067569,2023-09-26 05:15:28,2023-09-26 05:33:28,2023-09-26 05:38:28,On Time,1706.050048828125,Card,91958,8335
394951937,65406127,2024-04-24 18:01:02,2024-04-24 18:12:02,2024-04-24 18:17:02,On Time,1517.52001953125,Cash,34174,3224
397818832,75467328,2023-12-22 12:59:55,2023-12-22 13:18:55,2023-12-22 13:45:55,Significantly Delayed,3963.840087890625,Card,89520,4358
397928918,71902700,2024-09-14 03:54:21,2024-09-14 04:13:21,2024-09-14 04:28:21,Slightly Delayed,797.989990234375,Card,80520,3293
399559401,84456355,2023-11-01 19:21:58,2023-11-01 19:35:58,2023-11-01 20:02:58,Significantly Delayed,3474.580078125,UPI,54586,7190
403352765,4057678,2024-09-30 08:32:46,2024-09-30 08:49:46,2024-09-30 08:58:46,Slightly Delayed,1568.47998046875,Wallet,83523,6895
408720270,37245065,2024-06-26 22:03:35,2024-06-26 22:22:35,2024-06-26 22:38:35,Significantly Delayed,2501.139892578125,Cash,2311,4190
409570377,12574626,2024-03-27 14:39:35,2024-03-27 14:57:35,2024-03-27 15:12:35,Slightly Delayed,1524.989990234375,Card,6848,1353
411113020,84953008,2024-06-29 01:37:42,2024-06-29 01:48:42,2024-06-29 01:51:42,On Time,1822.8800048828125,Wallet,67832,4880
