product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
291238,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",746.030029296875,1147.739990234375,35.0,90,16,68
298985,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",183.75999450683594,229.6999969482422,20.0,365,11,61
300159,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.349998474121094,63.36000061035156,30.0,180,20,93
305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.989990234375,1633.3199462890625,40.0,180,22,81
306177,Frozen Biryani,Instant & Frozen Food,Som Inc,769.239990234375,1282.0699462890625,40.0,180,11,54
313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.60000610351562,210.14999389648438,35.0,90,25,67
317242,Pulses,Grocery & Staples,Rastogi Group,198.14999389648438,233.1199951171875,15.0,365,22,63
319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.7999877929688,939.7100219726562,30.0,180,26,56
324809,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76
327290,Sugar,Grocery & Staples,Nadkarni Inc,862.280029296875,1014.4500122070312,15.0,365,22,65
328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.5700073242188,1226.530029296875,30.0,180,12,76
329351,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.8699951171875,388.5899963378906,20.0,7,23,95
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.97998046875,1249.31005859375,25.0,365,17,55
337168,Eggs,Dairy & Breakfast,Dasgupta PLC,545.489990234375,681.8599853515625,20.0,7,25,98
349294,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.3299560546875,25.0,3,25,70
354409,Pulses,Grocery & Staples,Bose-Pandit,325.0799865722656,382.45001220703125,15.0,365,24,60
361361,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",826.2100219726562,1271.0899658203125,35.0,90,20,64
365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.3800048828125,382.29998779296875,40.0,180,19,70
365133,Dish Soap,Household Care,Hans Inc,915.4500122070312,1220.5999755859375,25.0,365,25,60
366066,Soap,Personal Care,Mandal LLC,918.5800170898438,1413.199951171875,35.0,365,16,52
367391,Baby Wipes,Baby Care,Talwar and Sons,939.5499877929688,1342.2099609375,30.0,365,18,52
373536,Dog Food,Pet Care,Chauhan-Sabharwal,494.1700134277344,760.260009765625,35.0,365,14,64
376447,Butter,Dairy & Breakfast,Gara and Sons,724.8400268554688,906.0499877929688,20.0,7,17,64
378230,Nuts,Snacks & Munchies,Kala-Vig,166.4199981689453,256.0299987792969,35.0,90,13,76
378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.8399963378906,475.489990234375,30.0,180,22,51
378676,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.4199829101562,1259.1700439453125,30.0,180,19,65
382511,Butter,Dairy & Breakfast,Bora-Thakkar,702.5399780273438,878.1699829101562,20.0,7,26,88
385113,Lotion,Personal Care,"Sampath, Mane and Mody",816.3800048828125,1255.969970703125,35.0,365,21,50
397973,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",728.72998046875,971.6400146484375,25.0,3,27,82
398340,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.9299926757812,1086.550048828125,40.0,180,11,56
425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",486.2799987792969,748.1199951171875,35.0,365,21,68
432617,Baby Wipes,Baby Care,Dora-Pillai,863.1799926757812,1233.1099853515625,30.0,365,17,97
433521,Diapers,Baby Care,Mahal Group,321.3299865722656,459.0400085449219,30.0,365,27,58
435929,Toilet Cleaner,Household Care,Memon Ltd,856.8900146484375,1142.52001953125,25.0,365,13,71
440875,Baby Wipes,Baby Care,Loyal Inc,275.0299987792969,392.8999938964844,30.0,365,15,80
444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.6300048828125,1028.2900390625,20.0,365,20,71
448752,Toilet Cleaner,Household Care,Batta-Doctor,160.07000732421875,213.42999267578125,25.0,365,23,96
449106,Soap,Personal Care,"Shere, Thakur and Naik",48.54999923706055,74.69000244140625,35.0,365,30,95
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.8499755859375,663.5599975585938,20.0,365,29,63
451933,Wheat Flour,Grocery & Staples,Nadig Ltd,568.9400024414062,669.3400268554688,15.0,365,28,98
455083,Butter,Dairy & Breakfast,Dutta Inc,959.010009765625,1198.760009765625,20.0,7,29,63
455755,Detergent,Household Care,Mangal-Sathe,44.09000015258789,58.790000915527344,25.0,365,23,53
461804,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69000244140625,365.5199890136719,15.0,365,15,97
462526,Curd,Dairy & Breakfast,Pau and Sons,449.9700012207031,562.4600219726562,20.0,7,25,69
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77001953125,1379.6199951171875,40.0,180,27,57
473647,Toothpaste,Personal Care,Ben-Ravi,43.04999923706055,66.2300033569336,35.0,365,18,82
473929,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19000244140625,586.9199829101562,25.0,3,19,70
478531,Carrots,Fruits & Vegetables,Uppal Group,825.4600219726562,1100.6099853515625,25.0,3,24,90
481843,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",297.67999267578125,457.9700012207031,35.0,90,10,88
487065,Chips,Snacks & Munchies,Kadakia-Yadav,374.67999267578125,576.4299926757812,35.0,90,27,87
487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.0800170898438,834.2100219726562,15.0,365,27,68
490602,Sugar,Grocery & Staples,Raghavan Inc,549.469970703125,646.4400024414062,15.0,365,20,71
490939,Lotion,Personal Care,"Roy, Barad and De",80.25,123.45999908447266,35.0,365,12,67
491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.4400024414062,1622.4000244140625,40.0,180,11,71
491521,Nuts,Snacks & Munchies,Karpe Inc,556.3499755859375,855.9199829101562,35.0,90,28,98
492958,Lotion,Personal Care,Acharya PLC,84.19999694824219,129.5399932861328,35.0,365,26,88
500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.1199951171875,20.0,7,24,87
500739,Bread,Dairy & Breakfast,Aggarwal Group,359.9800109863281,449.9800109863281,20.0,7,18,81
513199,Cola,Cold Drinks & Juices,Rastogi Inc,422.2300109863281,603.1900024414062,30.0,180,26,52
516376,Onions,Fruits & Vegetables,Agarwal-Dhar,877.4299926757812,1169.9100341796875,25.0,3,21,71
525531,Dog Food,Pet Care,Sandal PLC,831.0999755859375,1278.6199951171875,35.0,365,28,65
532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.2300109863281,512.0499877929688,40.0,180,20,94
537274,Pet Treats,Pet Care,Lal-Chauhan,702.7100219726562,1081.0899658203125,35.0,365,17,67
540618,Popcorn,Snacks & Munchies,Golla-Luthra,317.04998779296875,487.7699890136719,35.0,90,28,87
542300,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35000610351562,392.8500061035156,35.0,90,11,66
552496,Dish Soap,Household Care,Dhar PLC,508.0,677.3300170898438,25.0,365,17,59
552883,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",888.1599731445312,1184.2099609375,25.0,3,18,94
555121,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",354.9100036621094,473.2099914550781,25.0,3,30,67
557908,Vitamins,Pharmacy,Sundaram Inc,942.3699951171875,1177.9599609375,20.0,365,14,53
561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.780029296875,1249.68994140625,30.0,180,21,90
563740,Chips,Snacks & Munchies,Mann-Kapadia,96.33000183105469,148.1999969482422,35.0,90,20,61
564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.64999389648438,331.7699890136719,35.0,365,25,82
566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.30000305175781,109.12000274658203,20.0,365,14,53
567671,Biscuits,Snacks & Munchies,Nagar LLC,418.4800109863281,643.8200073242188,35.0,90,12,90
578097,Nuts,Snacks & Munchies,Jha Group,267.6099853515625,411.7099914550781,35.0,90,22,75
585299,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.4600219726562,1229.93994140625,35.0,365,13,50
587420,Cookies,Snacks & Munchies,Raj and Sons,357.4200134277344,549.8800048828125,35.0,90,22,50
587645,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.8099975585938,1002.260009765625,20.0,365,18,90
589812,Detergent,Household Care,Bir PLC,163.02999877929688,217.3699951171875,25.0,365,22,52
592784,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.3500061035156,431.30999755859375,35.0,90,27,64
600767,Toothpaste,Personal Care,Balan Group,722.4199829101562,1111.4200439453125,35.0,365,22,68
602241,Nuts,Snacks & Munchies,Bahl-Pau,976.5499877929688,1502.3800048828125,35.0,90,12,75
604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.54998779296875,530.0700073242188,25.0,365,24,84
606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.2799987792969,615.469970703125,40.0,180,16,57
611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.05999755859375,803.4299926757812,40.0,180,25,87
613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.4600219726562,35.0,365,28,72
615545,Soap,Personal Care,Barman Inc,448.1600036621094,689.47998046875,35.0,365,20,67
621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.79998779296875,529.6699829101562,40.0,180,15,71
623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.7900085449219,549.6500244140625,40.0,180,13,72
642612,Pet Treats,Pet Care,Pillay-Ahuja,517.030029296875,795.4299926757812,35.0,365,16,57
644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.8099975585938,732.719970703125,15.0,365,24,52
647462,Lotion,Personal Care,"Balan, Samra and Sekhon",326.4200134277344,502.17999267578125,35.0,365,22,64
652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,22.040000915527344,36.72999954223633,40.0,180,19,55
654297,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.670000076293945,25.0,3,20,86
654623,Chips,Snacks & Munchies,Pradhan and Sons,422.1400146484375,649.4500122070312,35.0,90,18,76
658389,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.5500030517578,234.69000244140625,35.0,90,22,68
659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.3399963378906,399.1700134277344,20.0,7,18,66
661577,Cat Food,Pet Care,Majumdar PLC,720.9500122070312,1109.1500244140625,35.0,365,28,95
667163,Orange Juice,Cold Drinks & Juices,Palla LLC,441.20001220703125,630.2899780273438,30.0,180,25,72
669378,Potatoes,Fruits & Vegetables,Chadha and Sons,212.13999938964844,282.8500061035156,25.0,3,23,70
672059,Toothpaste,Personal Care,Kaur-Gola,672.72998046875,1034.969970703125,35.0,365,25,81
673058,Cough Syrup,Pharmacy,Balan-Madan,765.760009765625,957.2000122070312,20.0,365,30,94
677169,Cough Syrup,Pharmacy,Char-Divan,261.0299987792969,326.2900085449219,20.0,365,12,77
677542,Toilet Cleaner,Household Care,Thaman-Lanka,212.61000061035156,283.4800109863281,25.0,365,10,52
679284,Cough Syrup,Pharmacy,Pant LLC,877.8900146484375,1097.3599853515625,20.0,365,28,95
679321,Cola,Cold Drinks & Juices,Khurana-Dewan,738.4600219726562,1054.93994140625,30.0,180,20,68
679865,Wheat Flour,Grocery & Staples,Memon-Barad,347.9100036621094,409.30999755859375,15.0,365,14,85
681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.2799987792969,458.9700012207031,30.0,180,20,91
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.9500122070312,1119.9200439453125,35.0,365,22,50
687218,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82000732421875,454.0299987792969,30.0,180,22,58
689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.619998931884766,77.69999694824219,40.0,180,17,51
690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27001953125,1463.489990234375,35.0,90,15,56
692985,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",197.38999938964844,232.22000122070312,15.0,365,30,86
697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.73999786376953,164.99000549316406,25.0,365,14,82
700048,Dish Soap,Household Care,Khalsa-Bhavsar,141.27999877929688,188.3699951171875,25.0,365,25,98
704868,Detergent,Household Care,"Parikh, Oak and Kara",193.4600067138672,257.95001220703125,25.0,365,24,58
706112,Vitamins,Pharmacy,"Magar, Gara and Garg",478.7900085449219,598.489990234375,20.0,365,12,77
707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9000244140625,1262.9200439453125,35.0,365,30,97
709916,Detergent,Household Care,Varkey LLC,33.7599983215332,45.0099983215332,25.0,365,30,88
712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",671.6799926757812,959.5399780273438,30.0,180,30,54
712307,Orange Juice,Cold Drinks & Juices,Chana LLC,264.8900146484375,378.4100036621094,30.0,180,16,73
714999,Bread,Dairy & Breakfast,Kala Group,882.510009765625,1103.1400146484375,20.0,7,27,81
721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",417.3900146484375,491.04998779296875,15.0,365,20,72
723678,Dog Food,Pet Care,"Lall, Datta and Swamy",675.4600219726562,1039.1700439453125,35.0,365,14,97
726958,Cat Food,Pet Care,Doctor-Patla,887.47998046875,1365.3499755859375,35.0,365,18,79
734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82000732421875,608.9500122070312,35.0,90,22,66
739448,Dish Soap,Household Care,Mand-Choudhry,755.6599731445312,1007.5499877929688,25.0,365,24,79
739534,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",994.5599975585938,1326.0799560546875,25.0,365,14,59
741341,Eggs,Dairy & Breakfast,Prasad LLC,923.8400268554688,1154.800048828125,20.0,7,13,62
747801,Toilet Cleaner,Household Care,Saha-Vora,277.760009765625,370.3500061035156,25.0,365,23,71
753354,Shampoo,Personal Care,Sant-Mahajan,423.55999755859375,651.6300048828125,35.0,365,20,52
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.31999969482422,151.25999450683594,35.0,365,27,95
760684,Rice,Grocery & Staples,Kanda-Gupta,71.5999984741211,84.23999786376953,15.0,365,14,64
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.4500122070312,866.8499755859375,35.0,365,23,93
762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",690.0800170898438,1061.6600341796875,35.0,90,23,71
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",612.0399780273438,720.0499877929688,15.0,365,30,100
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",22.139999389648438,29.520000457763672,25.0,365,15,57
771228,Pet Treats,Pet Care,Raja and Sons,83.18000030517578,127.97000122070312,35.0,365,25,73
784673,Dog Food,Pet Care,Ramanathan Group,491.3900146484375,755.97998046875,35.0,365,21,84
784827,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.7900085449219,30.0,365,26,77
798639,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.05999755859375,20.0,7,12,78
799459,Vitamins,Pharmacy,"Garg, Kari and Kapur",852.02001953125,1065.02001953125,20.0,365,29,66
799688,Lotion,Personal Care,Arora LLC,309.6199951171875,476.3399963378906,35.0,365,22,90
799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.6400146484375,1153.300048828125,20.0,7,13,66
803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",949.72998046875,1461.1199951171875,35.0,365,21,98
807452,Pulses,Grocery & Staples,Naik Ltd,144.19000244140625,169.63999938964844,15.0,365,27,61
812607,Potatoes,Fruits & Vegetables,Rege Group,416.6499938964844,555.530029296875,25.0,3,11,63
818522,Cheese,Dairy & Breakfast,Hora-Roy,96.08999633789062,120.11000061035156,20.0,7,12,90
818990,Tomatoes,Fruits & Vegetables,Dugar Group,163.5500030517578,218.07000732421875,25.0,3,22,92
820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",576.219970703125,768.2899780273438,25.0,365,19,71
820973,Baby Wipes,Baby Care,Lall LLC,114.5199966430664,163.60000610351562,30.0,365,29,56
832348,Biscuits,Snacks & Munchies,Jani-Ram,831.4299926757812,1279.1199951171875,35.0,90,10,79
833557,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.8699951171875,528.5900268554688,20.0,7,27,69
837480,Cough Syrup,Pharmacy,Edwin and Sons,217.39999389648438,271.75,20.0,365,22,82
839170,Curd,Dairy & Breakfast,Shetty and Sons,481.6300048828125,602.0399780273438,20.0,7,11,59
847349,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,781.0800170898438,1041.43994140625,25.0,3,26,69
848226,Tomatoes,Fruits & Vegetables,Barad and Sons,209.58999633789062,279.45001220703125,25.0,3,10,51
851978,Vitamins,Pharmacy,Parsa-Bala,715.719970703125,894.6500244140625,20.0,365,28,92
853932,Baby Wipes,Baby Care,Ranganathan-Peri,941.1900024414062,1344.56005859375,30.0,365,21,94
859361,Shampoo,Personal Care,Mitter Group,432.3900146484375,665.219970703125,35.0,365,25,77
863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57000732421875,373.17999267578125,35.0,365,26,72
871592,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",870.2899780273438,1160.3900146484375,25.0,3,25,50
876139,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.1199951171875,15.0,365,14,83
880510,Bread,Dairy & Breakfast,Roy-Char,951.4299926757812,1189.2900390625,20.0,7,29,54
883013,Eggs,Dairy & Breakfast,Chahal Group,989.8800048828125,1237.3499755859375,20.0,7,13,98
888807,Bread,Dairy & Breakfast,Arya Group,230.5800018310547,288.2300109863281,20.0,7,13,91
890232,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.1400146484375,30.0,180,20,91
890623,Onions,Fruits & Vegetables,"Sangha, Nagar and Varty",354.5199890136719,472.69000244140625,25.0,3,27,55
891833,Curd,Dairy & Breakfast,Mani PLC,493.19000244140625,616.489990234375,20.0,7,11,69
894539,Dish Soap,Household Care,"Pall, Sule and Sood",445.4800109863281,593.969970703125,25.0,365,14,93
897083,Detergent,Household Care,Dutta-Halder,972.6900024414062,1296.9200439453125,25.0,365,10,100
901144,Sugar,Grocery & Staples,Deo-Kamdar,340.3599853515625,400.4200134277344,15.0,365,12,71
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.8800048828125,649.27001953125,15.0,365,14,60
913428,Pet Treats,Pet Care,Narayanan-Kumar,392.2200012207031,603.4199829101562,35.0,365,30,98
914071,Chips,Snacks & Munchies,Datta Ltd,296.94000244140625,456.8299865722656,35.0,90,25,90
925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.0400085449219,791.72998046875,40.0,180,23,66
927651,Baby Wipes,Baby Care,Narula Group,426.7200012207031,609.5999755859375,30.0,365,15,60
930284,Baby Food,Baby Care,"Garg, Saraf and Dutta",189.47000122070312,270.6700134277344,30.0,365,20,58
937542,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04000091552734,114.16000366210938,15.0,365,28,93
942001,Cat Food,Pet Care,Acharya Ltd,671.5499877929688,1033.1500244140625,35.0,365,20,84
945635,Pulses,Grocery & Staples,Balasubramanian PLC,778.9000244140625,916.3499755859375,15.0,365,16,59
949818,Biscuits,Snacks & Munchies,Yohannan Inc,483.04998779296875,743.1500244140625,35.0,90,21,76
951463,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4000244140625,1211.3800048828125,35.0,365,16,82
952124,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08000183105469,169.44000244140625,25.0,3,15,50
952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.9499969482422,364.5400085449219,35.0,90,28,79
