2025-10-03 21:32:32,913 | INFO | data_pipeline | Starting Demand Forecasting Data Pipeline
2025-10-03 21:37:48,273 | INFO | data_pipeline | Geocoded 'Jorhat' -> lat: 26.7577925, lon: 94.2079645
2025-10-03 21:37:48,373 | INFO | data_pipeline | Stored 'Anantapuram' -> lat: 14.6797962, lon: 78.642965
2025-10-03 21:37:49,297 | INFO | data_pipeline | Geocoded 'Begusarai' -> lat: 25.5125411, lon: 86.0883392
2025-10-03 21:37:49,399 | INFO | data_pipeline | Stored 'Jorhat' -> lat: 26.7577925, lon: 94.2079645
2025-10-03 21:37:50,322 | INFO | data_pipeline | Geocoded 'Siliguri' -> lat: 26.7164127, lon: 88.4309916
2025-10-03 21:37:50,413 | INFO | data_pipeline | Stored 'Begusarai' -> lat: 25.5125411, lon: 86.0883392
2025-10-03 21:37:51,436 | INFO | data_pipeline | Stored 'Siliguri' -> lat: 26.7164127, lon: 88.4309916
2025-10-03 21:37:52,268 | INFO | data_pipeline | Geocoded 'Bhopal' -> lat: 23.2584857, lon: 77.401989
2025-10-03 21:37:53,291 | INFO | data_pipeline | Geocoded 'Morbi' -> lat: 22.8003959, lon: 70.886232
2025-10-03 21:37:53,381 | INFO | data_pipeline | Stored 'Bhopal' -> lat: 23.2584857, lon: 77.401989
2025-10-03 21:37:54,315 | INFO | data_pipeline | Geocoded 'Shahjahanpur' -> lat: 27.9128583, lon: 79.7476254
2025-10-03 21:37:54,403 | INFO | data_pipeline | Stored 'Morbi' -> lat: 22.8003959, lon: 70.886232
2025-10-03 21:37:55,240 | INFO | data_pipeline | Geocoded 'Vasai-Virar' -> lat: 19.4210423, lon: 72.8197221
2025-10-03 21:37:55,425 | INFO | data_pipeline | Stored 'Shahjahanpur' -> lat: 27.9128583, lon: 79.7476254
2025-10-03 21:37:56,352 | INFO | data_pipeline | Stored 'Vasai-Virar' -> lat: 19.4210423, lon: 72.8197221
2025-10-03 21:37:57,316 | INFO | data_pipeline | Geocoded 'Ambala' -> lat: 30.3843674, lon: 76.770421
2025-10-03 21:37:57,491 | INFO | data_pipeline | Geocoded 'Kota' -> lat: 25.1737019, lon: 75.8574194
2025-10-03 21:37:58,309 | INFO | data_pipeline | Geocoded 'Durgapur' -> lat: 23.5350475, lon: 87.3380425
2025-10-03 21:37:58,430 | INFO | data_pipeline | Stored 'Ambala' -> lat: 30.3843674, lon: 76.770421
2025-10-03 21:37:58,605 | INFO | data_pipeline | Stored 'Kota' -> lat: 25.1737019, lon: 75.8574194
2025-10-03 21:37:59,424 | INFO | data_pipeline | Stored 'Durgapur' -> lat: 23.5350475, lon: 87.3380425
2025-10-03 21:38:00,050 | INFO | data_pipeline | Geocoded 'Sambhal' -> lat: 28.4271927, lon: 78.5564546
2025-10-03 21:38:01,160 | INFO | data_pipeline | Geocoded 'Mau' -> lat: 26.0390904, lon: 83.4985846
2025-10-03 21:38:01,172 | INFO | data_pipeline | Stored 'Sambhal' -> lat: 28.4271927, lon: 78.5564546
2025-10-03 21:38:02,097 | INFO | data_pipeline | Geocoded 'Junagadh' -> lat: 21.5220416, lon: 70.4582458
2025-10-03 21:38:02,276 | INFO | data_pipeline | Stored 'Mau' -> lat: 26.0390904, lon: 83.4985846
2025-10-03 21:38:03,210 | INFO | data_pipeline | Stored 'Junagadh' -> lat: 21.5220416, lon: 70.4582458
2025-10-03 21:38:03,220 | INFO | data_pipeline | Geocoded 'Mango' -> lat: 44.686443, lon: 8.150239
2025-10-03 21:38:04,147 | WARNING | data_pipeline | No geocode found for 'Bhalswa Jahangir Pur'
2025-10-03 21:38:04,990 | INFO | data_pipeline | Stored 'Mango' -> lat: 44.686443, lon: 8.150239
2025-10-03 21:38:05,067 | INFO | data_pipeline | Geocoded 'Ghaziabad' -> lat: 28.7749966, lon: 77.4586967
2025-10-03 21:38:05,251 | WARNING | data_pipeline | Skipped storing 'Bhalswa Jahangir Pur' due to missing geocode
2025-10-03 21:38:06,091 | INFO | data_pipeline | Geocoded 'Dhanbad' -> lat: 23.7952809, lon: 86.4309638
2025-10-03 21:38:06,179 | INFO | data_pipeline | Stored 'Ghaziabad' -> lat: 28.7749966, lon: 77.4586967
2025-10-03 21:38:07,115 | INFO | data_pipeline | Geocoded 'Guna' -> lat: 24.5001772, lon: 77.2600959
2025-10-03 21:38:07,990 | INFO | data_pipeline | Stored 'Dhanbad' -> lat: 23.7952809, lon: 86.4309638
2025-10-03 21:38:08,096 | INFO | data_pipeline | Geocoded 'Thane' -> lat: 19.1943294, lon: 72.9701779
2025-10-03 21:38:08,990 | INFO | data_pipeline | Stored 'Guna' -> lat: 24.5001772, lon: 77.2600959
2025-10-03 21:38:09,064 | INFO | data_pipeline | Geocoded 'Saharanpur' -> lat: 29.9856799, lon: 77.5040646
2025-10-03 21:38:09,987 | INFO | data_pipeline | Stored 'Thane' -> lat: 19.1943294, lon: 72.9701779
2025-10-03 21:38:10,085 | INFO | data_pipeline | Geocoded 'Dehradun' -> lat: 30.3255646, lon: 78.0436813
2025-10-03 21:38:10,983 | INFO | data_pipeline | Stored 'Saharanpur' -> lat: 29.9856799, lon: 77.5040646
2025-10-03 21:38:11,139 | INFO | data_pipeline | Geocoded 'Pondicherry' -> lat: 10.9156489, lon: 79.8069488
2025-10-03 21:38:11,988 | INFO | data_pipeline | Stored 'Dehradun' -> lat: 30.3255646, lon: 78.0436813
2025-10-03 21:38:12,134 | INFO | data_pipeline | Geocoded 'Jalna' -> lat: 19.918833, lon: 75.8708599
2025-10-03 21:38:12,986 | INFO | data_pipeline | Stored 'Pondicherry' -> lat: 10.9156489, lon: 79.8069488
2025-10-03 21:38:13,054 | INFO | data_pipeline | Geocoded 'Bokaro' -> lat: 23.6991279, lon: 85.9910689
2025-10-03 21:38:13,990 | INFO | data_pipeline | Stored 'Jalna' -> lat: 19.918833, lon: 75.8708599
2025-10-03 21:38:14,283 | INFO | data_pipeline | Geocoded 'Morena' -> lat: 26.3849794, lon: 77.8612721
2025-10-03 21:38:14,990 | INFO | data_pipeline | Stored 'Bokaro' -> lat: 23.6991279, lon: 85.9910689
2025-10-03 21:38:15,508 | INFO | data_pipeline | Geocoded 'Sangli-Miraj & Kupwad' -> lat: 16.8502534, lon: 74.5948885
2025-10-03 21:38:15,988 | INFO | data_pipeline | Stored 'Morena' -> lat: 26.3849794, lon: 77.8612721
2025-10-03 21:38:16,516 | INFO | data_pipeline | Geocoded 'Bangalore' -> lat: 12.9767936, lon: 77.590082
2025-10-03 21:38:16,986 | INFO | data_pipeline | Stored 'Sangli-Miraj & Kupwad' -> lat: 16.8502534, lon: 74.5948885
2025-10-03 21:38:17,561 | INFO | data_pipeline | Geocoded 'Bareilly' -> lat: 28.4582344, lon: 79.4047452
2025-10-03 21:38:17,986 | INFO | data_pipeline | Stored 'Bangalore' -> lat: 12.9767936, lon: 77.590082
2025-10-03 21:38:18,584 | INFO | data_pipeline | Geocoded 'Gorakhpur' -> lat: 26.6677977, lon: 83.3642334
2025-10-03 21:38:18,987 | INFO | data_pipeline | Stored 'Bareilly' -> lat: 28.4582344, lon: 79.4047452
2025-10-03 21:38:19,596 | INFO | data_pipeline | Geocoded 'Amaravati' -> lat: 16.494222, lon: 80.5105858
2025-10-03 21:38:19,992 | INFO | data_pipeline | Stored 'Gorakhpur' -> lat: 26.6677977, lon: 83.3642334
2025-10-03 21:38:20,632 | INFO | data_pipeline | Geocoded 'Gandhinagar' -> lat: 23.2232877, lon: 72.6492267
2025-10-03 21:38:20,987 | INFO | data_pipeline | Stored 'Amaravati' -> lat: 16.494222, lon: 80.5105858
2025-10-03 21:38:21,554 | INFO | data_pipeline | Geocoded 'Kochi' -> lat: 9.9679032, lon: 76.2444378
2025-10-03 21:38:21,991 | INFO | data_pipeline | Stored 'Gandhinagar' -> lat: 23.2232877, lon: 72.6492267
2025-10-03 21:38:22,578 | INFO | data_pipeline | Geocoded 'Ichalkaranji' -> lat: 16.6959348, lon: 74.4555755
2025-10-03 21:38:22,987 | INFO | data_pipeline | Stored 'Kochi' -> lat: 9.9679032, lon: 76.2444378
2025-10-03 21:38:23,612 | INFO | data_pipeline | Geocoded 'Tiruchirappalli' -> lat: 10.8071144, lon: 78.6880939
2025-10-03 21:38:23,986 | INFO | data_pipeline | Stored 'Ichalkaranji' -> lat: 16.6959348, lon: 74.4555755
2025-10-03 21:38:24,626 | INFO | data_pipeline | Geocoded 'Hajipur' -> lat: 25.6905702, lon: 85.2090351
2025-10-03 21:38:24,986 | INFO | data_pipeline | Stored 'Tiruchirappalli' -> lat: 10.8071144, lon: 78.6880939
2025-10-03 21:38:25,559 | INFO | data_pipeline | Geocoded 'Bongaigaon' -> lat: 26.4800126, lon: 90.5580387
2025-10-03 21:38:25,986 | INFO | data_pipeline | Stored 'Hajipur' -> lat: 25.6905702, lon: 85.2090351
2025-10-03 21:38:26,572 | INFO | data_pipeline | Geocoded 'Surat' -> lat: 45.9383, lon: 3.2553
2025-10-03 21:38:26,671 | INFO | data_pipeline | Stored 'Bongaigaon' -> lat: 26.4800126, lon: 90.5580387
2025-10-03 21:38:27,596 | INFO | data_pipeline | Geocoded 'Giridih' -> lat: 24.3314546, lon: 86.1548117
2025-10-03 21:38:27,686 | INFO | data_pipeline | Stored 'Surat' -> lat: 45.9383, lon: 3.2553
2025-10-03 21:38:28,565 | INFO | data_pipeline | Geocoded 'Bathinda' -> lat: 30.1794814, lon: 75.0471098
2025-10-03 21:38:28,717 | INFO | data_pipeline | Stored 'Giridih' -> lat: 24.3314546, lon: 86.1548117
2025-10-03 21:38:29,644 | INFO | data_pipeline | Geocoded 'Vadodara' -> lat: 22.2973142, lon: 73.1942567
2025-10-03 21:38:29,686 | INFO | data_pipeline | Stored 'Bathinda' -> lat: 30.1794814, lon: 75.0471098
2025-10-03 21:38:30,668 | INFO | data_pipeline | Geocoded 'Kadapa' -> lat: 14.4752936, lon: 78.8216861
2025-10-03 21:38:30,768 | INFO | data_pipeline | Stored 'Vadodara' -> lat: 22.2973142, lon: 73.1942567
2025-10-03 21:38:31,778 | INFO | data_pipeline | Stored 'Kadapa' -> lat: 14.4752936, lon: 78.8216861
2025-10-03 21:38:32,419 | INFO | data_pipeline | Geocoded 'Solapur' -> lat: 17.8499067, lon: 75.2763203
2025-10-03 21:38:33,534 | INFO | data_pipeline | Stored 'Solapur' -> lat: 17.8499067, lon: 75.2763203
2025-10-03 21:38:34,421 | INFO | data_pipeline | Geocoded 'Ambarnath' -> lat: 19.2015607, lon: 73.2004771
2025-10-03 21:38:35,483 | INFO | data_pipeline | Geocoded 'Rajkot' -> lat: 22.3053263, lon: 70.8028377
2025-10-03 21:38:35,545 | INFO | data_pipeline | Stored 'Ambarnath' -> lat: 19.2015607, lon: 73.2004771
2025-10-03 21:38:36,504 | INFO | data_pipeline | Geocoded 'Bidhannagar' -> lat: 22.590425, lon: 88.41692
2025-10-03 21:38:36,605 | INFO | data_pipeline | Stored 'Rajkot' -> lat: 22.3053263, lon: 70.8028377
2025-10-03 21:38:37,482 | INFO | data_pipeline | Geocoded 'Rohtak' -> lat: 28.9010899, lon: 76.5801935
2025-10-03 21:38:37,623 | INFO | data_pipeline | Stored 'Bidhannagar' -> lat: 22.590425, lon: 88.41692
2025-10-03 21:38:38,604 | INFO | data_pipeline | Stored 'Rohtak' -> lat: 28.9010899, lon: 76.5801935
2025-10-03 21:38:38,758 | INFO | data_pipeline | Geocoded 'Patiala' -> lat: 30.2092778, lon: 76.3397231
2025-10-03 21:38:39,474 | INFO | data_pipeline | Geocoded 'Panihati' -> lat: 22.6950342, lon: 88.4073585
2025-10-03 21:38:39,871 | INFO | data_pipeline | Stored 'Patiala' -> lat: 30.2092778, lon: 76.3397231
2025-10-03 21:38:40,498 | INFO | data_pipeline | Geocoded 'Singrauli' -> lat: 24.2431343, lon: 82.3827672
2025-10-03 21:38:40,593 | INFO | data_pipeline | Stored 'Panihati' -> lat: 22.6950342, lon: 88.4073585
2025-10-03 21:38:41,618 | INFO | data_pipeline | Stored 'Singrauli' -> lat: 24.2431343, lon: 82.3827672
2025-10-03 21:38:42,549 | INFO | data_pipeline | Geocoded 'Siwan' -> lat: 26.131008, lon: 84.3910745
2025-10-03 21:38:43,468 | INFO | data_pipeline | Geocoded 'Faridabad' -> lat: 28.4031478, lon: 77.3105561
2025-10-03 21:38:43,483 | INFO | data_pipeline | Geocoded 'Bhagalpur' -> lat: 25.2861354, lon: 87.1304229
2025-10-03 21:38:43,669 | INFO | data_pipeline | Stored 'Siwan' -> lat: 26.131008, lon: 84.3910745
2025-10-03 21:38:44,589 | INFO | data_pipeline | Stored 'Faridabad' -> lat: 28.4031478, lon: 77.3105561
2025-10-03 21:38:44,593 | INFO | data_pipeline | Stored 'Bhagalpur' -> lat: 25.2861354, lon: 87.1304229
2025-10-03 21:38:45,311 | INFO | data_pipeline | Geocoded 'Latur' -> lat: 18.3553347, lon: 76.7548997
2025-10-03 21:38:46,431 | INFO | data_pipeline | Stored 'Latur' -> lat: 18.3553347, lon: 76.7548997
2025-10-03 21:38:46,541 | INFO | data_pipeline | Geocoded 'Mathura' -> lat: 27.4955539, lon: 77.6855554
2025-10-03 21:38:47,564 | INFO | data_pipeline | Geocoded 'Ahmednagar' -> lat: 19.1627725, lon: 74.8580243
2025-10-03 21:38:47,670 | INFO | data_pipeline | Stored 'Mathura' -> lat: 27.4955539, lon: 77.6855554
2025-10-03 21:38:48,507 | INFO | data_pipeline | Geocoded 'Bhusawal' -> lat: 21.04572, lon: 75.7808079
2025-10-03 21:38:48,683 | INFO | data_pipeline | Stored 'Ahmednagar' -> lat: 19.1627725, lon: 74.8580243
2025-10-03 21:38:49,615 | INFO | data_pipeline | Geocoded 'Mysore' -> lat: 12.3051828, lon: 76.6553609
2025-10-03 21:38:49,623 | INFO | data_pipeline | Stored 'Bhusawal' -> lat: 21.04572, lon: 75.7808079
2025-10-03 21:38:50,539 | INFO | data_pipeline | Geocoded 'Ludhiana' -> lat: 30.9090157, lon: 75.851601
2025-10-03 21:38:50,728 | INFO | data_pipeline | Stored 'Mysore' -> lat: 12.3051828, lon: 76.6553609
2025-10-03 21:38:51,572 | INFO | data_pipeline | Geocoded 'Guntakal' -> lat: 15.163811, lon: 77.3761354
2025-10-03 21:38:51,658 | INFO | data_pipeline | Stored 'Ludhiana' -> lat: 30.9090157, lon: 75.851601
2025-10-03 21:38:52,544 | INFO | data_pipeline | Geocoded 'Ranchi' -> lat: 23.3700501, lon: 85.3250387
2025-10-03 21:38:52,689 | INFO | data_pipeline | Stored 'Guntakal' -> lat: 15.163811, lon: 77.3761354
2025-10-03 21:38:53,648 | INFO | data_pipeline | Geocoded 'Aurangabad' -> lat: 19.877263, lon: 75.3390241
2025-10-03 21:38:53,656 | INFO | data_pipeline | Stored 'Ranchi' -> lat: 23.3700501, lon: 85.3250387
2025-10-03 21:38:54,557 | INFO | data_pipeline | Geocoded 'Bettiah' -> lat: 26.7910727, lon: 84.5601068
2025-10-03 21:38:54,772 | INFO | data_pipeline | Stored 'Aurangabad' -> lat: 19.877263, lon: 75.3390241
2025-10-03 21:38:55,552 | INFO | data_pipeline | Geocoded 'Proddatur' -> lat: 14.7555953, lon: 78.5501531
2025-10-03 21:38:55,669 | INFO | data_pipeline | Stored 'Bettiah' -> lat: 26.7910727, lon: 84.5601068
2025-10-03 21:38:56,575 | INFO | data_pipeline | Geocoded 'Ahmedabad' -> lat: 23.0215374, lon: 72.5800568
2025-10-03 21:38:56,674 | INFO | data_pipeline | Stored 'Proddatur' -> lat: 14.7555953, lon: 78.5501531
2025-10-03 21:38:57,599 | INFO | data_pipeline | Geocoded 'Sonipat' -> lat: 28.9953758, lon: 77.0233627
2025-10-03 21:38:57,699 | INFO | data_pipeline | Stored 'Ahmedabad' -> lat: 23.0215374, lon: 72.5800568
2025-10-03 21:38:58,613 | INFO | data_pipeline | Geocoded 'Unnao' -> lat: 26.5673264, lon: 80.6198193
2025-10-03 21:38:58,720 | INFO | data_pipeline | Stored 'Sonipat' -> lat: 28.9953758, lon: 77.0233627
2025-10-03 21:38:59,681 | INFO | data_pipeline | Geocoded 'Rewa' -> lat: 24.7560846, lon: 81.3810574
2025-10-03 21:38:59,728 | INFO | data_pipeline | Stored 'Unnao' -> lat: 26.5673264, lon: 80.6198193
2025-10-03 21:39:00,800 | INFO | data_pipeline | Stored 'Rewa' -> lat: 24.7560846, lon: 81.3810574
2025-10-03 21:39:01,082 | INFO | data_pipeline | Geocoded 'Bhatpara' -> lat: 22.8464418, lon: 88.3856781
2025-10-03 21:39:01,696 | INFO | data_pipeline | Geocoded 'Hazaribagh' -> lat: 24.0866962, lon: 85.4912231
2025-10-03 21:39:02,203 | INFO | data_pipeline | Stored 'Bhatpara' -> lat: 22.8464418, lon: 88.3856781
2025-10-03 21:39:02,657 | INFO | data_pipeline | Geocoded 'Pune' -> lat: 18.5213738, lon: 73.8545071
2025-10-03 21:39:02,816 | INFO | data_pipeline | Stored 'Hazaribagh' -> lat: 24.0866962, lon: 85.4912231
2025-10-03 21:39:03,776 | INFO | data_pipeline | Stored 'Pune' -> lat: 18.5213738, lon: 73.8545071
2025-10-03 21:39:03,819 | INFO | data_pipeline | Geocoded 'Imphal' -> lat: 24.7991162, lon: 93.9364419
2025-10-03 21:39:04,870 | INFO | data_pipeline | Geocoded 'Khora' -> lat: 25.9167336, lon: 77.5808711
2025-10-03 21:39:04,943 | INFO | data_pipeline | Stored 'Imphal' -> lat: 24.7991162, lon: 93.9364419
2025-10-03 21:39:05,898 | INFO | data_pipeline | Geocoded 'Warangal' -> lat: 17.9820644, lon: 79.5970954
2025-10-03 21:39:05,988 | INFO | data_pipeline | Stored 'Khora' -> lat: 25.9167336, lon: 77.5808711
2025-10-03 21:39:07,011 | INFO | data_pipeline | Stored 'Warangal' -> lat: 17.9820644, lon: 79.5970954
2025-10-03 21:39:07,124 | INFO | data_pipeline | Geocoded 'Phagwara' -> lat: 31.2206734, lon: 75.7696463
