campaign_id,campaign_name,date,channel,impressions,clicks,conversions,spend,revenue_generated,ctr,conversion_rate,roi,campaign_duration_days
3231,Flash Sale,2023-11-17,App,5407.0,850.0,38.0,1355.02001953125,7982.419921875,0.15717455621301776,0.04465334900117509,5.88665344677903,1
3444,Category Promotion,2023-12-12,Email,7349.0,832.0,80.0,4255.490234375,8255.5,0.11319727891156463,0.09603841536614646,1.9395087373464144,1
3645,App Push Notification,2024-05-29,App,2629.0,264.0,34.0,4888.6201171875,7441.18994140625,0.10038022813688213,0.12830188679245283,1.521833959094231,1
3703,Weekend Special,2024-02-15,SMS,9050.0,949.0,10.0,1971.949951171875,3783.169921875,0.10485029278532759,0.010526315789473684,1.9175194584271673,1
3883,App Push Notification,2024-08-18,Social Media,3225.0,571.0,60.0,2012.4599609375,3227.280029296875,0.17699938003719776,0.1048951048951049,1.6028528462985678,1
4443,Category Promotion,2023-06-30,App,7651.0,440.0,33.0,2673.3798828125,4999.5400390625,0.057501306847882905,0.07482993197278912,1.8694202985870336,1
5009,New User Discount,2023-09-24,Email,1066.0,506.0,32.0,1900.0400390625,9289.7099609375,0.4742268041237113,0.0631163708086785,4.886646135827171,1
5227,Weekend Special,2023-11-23,SMS,4757.0,412.0,85.0,2514.679931640625,3103.22998046875,0.0865910046237915,0.20581113801452786,1.2335551679044277,1
5516,Email Campaign,2024-11-05,Social Media,1559.0,418.0,68.0,1457.8800048828125,2156.090087890625,0.26794871794871794,0.162291169451074,1.4779077653229042,1
5729,App Push Notification,2024-06-04,Email,8765.0,129.0,26.0,3726.590087890625,9818.5,0.014715947980835045,0.2,2.63400743335384,1
5891,Flash Sale,2024-07-03,SMS,2333.0,976.0,96.0,4851.75,2280.14990234375,0.4181662382176521,0.09825997952917093,0.46986758072098295,1
5957,Category Promotion,2023-03-30,SMS,3916.0,775.0,96.0,3366.669921875,6669.27978515625,0.19785550165943325,0.12371134020618557,1.980384045905256,1
6116,Email Campaign,2024-02-02,App,5924.0,837.0,33.0,1894.1600341796875,3095.610107421875,0.14126582278481012,0.03937947494033413,1.6334293946641807,1
6811,Flash Sale,2023-12-29,Social Media,1440.0,315.0,21.0,2243.75,3967.3798828125,0.21859819569743233,0.06645569620253164,1.7674038903274307,1
7258,Weekend Special,2023-11-24,Social Media,1403.0,226.0,73.0,2002.0,7407.02978515625,0.16096866096866097,0.32158590308370044,3.6979679406671244,1
7450,Referral Program,2023-09-30,Social Media,7410.0,440.0,36.0,2976.64990234375,2069.14990234375,0.05937120496559169,0.08163265306122448,0.6948936141603125,1
7684,New User Discount,2023-10-08,Social Media,9123.0,982.0,43.0,3619.22998046875,5433.81005859375,0.10762823323103901,0.04374364191251272,1.500957145791654,1
7705,App Push Notification,2024-04-25,SMS,8726.0,504.0,56.0,2248.3798828125,3033.389892578125,0.057751804743898245,0.11089108910891089,1.348544954881228,1
7791,Category Promotion,2024-05-27,App,6379.0,914.0,32.0,1669.010009765625,5909.4501953125,0.1432601880877743,0.034972677595628415,3.5385717215801913,1
7847,App Push Notification,2024-06-24,SMS,4556.0,955.0,78.0,1163.1199951171875,3696.7099609375,0.2095676980469607,0.08158995815899582,3.1755403020677146,1
8105,Category Promotion,2024-05-16,App,1680.0,950.0,83.0,3277.199951171875,9286.6396484375,0.5651397977394408,0.08727655099894847,2.832847229198987,1
8162,Weekend Special,2024-05-15,App,7758.0,355.0,69.0,3383.18994140625,6928.02001953125,0.045753318726640034,0.19382022471910113,2.047172333551826,1
8292,Referral Program,2024-09-08,SMS,6368.0,322.0,49.0,2067.0,4930.89990234375,0.05055738734495211,0.15170278637770898,2.3843809972648695,1
8328,App Push Notification,2024-10-21,Email,3212.0,747.0,63.0,3964.610107421875,7024.83984375,0.23249299719887956,0.08422459893048129,1.7714398676265715,1
8397,App Push Notification,2023-07-11,App,4737.0,922.0,68.0,1445.989990234375,5592.02001953125,0.19459687631912198,0.07367280606717226,3.8645879081896672,1
8471,Flash Sale,2023-05-27,SMS,4776.0,598.0,26.0,4970.8701171875,6411.89013671875,0.12518316935315052,0.04340567612687813,1.2896334750485887,1
8490,Membership Drive,2023-12-01,App,3707.0,517.0,10.0,3502.639892578125,4271.080078125,0.13942826321467097,0.019305019305019305,1.2190408287029066,1
9300,Flash Sale,2023-07-30,Social Media,5596.0,654.0,53.0,3439.010009765625,2287.9599609375,0.11684831159549759,0.08091603053435115,0.6651027044811952,1
9609,Email Campaign,2023-12-31,SMS,6133.0,116.0,81.0,1402.0,6264.580078125,0.018910987936093904,0.6923076923076923,4.465131915983607,1
9624,Referral Program,2024-09-10,App,4172.0,144.0,57.0,1139.800048828125,9098.98046875,0.03450754852624011,0.3931034482758621,7.975964305135535,1
9650,Festival Offer,2023-04-29,Social Media,5010.0,232.0,91.0,1582.1700439453125,8900.41015625,0.04629814408301736,0.3905579399141631,5.621891464084225,1
9930,Flash Sale,2023-10-18,Email,4696.0,519.0,84.0,1887.219970703125,2884.590087890625,0.11049606131573345,0.16153846153846155,1.5276769299376052,1
10407,Flash Sale,2023-12-06,SMS,8189.0,182.0,33.0,4178.580078125,5531.81005859375,0.022222222222222223,0.18032786885245902,1.323532497330539,1
10502,App Push Notification,2024-03-03,Email,2115.0,449.0,75.0,3543.6201171875,9807.1796875,0.21219281663516068,0.16666666666666666,2.7667787698732482,1
10707,App Push Notification,2024-08-22,Social Media,3887.0,279.0,83.0,2882.639892578125,3331.14990234375,0.07175925925925926,0.29642857142857143,1.1551892838344415,1
10864,Weekend Special,2023-09-17,Social Media,2756.0,890.0,12.0,4138.22998046875,6336.740234375,0.3228146536089953,0.013468013468013467,1.5308983227014101,1
10907,Category Promotion,2024-08-20,SMS,8100.0,606.0,19.0,1790.8599853515625,3124.919921875,0.07480557955807925,0.03130148270181219,1.743953181287148,1
11123,Flash Sale,2023-12-24,App,4095.0,917.0,10.0,3467.800048828125,9097.2900390625,0.223876953125,0.010893246187363835,2.622604333200429,1
11218,New User Discount,2023-07-17,SMS,4971.0,771.0,41.0,4256.14990234375,3786.1298828125,0.15506838294448913,0.05310880829015544,0.8893578966359788,1
11880,Weekend Special,2024-01-09,Email,3636.0,928.0,11.0,2470.75,4370.14013671875,0.2551553478141325,0.011840688912809472,1.7680348484752706,1
12026,Category Promotion,2023-08-26,SMS,5024.0,902.0,52.0,4855.3701171875,2766.14990234375,0.17950248756218906,0.05758582502768549,0.5695920688898661,1
12188,Membership Drive,2024-03-13,Email,3946.0,823.0,97.0,1367.6099853515625,2995.360107421875,0.20851279452748922,0.11771844660194175,2.1886148278046065,1
12627,Flash Sale,2024-07-17,Social Media,7320.0,541.0,31.0,4870.47021484375,4779.89990234375,0.07389700860538177,0.05719557195571956,0.9812027358350713,1
12695,Membership Drive,2024-03-12,Email,2355.0,127.0,40.0,3706.77001953125,3900.22998046875,0.053904923599320885,0.3125,1.0519072002642256,1
13677,App Push Notification,2023-04-06,App,5698.0,744.0,99.0,3873.0400390625,5814.0400390625,0.13054921916125636,0.13288590604026845,1.5007692177774887,1
13895,Referral Program,2023-03-27,Email,3684.0,212.0,75.0,1743.3900146484375,4131.25,0.05753052917232022,0.352112676056338,2.3683063794839527,1
14008,New User Discount,2024-10-11,Social Media,7827.0,694.0,82.0,4438.830078125,7975.60986328125,0.0886561062851303,0.11798561151079137,1.7963772763685266,1
14119,Referral Program,2023-08-20,App,6316.0,636.0,32.0,4317.64013671875,7810.080078125,0.10068070286528416,0.05023547880690738,1.8084581791663252,1
14196,Weekend Special,2023-12-05,App,1580.0,904.0,20.0,2739.510009765625,3614.179931640625,0.5717900063251107,0.022099447513812154,1.3187982962155713,1
14906,Membership Drive,2023-12-28,Email,4022.0,223.0,38.0,1064.93994140625,4489.990234375,0.05543127019637087,0.16964285714285715,4.212235661656082,1
15274,App Push Notification,2024-01-06,Social Media,6352.0,106.0,23.0,2355.6298828125,5374.330078125,0.01668503069416024,0.21495327102803738,2.280515119205334,1
15528,Festival Offer,2024-07-13,SMS,9050.0,710.0,50.0,3218.7099609375,5250.64013671875,0.07844437078775826,0.07032348804500703,1.6307804741486382,1
15660,App Push Notification,2023-10-03,App,1474.0,976.0,43.0,2599.02001953125,4530.240234375,0.6616949152542373,0.044012282497441144,1.7423866740809726,1
15860,Category Promotion,2023-10-03,SMS,4694.0,734.0,89.0,3472.5,4586.02001953125,0.15633652822151226,0.12108843537414966,1.3202878996779186,1
15969,Weekend Special,2023-06-28,App,1356.0,209.0,23.0,1627.27001953125,7989.47021484375,0.15401621223286663,0.10952380952380952,4.906723159555426,1
16093,Weekend Special,2024-05-29,Social Media,3736.0,419.0,54.0,2562.77001953125,5829.56005859375,0.11212202301311212,0.12857142857142856,2.273823320416082,1
16465,Weekend Special,2024-04-04,SMS,4012.0,638.0,50.0,4597.52001953125,6344.81982421875,0.15898330426115126,0.0782472613458529,1.3797525719732562,1
16552,App Push Notification,2023-04-01,Social Media,5791.0,466.0,38.0,3477.780029296875,6151.75,0.08045580110497237,0.08137044967880086,1.7683641817512046,1
16774,Referral Program,2023-05-15,App,7840.0,315.0,32.0,1628.5,6223.43994140625,0.04017344726437954,0.10126582278481013,3.8192328575675054,1
17075,App Push Notification,2023-06-25,Email,2573.0,355.0,40.0,4220.5400390625,3844.8798828125,0.13791763791763792,0.11235955056179775,0.9107765998273827,1
17254,Weekend Special,2023-06-10,App,9009.0,599.0,38.0,3378.60009765625,9573.4599609375,0.06648168701442841,0.06333333333333334,2.832719755090754,1
17383,Weekend Special,2023-10-04,SMS,4969.0,872.0,21.0,3731.22998046875,6354.66015625,0.17545271629778672,0.024054982817869417,1.7026443143924066,1
17641,Weekend Special,2024-03-29,SMS,8099.0,674.0,64.0,4597.60986328125,5540.330078125,0.08320987654320988,0.09481481481481481,1.2047836722056269,1
17745,New User Discount,2024-05-06,Email,7898.0,1000.0,95.0,4112.9501953125,6845.60009765625,0.126598303582732,0.09490509490509491,1.6639968333734898,1
17827,Flash Sale,2023-05-15,Email,3256.0,289.0,91.0,1968.3699951171875,6523.2001953125,0.08873196192815475,0.3137931034482759,3.3123284154252266,1
18141,Festival Offer,2024-08-23,Social Media,7323.0,298.0,93.0,2738.0,4515.64013671875,0.04068814855270344,0.3110367892976589,1.648645540970701,1
18616,Membership Drive,2024-03-23,SMS,5483.0,174.0,56.0,1713.3800048828125,4795.14990234375,0.03172866520787746,0.32,2.797016932469138,1
18694,Email Campaign,2024-06-06,Email,1630.0,984.0,12.0,2678.919921875,3340.669921875,0.6033108522378908,0.012182741116751269,1.2465558745269179,1
18837,Category Promotion,2023-08-04,Social Media,2576.0,489.0,45.0,2551.260009765625,8846.2998046875,0.18975552968568102,0.09183673469387756,3.466065279728243,1
18874,Referral Program,2023-06-02,Email,6897.0,236.0,89.0,2341.179931640625,2705.610107421875,0.03421281530878516,0.3755274261603376,1.1551674877201592,1
19099,Email Campaign,2024-01-05,App,5257.0,619.0,29.0,3597.159912109375,7778.16015625,0.11772537086344617,0.0467741935483871,2.1617049676066658,1
19278,Referral Program,2023-11-30,Social Media,9175.0,334.0,12.0,3902.929931640625,6049.33984375,0.03639930252833479,0.03582089552238806,1.5495513366470097,1
19412,Email Campaign,2023-06-02,App,4784.0,241.0,32.0,3372.360107421875,8273.650390625,0.05036572622779519,0.1322314049586777,2.4526436926854576,1
19885,Festival Offer,2023-07-31,Social Media,2772.0,596.0,48.0,2741.1298828125,2018.9300537109373,0.2149296790479625,0.08040201005025126,0.7362634667181397,1
20729,Category Promotion,2023-09-15,Email,5849.0,884.0,25.0,2724.68994140625,3724.68994140625,0.1511111111111111,0.02824858757062147,1.3665127074155,1
20834,Festival Offer,2024-09-11,App,4599.0,595.0,77.0,3419.35009765625,5493.47021484375,0.12934782608695652,0.12919463087248323,1.6061134264027763,1
20892,New User Discount,2023-07-30,SMS,5649.0,657.0,13.0,1171.52001953125,2935.219970703125,0.11628318584070796,0.019756838905775075,2.5033431598690887,1
21013,App Push Notification,2023-11-09,SMS,4558.0,354.0,32.0,2838.409912109375,8937.990234375,0.07764860715069094,0.09014084507042254,3.147833708777553,1
21048,Weekend Special,2023-05-13,Social Media,6701.0,715.0,31.0,1156.0899658203125,7542.31005859375,0.10668457176962101,0.04329608938547486,6.518343673688909,1
21518,Category Promotion,2023-10-31,App,8017.0,305.0,55.0,1223.8599853515625,7713.3798828125,0.03803941132451983,0.17973856209150327,6.297356412209503,1
21583,App Push Notification,2023-04-22,Email,6287.0,572.0,18.0,4799.81005859375,4253.0498046875,0.09096692111959287,0.031413612565445025,0.885902535776077,1
22032,Weekend Special,2024-02-19,App,1505.0,711.0,86.0,3742.6298828125,9624.83984375,0.4721115537848606,0.12078651685393259,2.570991295891432,1
22459,New User Discount,2024-08-25,App,7793.0,427.0,30.0,4221.52978515625,6827.2998046875,0.054785732614831925,0.07009345794392523,1.6168742796529174,1
22573,Referral Program,2023-04-01,Social Media,2166.0,546.0,22.0,3019.56005859375,2248.47998046875,0.25196123673281035,0.04021937842778794,0.7443917475077622,1
22873,New User Discount,2023-05-10,Email,4915.0,238.0,15.0,2770.3701171875,9548.9296875,0.048413344182262,0.06276150627615062,3.44556276632969,1
22894,Flash Sale,2023-12-10,Email,4624.0,773.0,14.0,3176.889892578125,7989.0400390625,0.16713513513513514,0.01808785529715762,2.5139448845350763,1
22916,New User Discount,2023-05-29,App,3611.0,533.0,38.0,4786.9501953125,5036.4501953125,0.14756367663344408,0.07116104868913857,1.051901124669861,1
22970,New User Discount,2024-01-24,Social Media,7294.0,677.0,20.0,1030.239990234375,5705.5498046875,0.09280328992460589,0.029498525073746312,5.532708058956064,1
23162,App Push Notification,2024-03-28,Social Media,1821.0,631.0,88.0,2508.330078125,7230.66015625,0.34632272228320526,0.13924050632911392,2.881510176474205,1
23172,Referral Program,2024-05-09,Email,4780.0,407.0,56.0,4593.89990234375,5955.91015625,0.08512863417695044,0.13725490196078433,1.29620019648568,1
23268,Referral Program,2024-02-26,SMS,1047.0,981.0,92.0,2280.3798828125,8026.93994140625,0.9360687022900763,0.09368635437881874,3.5184582812708007,1
23436,Flash Sale,2024-04-03,App,6051.0,681.0,29.0,4343.259765625,2970.989990234375,0.11252478519497687,0.04252199413489736,0.6838886600987923,1
23447,Category Promotion,2024-09-19,App,4528.0,552.0,53.0,1484.5400390625,3380.760009765625,0.12188120998012807,0.09584086799276673,2.2757784515179864,1
23520,Flash Sale,2024-06-30,App,2732.0,634.0,48.0,1120.1800537109375,7095.81005859375,0.23197950969630443,0.07559055118110236,6.328876468242264,1
23552,Membership Drive,2024-07-22,SMS,8825.0,282.0,16.0,1657.2900390625,3088.760009765625,0.03195105370496261,0.05653710247349823,1.8626174776469313,1
23763,Email Campaign,2023-05-11,App,1868.0,547.0,92.0,4430.56005859375,7795.22998046875,0.2926698769395399,0.1678832116788321,1.7590261391927025,1
23792,Membership Drive,2023-07-21,Email,9305.0,688.0,84.0,4922.39990234375,3501.280029296875,0.07393079733505266,0.12191582002902758,0.7111508507830362,1
23915,Festival Offer,2024-02-16,Email,8430.0,128.0,42.0,1478.18994140625,5756.35986328125,0.015182066184319772,0.32558139534883723,3.8915623356718747,1
24596,New User Discount,2023-11-12,SMS,2137.0,297.0,86.0,1852.31005859375,2487.969970703125,0.13891487371375116,0.28859060402684567,1.3424466991729063,1
24677,Referral Program,2023-09-05,Social Media,1952.0,346.0,45.0,3176.969970703125,9135.099609375,0.17716333845366103,0.12968299711815562,2.8745078441864136,1
25152,Flash Sale,2023-07-13,Social Media,3917.0,904.0,71.0,4815.27978515625,5667.02978515625,0.2307299642674834,0.07845303867403315,1.1766404855926367,1
25291,Membership Drive,2024-06-09,Email,1432.0,983.0,90.0,2871.10009765625,3458.280029296875,0.685973482205164,0.09146341463414634,1.2040945342117328,1
25450,New User Discount,2024-09-08,SMS,6787.0,370.0,16.0,2589.070068359375,9052.3798828125,0.054507955215085446,0.0431266846361186,3.495032815288483,1
25586,Flash Sale,2024-04-27,App,1213.0,936.0,17.0,4561.490234375,7794.52978515625,0.771004942339374,0.01814300960512273,1.7083937465619576,1
25710,New User Discount,2023-06-12,Social Media,7236.0,704.0,45.0,2646.409912109375,3578.139892578125,0.09727787757358021,0.06382978723404255,1.351562474783957,1
25760,Flash Sale,2023-10-12,Email,7077.0,509.0,65.0,1579.719970703125,9678.6796875,0.07191296976547047,0.12745098039215685,6.122956543147105,1
26051,Weekend Special,2023-03-23,Email,5924.0,472.0,87.0,1948.25,5118.52978515625,0.07966244725738397,0.1839323467230444,2.6258970297069384,1
26262,Weekend Special,2024-09-07,Email,7764.0,321.0,79.0,3709.35009765625,2761.610107421875,0.041339343206696716,0.2453416149068323,0.7442990647072162,1
26431,Flash Sale,2023-12-15,Email,3413.0,948.0,94.0,3262.52001953125,5640.1201171875,0.27768014059753954,0.09905163329820864,1.7282321185201766,1
26622,Weekend Special,2024-03-26,Social Media,2245.0,819.0,88.0,3905.8798828125,9876.0400390625,0.36464826357969726,0.1073170731707317,2.5278586327954615,1
26716,Weekend Special,2024-03-23,Social Media,1632.0,668.0,83.0,2733.10009765625,8441.650390625,0.40906307409675446,0.12406576980568013,3.0875425511529104,1
26843,New User Discount,2024-08-20,Email,2314.0,983.0,72.0,3316.60009765625,4068.949951171875,0.424622030237581,0.07317073170731707,1.226473906257244,1
27041,App Push Notification,2024-07-27,Email,2523.0,957.0,12.0,3603.219970703125,9873.9697265625,0.37916006339144215,0.012526096033402923,2.7395580199940595,1
27094,App Push Notification,2023-05-09,Email,6290.0,231.0,16.0,3026.27001953125,6913.02978515625,0.03671912255603243,0.06896551724137931,2.2835854550651153,1
27136,Weekend Special,2024-07-08,Social Media,3081.0,663.0,98.0,4462.35009765625,5634.2998046875,0.21512005191434133,0.14759036144578314,1.2623477167175676,1
27202,Flash Sale,2024-08-31,Email,6510.0,679.0,47.0,4842.72998046875,9894.4697265625,0.10428505605897712,0.06911764705882353,2.0427376766375747,1
27431,New User Discount,2023-03-30,SMS,7902.0,167.0,99.0,2021.449951171875,5977.60009765625,0.021131215993926356,0.5892857142857143,2.955623250005583,1
27481,Membership Drive,2023-08-28,App,5332.0,613.0,63.0,3368.159912109375,6807.10009765625,0.11494468404275267,0.10260586319218241,2.020414665742131,1
27552,Weekend Special,2024-04-05,Email,9813.0,247.0,98.0,2585.080078125,7930.8701171875,0.0251681271652741,0.3951612903225806,3.0667534947091286,1
27596,Email Campaign,2024-10-22,Social Media,2648.0,898.0,24.0,3747.0,7410.91015625,0.33899584748961875,0.026696329254727477,1.977297266875667,1
27697,Membership Drive,2023-10-02,SMS,6610.0,360.0,49.0,2065.56005859375,8499.4697265625,0.05445469671759189,0.13573407202216067,4.1128588018613925,1
28630,Category Promotion,2023-11-15,Social Media,7512.0,852.0,43.0,2283.8701171875,6815.2998046875,0.11340343404765074,0.05041031652989449,2.982795281631418,1
29162,Category Promotion,2023-07-28,App,8376.0,211.0,84.0,1613.4599609375,2642.68994140625,0.025188014802435238,0.39622641509433965,1.6368878791343129,1
29571,Flash Sale,2023-09-06,Email,4541.0,651.0,58.0,3104.469970703125,5570.72021484375,0.14332892998678995,0.08895705521472393,1.7938412760057878,1
29787,Festival Offer,2023-09-12,Email,3440.0,213.0,95.0,4657.41015625,4284.14990234375,0.06190061028770706,0.4439252336448598,0.9196592310781995,1
30242,App Push Notification,2024-01-24,Social Media,3303.0,571.0,58.0,1456.1400146484375,7310.009765625,0.17282082324455206,0.10139860139860139,5.016683154767854,1
30302,Category Promotion,2023-09-01,Email,5265.0,375.0,37.0,4831.5498046875,4258.89990234375,0.07121154576528675,0.09840425531914894,0.8812945700451306,1
30737,Weekend Special,2024-08-14,Email,6818.0,180.0,62.0,3922.64990234375,8681.9404296875,0.026396832380114386,0.3425414364640884,2.212720463286349,1
31613,Email Campaign,2023-08-14,Email,4449.0,179.0,15.0,4941.740234375,5093.66015625,0.040224719101123595,0.08333333333333333,1.03053365435339,1
31741,Flash Sale,2023-04-03,App,8803.0,629.0,21.0,1692.280029296875,8811.75,0.07144479781917311,0.03333333333333333,5.2039531840808575,1
31771,Weekend Special,2024-09-10,SMS,9549.0,854.0,81.0,2562.949951171875,4020.320068359375,0.08942408376963351,0.09473684210526316,1.5680181536000162,1
32575,Flash Sale,2024-08-25,Social Media,2083.0,323.0,26.0,3018.5,5970.93017578125,0.15499040307101727,0.08024691358024691,1.97745659075385,1
32579,Membership Drive,2024-10-04,Email,3616.0,848.0,27.0,1841.760009765625,3599.7099609375,0.23444843793198783,0.03180212014134275,1.9534339479156246,1
32912,Flash Sale,2024-05-20,Social Media,8487.0,605.0,18.0,3082.510009765625,2968.77001953125,0.07127709707822809,0.0297029702970297,0.9627891623925371,1
32945,New User Discount,2023-08-15,Social Media,6291.0,259.0,30.0,4143.85986328125,9811.6298828125,0.041163382072472984,0.11538461538461539,2.367180123442145,1
33033,Flash Sale,2023-07-05,App,5102.0,436.0,84.0,1549.1700439453125,6919.419921875,0.08543993729178914,0.19221967963386727,4.463652196674177,1
33081,Membership Drive,2024-09-22,SMS,2897.0,706.0,56.0,3796.889892578125,4450.18994140625,0.24361628709454797,0.07920792079207921,1.1717532807106537,1
33189,Referral Program,2024-06-13,SMS,9405.0,260.0,35.0,3337.6298828125,6089.43994140625,0.02764193068254306,0.13409961685823754,1.823933815711383,1
33374,Membership Drive,2024-05-23,App,3337.0,552.0,91.0,3872.989990234375,5162.93994140625,0.16536848412222888,0.16455696202531644,1.3327189678912654,1
33724,Email Campaign,2024-06-03,SMS,8430.0,407.0,94.0,3823.75,8414.9599609375,0.04827422607045428,0.23039215686274508,2.200133331835414,1
33915,Email Campaign,2024-06-29,App,5404.0,569.0,80.0,3626.889892578125,3659.989990234375,0.10527289546716004,0.14035087719298245,1.0088481455079217,1
33956,Membership Drive,2024-10-12,Social Media,9818.0,161.0,75.0,3600.340087890625,7589.85009765625,0.01639678174966901,0.46296296296296297,2.107507181334205,1
34023,App Push Notification,2023-08-22,App,9525.0,838.0,36.0,2764.830078125,6599.27978515625,0.08796976695360068,0.04290822407628129,2.3860033330861765,1
34071,Weekend Special,2023-09-13,SMS,6493.0,345.0,19.0,1264.3800048828125,5396.85009765625,0.05312596242685556,0.05491329479768786,4.265003458906445,1
34191,Festival Offer,2024-10-16,Social Media,3138.0,724.0,13.0,1622.3299560546875,7683.6201171875,0.2306467027715833,0.01793103448275862,4.7332460591447685,1
34197,Category Promotion,2024-09-03,Email,1801.0,237.0,39.0,1838.0799560546875,5871.669921875,0.13152053274139844,0.1638655462184874,3.1927213944907993,1
34437,Email Campaign,2023-12-08,App,9485.0,691.0,38.0,2610.25,7619.35986328125,0.07284419144001687,0.05491329479768786,2.9178975062829107,1
34479,Referral Program,2023-04-10,SMS,8100.0,801.0,84.0,1934.3499755859373,5040.7998046875,0.09887668189112456,0.10473815461346633,2.604593416320669,1
34599,Flash Sale,2024-02-08,Email,2801.0,171.0,54.0,1360.6300048828125,5629.259765625,0.061027837259100645,0.313953488372093,4.134206609312694,1
35201,New User Discount,2023-06-09,App,2094.0,275.0,49.0,2507.889892578125,9695.509765625,0.13126491646778043,0.17753623188405798,3.86446204526813,1
35634,New User Discount,2024-09-09,App,7447.0,473.0,42.0,4306.669921875,4989.9501953125,0.06350698174006444,0.08860759493670886,1.1583873151405537,1
35694,Festival Offer,2024-06-11,App,2368.0,640.0,93.0,3856.18994140625,7217.39990234375,0.2701561840439004,0.14508580343213728,1.871154911213016,1
35758,Festival Offer,2023-12-05,Social Media,4879.0,415.0,59.0,2679.97998046875,4890.31005859375,0.08504098360655737,0.14182692307692307,1.8240755597655431,1
36165,Festival Offer,2023-07-13,Social Media,3027.0,142.0,71.0,3470.919921875,3886.219970703125,0.04689564068692206,0.4965034965034965,1.1193288031264221,1
36202,Festival Offer,2024-11-03,Email,7102.0,858.0,53.0,1454.22998046875,8523.26953125,0.12079403069125721,0.06169965075669383,5.8569914347865035,1
36422,Email Campaign,2024-03-03,App,7580.0,819.0,98.0,3602.1298828125,2330.64990234375,0.10803324099722991,0.11951219512195121,0.6468403799322692,1
36547,Category Promotion,2024-09-07,App,2034.0,897.0,28.0,3570.219970703125,2436.2900390625,0.4407862407862408,0.031180400890868598,0.6822010570754138,1
36599,Email Campaign,2023-08-07,SMS,6856.0,624.0,24.0,1352.030029296875,5185.22998046875,0.09100189587283068,0.0384,3.832309607469202,1
36759,App Push Notification,2023-05-14,Email,7422.0,812.0,57.0,2883.81005859375,9742.3701171875,0.1093897346086488,0.07011070110701106,3.377127061854667,1
