2025-10-28 21:21:34,322 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-28 21:24:19,190 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-28 21:24:19,190 | INFO | root | outliers_removed: 3
2025-10-28 21:24:19,190 | INFO | root | final_rows: 4997
2025-10-28 21:24:19,190 | INFO | root | rows_removed_total: 3
2025-10-28 21:24:19,319 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-28 21:24:19,325 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-28 21:24:19,326 | INFO | root | initial_rows: 5000
2025-10-28 21:24:19,326 | INFO | root | duplicates_removed: 0
2025-10-28 21:24:19,327 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-28 21:24:19,327 | INFO | root | rows_removed_missing_id: 0
2025-10-28 21:24:19,327 | INFO | root | final_rows: 5000
2025-10-28 21:24:19,328 | INFO | root | rows_removed_total: 0
2025-10-28 21:24:19,409 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-28 21:24:19,426 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-28 21:24:19,427 | INFO | root | initial_rows: 2500
2025-10-28 21:24:19,427 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-28 21:24:19,428 | INFO | root | duplicates_removed: 0
2025-10-28 21:24:19,429 | INFO | root | final_rows: 2500
2025-10-28 21:24:19,430 | INFO | root | rows_removed_total: 0
2025-10-28 21:24:20,969 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-28 21:24:21,006 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-28 21:24:21,007 | INFO | root | initial_rows: 5400
2025-10-28 21:24:21,007 | INFO | root | duplicates_removed: 0
2025-10-28 21:24:21,008 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-28 21:24:21,008 | INFO | root | rows_removed_missing_id: 0
2025-10-28 21:24:21,009 | INFO | root | final_rows: 5400
2025-10-28 21:24:21,009 | INFO | root | rows_removed_total: 0
2025-10-28 21:24:21,132 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-28 21:24:21,147 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-28 21:24:21,147 | INFO | root | initial_rows: 268
2025-10-28 21:24:21,148 | INFO | root | duplicates_removed: 0
2025-10-28 21:24:21,148 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-28 21:24:21,150 | INFO | root | final_rows: 268
2025-10-28 21:24:21,150 | INFO | root | rows_removed_total: 0
2025-10-29 19:41:20,118 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 19:41:20,160 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 19:41:20,160 | INFO | root | initial_rows: 5000
2025-10-29 19:41:20,161 | INFO | root | duplicates_removed: 0
2025-10-29 19:41:20,161 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 19:41:20,162 | INFO | root | outliers_removed: 3
2025-10-29 19:41:20,162 | INFO | root | final_rows: 4997
2025-10-29 19:41:20,162 | INFO | root | rows_removed_total: 3
2025-10-29 19:41:20,244 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 19:41:20,252 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 19:41:20,253 | INFO | root | initial_rows: 5000
2025-10-29 19:41:20,253 | INFO | root | duplicates_removed: 0
2025-10-29 19:41:20,253 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 19:41:20,254 | INFO | root | rows_removed_missing_id: 0
2025-10-29 19:41:20,254 | INFO | root | final_rows: 5000
2025-10-29 19:41:20,254 | INFO | root | rows_removed_total: 0
2025-10-29 19:41:20,304 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 19:41:20,312 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 19:41:20,313 | INFO | root | initial_rows: 2500
2025-10-29 19:41:20,313 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 19:41:20,314 | INFO | root | duplicates_removed: 0
2025-10-29 19:41:20,314 | INFO | root | final_rows: 2500
2025-10-29 19:41:20,315 | INFO | root | rows_removed_total: 0
2025-10-29 19:41:22,131 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 19:41:22,145 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 19:41:22,146 | INFO | root | initial_rows: 5400
2025-10-29 19:41:22,146 | INFO | root | duplicates_removed: 0
2025-10-29 19:41:22,147 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 19:41:22,147 | INFO | root | rows_removed_missing_id: 0
2025-10-29 19:41:22,147 | INFO | root | final_rows: 5400
2025-10-29 19:41:22,147 | INFO | root | rows_removed_total: 0
2025-10-29 19:41:22,194 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 19:41:22,201 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 19:41:22,202 | INFO | root | initial_rows: 268
2025-10-29 19:41:22,202 | INFO | root | duplicates_removed: 0
2025-10-29 19:41:22,202 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 19:41:22,203 | INFO | root | final_rows: 268
2025-10-29 19:41:22,203 | INFO | root | rows_removed_total: 0
2025-10-29 19:58:16,854 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 19:58:16,901 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 19:58:16,901 | INFO | root | initial_rows: 5000
2025-10-29 19:58:16,902 | INFO | root | duplicates_removed: 0
2025-10-29 19:58:16,902 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 19:58:16,902 | INFO | root | outliers_removed: 3
2025-10-29 19:58:16,902 | INFO | root | final_rows: 4997
2025-10-29 19:58:16,902 | INFO | root | rows_removed_total: 3
2025-10-29 19:58:16,985 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 19:58:16,993 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 19:58:16,994 | INFO | root | initial_rows: 5000
2025-10-29 19:58:16,994 | INFO | root | duplicates_removed: 0
2025-10-29 19:58:16,994 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 19:58:16,995 | INFO | root | rows_removed_missing_id: 0
2025-10-29 19:58:16,995 | INFO | root | final_rows: 5000
2025-10-29 19:58:16,995 | INFO | root | rows_removed_total: 0
2025-10-29 19:58:17,039 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 19:58:17,049 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 19:58:17,050 | INFO | root | initial_rows: 2500
2025-10-29 19:58:17,050 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 19:58:17,050 | INFO | root | duplicates_removed: 0
2025-10-29 19:58:17,051 | INFO | root | final_rows: 2500
2025-10-29 19:58:17,051 | INFO | root | rows_removed_total: 0
2025-10-29 19:58:37,736 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 19:58:37,751 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 19:58:37,752 | INFO | root | initial_rows: 5400
2025-10-29 19:58:37,752 | INFO | root | duplicates_removed: 0
2025-10-29 19:58:37,753 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 19:58:37,753 | INFO | root | rows_removed_missing_id: 0
2025-10-29 19:58:37,754 | INFO | root | final_rows: 5400
2025-10-29 19:58:37,754 | INFO | root | rows_removed_total: 0
2025-10-29 19:58:37,801 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 19:58:37,807 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 19:58:37,807 | INFO | root | initial_rows: 268
2025-10-29 19:58:37,807 | INFO | root | duplicates_removed: 0
2025-10-29 19:58:37,808 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 19:58:37,808 | INFO | root | final_rows: 268
2025-10-29 19:58:37,808 | INFO | root | rows_removed_total: 0
2025-10-29 19:58:37,830 | ERROR | data_pipeline | Failed to fetch table 'blinkit_weather': Execution failed on sql 'SELECT * FROM blinkit_weather;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_weather'. (208) (SQLExecDirectW)")
2025-10-29 19:58:37,832 | WARNING | data_pipeline | blinkit_weather: No data returned. Skipped.
2025-10-29 20:01:38,828 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:01:38,873 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:01:38,873 | INFO | root | initial_rows: 5000
2025-10-29 20:01:38,874 | INFO | root | duplicates_removed: 0
2025-10-29 20:01:38,874 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:01:38,874 | INFO | root | outliers_removed: 3
2025-10-29 20:01:38,875 | INFO | root | final_rows: 4997
2025-10-29 20:01:38,875 | INFO | root | rows_removed_total: 3
2025-10-29 20:01:38,955 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:01:38,962 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:01:38,963 | INFO | root | initial_rows: 5000
2025-10-29 20:01:38,964 | INFO | root | duplicates_removed: 0
2025-10-29 20:01:38,964 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:01:38,964 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:01:38,965 | INFO | root | final_rows: 5000
2025-10-29 20:01:38,965 | INFO | root | rows_removed_total: 0
2025-10-29 20:01:39,157 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:01:39,167 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:01:39,167 | INFO | root | initial_rows: 2500
2025-10-29 20:01:39,167 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:01:39,167 | INFO | root | duplicates_removed: 0
2025-10-29 20:01:39,168 | INFO | root | final_rows: 2500
2025-10-29 20:01:39,168 | INFO | root | rows_removed_total: 0
2025-10-29 20:01:39,239 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:01:39,259 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:01:39,260 | INFO | root | initial_rows: 5400
2025-10-29 20:01:39,260 | INFO | root | duplicates_removed: 0
2025-10-29 20:01:39,260 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:01:39,260 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:01:39,261 | INFO | root | final_rows: 5400
2025-10-29 20:01:39,261 | INFO | root | rows_removed_total: 0
2025-10-29 20:01:39,307 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:01:39,313 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:01:39,313 | INFO | root | initial_rows: 268
2025-10-29 20:01:39,314 | INFO | root | duplicates_removed: 0
2025-10-29 20:01:39,314 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:01:39,314 | INFO | root | final_rows: 268
2025-10-29 20:01:39,314 | INFO | root | rows_removed_total: 0
2025-10-29 20:01:55,515 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-29 20:01:55,757 | INFO | root | initial_rows: 186600
2025-10-29 20:01:55,758 | INFO | root | initial_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:01:55,758 | INFO | root | duplicates_removed: 0
2025-10-29 20:01:55,759 | INFO | root | rows_removed_missing_date: 0
2025-10-29 20:01:55,759 | INFO | root | final_rows: 186600
2025-10-29 20:01:55,759 | INFO | root | rows_removed_total: 0
2025-10-29 20:01:55,760 | INFO | root | final_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:11:25,041 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:11:25,075 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:11:25,076 | INFO | root | initial_rows: 5000
2025-10-29 20:11:25,076 | INFO | root | duplicates_removed: 0
2025-10-29 20:11:25,077 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:11:25,077 | INFO | root | outliers_removed: 3
2025-10-29 20:11:25,077 | INFO | root | final_rows: 4997
2025-10-29 20:11:25,077 | INFO | root | rows_removed_total: 3
2025-10-29 20:11:25,146 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:11:25,153 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:11:25,153 | INFO | root | initial_rows: 5000
2025-10-29 20:11:25,154 | INFO | root | duplicates_removed: 0
2025-10-29 20:11:25,154 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:11:25,155 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:11:25,155 | INFO | root | final_rows: 5000
2025-10-29 20:11:25,155 | INFO | root | rows_removed_total: 0
2025-10-29 20:11:25,198 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:11:25,207 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:11:25,208 | INFO | root | initial_rows: 2500
2025-10-29 20:11:25,208 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:11:25,208 | INFO | root | duplicates_removed: 0
2025-10-29 20:11:25,208 | INFO | root | final_rows: 2500
2025-10-29 20:11:25,209 | INFO | root | rows_removed_total: 0
2025-10-29 20:11:25,258 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:11:25,274 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:11:25,275 | INFO | root | initial_rows: 5400
2025-10-29 20:11:25,275 | INFO | root | duplicates_removed: 0
2025-10-29 20:11:25,276 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:11:25,276 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:11:25,276 | INFO | root | final_rows: 5400
2025-10-29 20:11:25,276 | INFO | root | rows_removed_total: 0
2025-10-29 20:11:25,317 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:11:25,324 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:11:25,325 | INFO | root | initial_rows: 268
2025-10-29 20:11:25,325 | INFO | root | duplicates_removed: 0
2025-10-29 20:11:25,325 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:11:25,325 | INFO | root | final_rows: 268
2025-10-29 20:11:25,325 | INFO | root | rows_removed_total: 0
2025-10-29 20:11:25,771 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-29 20:11:25,984 | INFO | root | initial_rows: 186600
2025-10-29 20:11:25,985 | INFO | root | initial_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:11:25,985 | INFO | root | duplicates_removed: 0
2025-10-29 20:11:25,985 | INFO | root | rows_removed_missing_date: 0
2025-10-29 20:11:25,985 | INFO | root | final_rows: 186600
2025-10-29 20:11:25,985 | INFO | root | rows_removed_total: 0
2025-10-29 20:11:25,986 | INFO | root | final_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:11:26,422 | ERROR | data_pipeline | Failed to fetch table 'blinkit_inventory': Execution failed on sql 'SELECT * FROM blinkit_inventory;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_inventory'. (208) (SQLExecDirectW)")
2025-10-29 20:11:26,429 | WARNING | data_pipeline | blinkit_inventory: No data returned. Skipped.
2025-10-29 20:12:26,045 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:12:26,071 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:12:26,071 | INFO | root | initial_rows: 5000
2025-10-29 20:12:26,072 | INFO | root | duplicates_removed: 0
2025-10-29 20:12:26,072 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:12:26,072 | INFO | root | outliers_removed: 3
2025-10-29 20:12:26,072 | INFO | root | final_rows: 4997
2025-10-29 20:12:26,073 | INFO | root | rows_removed_total: 3
2025-10-29 20:12:26,138 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:12:26,145 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:12:26,145 | INFO | root | initial_rows: 5000
2025-10-29 20:12:26,146 | INFO | root | duplicates_removed: 0
2025-10-29 20:12:26,146 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:12:26,146 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:12:26,146 | INFO | root | final_rows: 5000
2025-10-29 20:12:26,147 | INFO | root | rows_removed_total: 0
2025-10-29 20:12:26,188 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:12:26,195 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:12:26,195 | INFO | root | initial_rows: 2500
2025-10-29 20:12:26,195 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:12:26,196 | INFO | root | duplicates_removed: 0
2025-10-29 20:12:26,196 | INFO | root | final_rows: 2500
2025-10-29 20:12:26,196 | INFO | root | rows_removed_total: 0
2025-10-29 20:12:26,247 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:12:26,259 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:12:26,259 | INFO | root | initial_rows: 5400
2025-10-29 20:12:26,259 | INFO | root | duplicates_removed: 0
2025-10-29 20:12:26,260 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:12:26,260 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:12:26,260 | INFO | root | final_rows: 5400
2025-10-29 20:12:26,261 | INFO | root | rows_removed_total: 0
2025-10-29 20:12:26,303 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:12:26,309 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:12:26,309 | INFO | root | initial_rows: 268
