store_id,product_id,order_date,daily_qty,daily_revenue,orders_count,high_value_item_ratio,avg_unit_price,lag_1_qty,lag_7_qty,lag_14_qty,lag_30_qty,rolling_7_mean_qty,rolling_7_sum_qty,rolling_14_mean_qty,rolling_14_sum_qty,rolling_30_mean_qty,rolling_30_sum_qty,cumulative_qty,cumulative_revenue,rolling_30_std_qty,qty_growth_rate,day,month,year,day_of_week,is_weekend,is_month_start,is_month_end
56,642612,2024-05-16 23:30:53,1.0,517.030029296875,1,0.0,517.030029296875,,,,,,,,,,,1.0,517.030029296875,,,16,5,2024,3,False,False,False
57,183929,2023-11-10 13:37:27,3.0,2216.219970703125,1,0.0,738.739990234375,,,,,,,,,,,3.0,2216.219970703125,,,10,11,2023,4,False,False,False
59,961614,2023-05-15 08:13:32,2.0,454.44000244140625,1,0.0,227.22000122070312,,,,,,,,,,,2.0,454.44000244140625,,,15,5,2023,0,False,False,False
60,70969,2023-09-20 15:55:11,1.0,631.7000122070312,1,0.0,631.7000122070312,,,,,,,,,,,1.0,631.7000122070312,,,20,9,2023,2,False,False,False
62,257719,2024-06-21 13:57:00,2.0,563.4600219726562,1,0.0,281.7300109863281,,,,,,,,,,,2.0,563.4600219726562,,,21,6,2024,4,False,False,False
63,237083,2024-07-30 05:38:00,2.0,1154.260009765625,1,0.0,577.1300048828125,,,,,,,,,,,2.0,1154.260009765625,,,30,7,2024,1,False,False,False
68,689769,2024-02-11 09:54:55,1.0,46.619998931884766,1,0.0,46.619998931884766,,,,,,,,,,,1.0,46.619998931884766,,,11,2,2024,6,True,False,False
70,140154,2023-10-20 10:54:27,2.0,342.3999938964844,1,0.0,171.1999969482422,,,,,,,,,,,2.0,342.3999938964844,,,20,10,2023,4,False,False,False
71,82484,2023-07-11 17:07:37,1.0,914.8800048828124,1,1.0,914.8800048828124,,,,,,,,,,,1.0,914.8800048828124,,,11,7,2023,1,False,False,False
73,700048,2023-10-24 02:12:18,3.0,423.8399963378906,1,0.0,141.27999877929688,,,,,,,,,,,3.0,423.8399963378906,,,24,10,2023,1,False,False,False
75,669378,2024-03-31 08:14:25,1.0,212.13999938964844,1,0.0,212.13999938964844,,,,,,,,,,,1.0,212.13999938964844,,,31,3,2024,6,True,False,True
76,721521,2023-11-03 22:42:39,2.0,834.780029296875,1,0.0,417.3900146484375,,,,,,,,,,,2.0,834.780029296875,,,3,11,2023,4,False,False,False
78,798639,2024-04-30 16:22:26,1.0,211.25,1,0.0,211.25,,,,,,,,,,,1.0,211.25,,,30,4,2024,1,False,False,True
80,60619,2024-04-03 01:48:33,3.0,2179.2299194335938,1,0.0,726.4099731445312,,,,,,,,,,,3.0,2179.2299194335938,,,3,4,2024,2,False,False,False
82,114414,2024-07-05 22:01:58,2.0,1664.1199951171875,1,1.0,832.0599975585938,,,,,,,,,,,2.0,1664.1199951171875,,,5,7,2024,4,False,False,False
84,992178,2024-10-07 10:23:41,2.0,1264.8599853515625,1,0.0,632.4299926757812,,,,,,,,,,,2.0,1264.8599853515625,,,7,10,2024,0,False,False,False
85,760684,2024-02-10 15:58:18,1.0,71.5999984741211,1,0.0,71.5999984741211,,,,,,,,,,,1.0,71.5999984741211,,,10,2,2024,5,True,False,False
86,136533,2024-04-05 09:50:05,2.0,1652.4200439453125,1,1.0,826.2100219726562,,,,,,,,,,,2.0,1652.4200439453125,,,5,4,2024,4,False,False,False
87,942001,2023-09-08 18:10:12,3.0,2014.6499633789062,1,0.0,671.5499877929688,,,,,,,,,,,3.0,2014.6499633789062,,,8,9,2023,4,False,False,False
88,679284,2024-10-25 21:54:38,3.0,2633.6700439453125,1,1.0,877.8900146484375,,,,,,,,,,,3.0,2633.6700439453125,,,25,10,2024,4,False,False,False
90,992178,2024-11-03 13:30:45,3.0,1897.2899780273438,1,0.0,632.4299926757812,,,,,,,,,,,3.0,1897.2899780273438,,,3,11,2024,6,True,False,False
94,361361,2024-01-07 08:11:57,3.0,2478.6300659179688,1,1.0,826.2100219726562,,,,,,,,,,,3.0,2478.6300659179688,,,7,1,2024,6,True,False,False
97,952168,2024-08-02 19:47:04,3.0,710.8499908447266,1,0.0,236.9499969482422,,,,,,,,,,,3.0,710.8499908447266,,,2,8,2024,4,False,False,False
98,760828,2023-08-10 20:40:24,2.0,1126.9000244140625,1,0.0,563.4500122070312,,,,,,,,,,,2.0,1126.9000244140625,,,10,8,2023,3,False,False,False
99,136533,2023-09-19 05:05:23,2.0,1652.4200439453125,1,1.0,826.2100219726562,,,,,,,,,,,2.0,1652.4200439453125,,,19,9,2023,1,False,False,False
100,661577,2023-07-26 15:38:48,1.0,720.9500122070312,1,0.0,720.9500122070312,,,,,,,,,,,1.0,720.9500122070312,,,26,7,2023,2,False,False,False
101,876139,2023-05-16 11:42:38,1.0,415.75,1,0.0,415.75,,,,,,,,,,,1.0,415.75,,,16,5,2023,1,False,False,False
102,799459,2024-06-16 04:26:49,1.0,852.02001953125,1,1.0,852.02001953125,,,,,,,,,,,1.0,852.02001953125,,,16,6,2024,6,True,False,False
103,762527,2023-05-03 12:11:25,1.0,690.0800170898438,1,0.0,690.0800170898438,,,,,,,,,,,1.0,690.0800170898438,,,3,5,2023,2,False,False,False
106,969851,2023-11-17 16:40:52,3.0,1021.9800109863281,1,0.0,340.6600036621094,,,,,,,,,,,3.0,1021.9800109863281,,,17,11,2023,4,False,False,False
109,378676,2023-03-18 11:29:14,3.0,2644.2599487304688,1,1.0,881.4199829101562,,,,,,,,,,,3.0,2644.2599487304688,,,18,3,2023,5,True,False,False
112,317242,2024-06-24 07:55:26,1.0,198.1499938964844,1,0.0,198.1499938964844,,,,,,,,,,,1.0,198.1499938964844,,,24,6,2024,0,False,False,False
113,53833,2023-11-24 04:24:42,1.0,134.69000244140625,1,0.0,134.69000244140625,,,,,,,,,,,1.0,134.69000244140625,,,24,11,2023,4,False,False,False
115,500739,2024-03-31 06:26:48,2.0,719.9600219726562,1,0.0,359.9800109863281,,,,,,,,,,,2.0,719.9600219726562,,,31,3,2024,6,True,False,True
118,784673,2024-01-24 10:55:37,1.0,491.3900146484375,1,0.0,491.3900146484375,,,,,,,,,,,1.0,491.3900146484375,,,24,1,2024,2,False,False,False
119,440875,2023-05-28 01:37:07,3.0,825.0899963378906,1,0.0,275.0299987792969,,,,,,,,,,,3.0,825.0899963378906,,,28,5,2023,6,True,False,False
120,6405,2023-09-27 17:13:16,2.0,473.01998901367193,1,0.0,236.50999450683597,,,,,,,,,,,2.0,473.01998901367193,,,27,9,2023,2,False,False,False
122,762527,2023-11-22 08:33:47,3.0,2070.2400512695312,1,0.0,690.0800170898438,,,,,,,,,,,3.0,2070.2400512695312,,,22,11,2023,2,False,False,False
123,313754,2024-08-26 00:46:08,3.0,409.8000183105469,1,0.0,136.60000610351562,,,,,,,,,,,3.0,409.8000183105469,,,26,8,2024,0,False,False,False
124,435929,2024-02-05 18:30:30,3.0,2570.6700439453125,1,1.0,856.8900146484375,,,,,,,,,,,3.0,2570.6700439453125,,,5,2,2024,0,False,False,False
125,274207,2023-11-21 18:34:51,2.0,657.02001953125,1,0.0,328.510009765625,,,,,,,,,,,2.0,657.02001953125,,,21,11,2023,1,False,False,False
128,171602,2024-08-26 21:19:15,1.0,883.4400024414062,1,1.0,883.4400024414062,,,,,,,,,,,1.0,883.4400024414062,,,26,8,2024,0,False,False,False
129,4452,2023-11-20 04:53:01,1.0,169.8800048828125,1,0.0,169.8800048828125,,,,,,,,,,,1.0,169.8800048828125,,,20,11,2023,0,False,False,False
133,818522,2023-04-08 09:17:28,2.0,192.17999267578125,1,0.0,96.08999633789062,,,,,,,,,,,2.0,192.17999267578125,,,8,4,2023,5,True,False,False
134,712307,2024-02-06 13:34:26,1.0,264.8900146484375,1,0.0,264.8900146484375,,,,,,,,,,,1.0,264.8900146484375,,,6,2,2024,1,False,False,False
137,114414,2024-09-23 05:09:07,3.0,2496.1799926757812,1,1.0,832.0599975585938,,,,,,,,,,,3.0,2496.1799926757812,,,23,9,2024,0,False,False,False
141,897083,2023-09-18 20:11:21,2.0,1945.3800048828125,1,1.0,972.6900024414062,,,,,,,,,,,2.0,1945.3800048828125,,,18,9,2023,0,False,False,False
143,433521,2024-01-27 19:44:55,1.0,321.3299865722656,1,0.0,321.3299865722656,,,,,,,,,,,1.0,321.3299865722656,,,27,1,2024,5,True,False,False
146,669378,2023-06-27 09:50:08,2.0,424.2799987792969,1,0.0,212.13999938964844,,,,,,,,,,,2.0,424.2799987792969,,,27,6,2023,1,False,False,False
151,287070,2024-02-15 20:07:56,2.0,886.3400268554688,1,0.0,443.1700134277344,,,,,,,,,,,2.0,886.3400268554688,,,15,2,2024,3,False,False,False
153,140154,2023-06-18 16:06:43,2.0,342.3999938964844,1,0.0,171.1999969482422,,,,,,,,,,,2.0,342.3999938964844,,,18,6,2023,6,True,False,False
155,606256,2024-04-12 11:16:31,2.0,738.5599975585938,1,0.0,369.2799987792969,,,,,,,,,,,2.0,738.5599975585938,,,12,4,2024,4,False,False,False
157,300159,2023-12-08 11:59:55,2.0,88.69999694824217,1,0.0,44.34999847412109,,,,,,,,,,,2.0,88.69999694824217,,,8,12,2023,4,False,False,False
158,327290,2024-04-07 00:19:29,1.0,862.280029296875,1,1.0,862.280029296875,,,,,,,,,,,1.0,862.280029296875,,,7,4,2024,6,True,False,False
162,328457,2024-05-17 13:22:20,2.0,1717.1400146484375,1,1.0,858.5700073242188,,,,,,,,,,,2.0,1717.1400146484375,,,17,5,2024,4,False,False,False
163,56589,2024-07-11 03:41:04,1.0,517.77001953125,1,0.0,517.77001953125,,,,,,,,,,,1.0,517.77001953125,,,11,7,2024,3,False,False,False
164,589812,2024-03-08 20:49:16,3.0,489.0899963378906,1,0.0,163.02999877929688,,,,,,,,,,,3.0,489.0899963378906,,,8,3,2024,4,False,False,False
166,654623,2023-12-29 19:19:39,2.0,844.280029296875,1,0.0,422.1400146484375,,,,,,,,,,,2.0,844.280029296875,,,29,12,2023,4,False,False,False
167,798639,2024-01-04 08:02:14,3.0,633.75,1,0.0,211.25,,,,,,,,,,,3.0,633.75,,,4,1,2024,3,False,False,False
168,557908,2023-11-17 16:39:04,3.0,2827.109985351563,1,1.0,942.3699951171876,,,,,,,,,,,3.0,2827.109985351563,,,17,11,2023,4,False,False,False
172,894539,2024-09-28 21:59:52,2.0,890.9600219726562,1,0.0,445.4800109863281,,,,,,,,,,,2.0,890.9600219726562,,,28,9,2024,5,True,False,False
174,373536,2023-08-11 18:13:54,2.0,988.3400268554688,1,0.0,494.1700134277344,,,,,,,,,,,2.0,988.3400268554688,,,11,8,2023,4,False,False,False
176,647462,2023-06-22 01:02:47,2.0,652.8400268554688,1,0.0,326.4200134277344,,,,,,,,,,,2.0,652.8400268554688,,,22,6,2023,3,False,False,False
178,516376,2024-04-23 12:52:28,2.0,1754.8599853515625,1,1.0,877.4299926757812,,,,,,,,,,,2.0,1754.8599853515625,,,23,4,2024,1,False,False,False
179,760684,2024-07-27 10:24:02,3.0,214.79999542236328,1,0.0,71.5999984741211,,,,,,,,,,,3.0,214.79999542236328,,,27,7,2024,5,True,False,False
181,767398,2023-07-28 06:09:08,3.0,66.41999816894533,1,0.0,22.13999938964844,,,,,,,,,,,3.0,66.41999816894533,,,28,7,2023,4,False,False,False
182,851978,2023-10-30 21:27:11,1.0,715.719970703125,1,0.0,715.719970703125,,,,,,,,,,,1.0,715.719970703125,,,30,10,2023,0,False,False,False
183,491521,2023-12-13 09:25:07,2.0,1112.699951171875,1,0.0,556.3499755859375,,,,,,,,,,,2.0,1112.699951171875,,,13,12,2023,2,False,False,False
184,760684,2024-09-10 03:53:21,2.0,143.1999969482422,1,0.0,71.5999984741211,,,,,,,,,,,2.0,143.1999969482422,,,10,9,2024,1,False,False,False
189,613942,2024-04-04 00:35:20,1.0,545.0,1,0.0,545.0,,,,,,,,,,,1.0,545.0,,,4,4,2024,3,False,False,False
190,491314,2023-06-08 14:26:52,2.0,1946.8800048828125,1,1.0,973.4400024414062,,,,,,,,,,,2.0,1946.8800048828125,,,8,6,2023,3,False,False,False
191,39154,2024-01-30 23:25:16,2.0,1893.7199707031248,1,1.0,946.8599853515624,,,,,,,,,,,2.0,1893.7199707031248,,,30,1,2024,1,False,False,False
192,82484,2024-05-07 09:15:34,1.0,914.8800048828124,1,1.0,914.8800048828124,,,,,,,,,,,1.0,914.8800048828124,,,7,5,2024,1,False,False,False
193,707935,2024-09-20 13:30:47,1.0,820.9000244140625,1,1.0,820.9000244140625,,,,,,,,,,,1.0,820.9000244140625,,,20,9,2024,4,False,False,False
194,969851,2024-05-26 04:28:43,3.0,1021.9800109863281,1,0.0,340.6600036621094,,,,,,,,,,,3.0,1021.9800109863281,,,26,5,2024,6,True,False,False
200,11422,2023-12-21 14:21:21,2.0,254.32000732421875,1,0.0,127.16000366210938,,,,,,,,,,,2.0,254.32000732421875,,,21,12,2023,3,False,False,False
201,194682,2024-08-29 01:12:55,2.0,1824.5799560546875,1,1.0,912.2899780273438,,,,,,,,,,,2.0,1824.5799560546875,,,29,8,2024,3,False,False,False
202,760684,2023-11-26 19:26:31,1.0,71.5999984741211,1,0.0,71.5999984741211,,,,,,,,,,,1.0,71.5999984741211,,,26,11,2023,6,True,False,False
203,961614,2023-11-24 07:41:51,3.0,681.6600036621094,1,0.0,227.22000122070312,,,,,,,,,,,3.0,681.6600036621094,,,24,11,2023,4,False,False,False
204,70969,2024-05-24 14:58:37,2.0,1263.4000244140625,1,0.0,631.7000122070312,,,,,,,,,,,2.0,1263.4000244140625,,,24,5,2024,4,False,False,False
205,305754,2023-12-23 12:41:15,1.0,979.989990234375,1,1.0,979.989990234375,,,,,,,,,,,1.0,979.989990234375,,,23,12,2023,5,True,False,False
208,337168,2024-05-31 05:15:00,2.0,1090.97998046875,1,0.0,545.489990234375,,,,,,,,,,,2.0,1090.97998046875,,,31,5,2024,4,False,False,True
209,672059,2024-07-07 02:41:18,3.0,2018.18994140625,1,0.0,672.72998046875,,,,,,,,,,,3.0,2018.18994140625,,,7,7,2024,6,True,False,False
210,925482,2024-04-30 04:27:38,3.0,1425.1200256347656,1,0.0,475.0400085449219,,,,,,,,,,,3.0,1425.1200256347656,,,30,4,2024,1,False,False,True
212,606256,2023-06-11 16:33:08,1.0,369.2799987792969,1,0.0,369.2799987792969,,,,,,,,,,,1.0,369.2799987792969,,,11,6,2023,6,True,False,False
214,137909,2024-02-27 00:21:45,3.0,2592.8999633789062,1,1.0,864.2999877929688,,,,,,,,,,,3.0,2592.8999633789062,,,27,2,2024,1,False,False,False
216,256783,2024-05-28 19:41:00,2.0,1813.0799560546875,1,1.0,906.5399780273438,,,,,,,,,,,2.0,1813.0799560546875,,,28,5,2024,1,False,False,False
220,990993,2023-03-29 01:21:40,3.0,791.1000366210938,1,0.0,263.70001220703125,,,,,,,,,,,3.0,791.1000366210938,,,29,3,2023,2,False,False,False
221,592784,2023-05-06 10:54:36,1.0,280.3500061035156,1,0.0,280.3500061035156,,,,,,,,,,,1.0,280.3500061035156,,,6,5,2023,5,True,False,False
224,6405,2024-06-27 04:28:30,2.0,473.01998901367193,1,0.0,236.50999450683597,,,,,,,,,,,2.0,473.01998901367193,,,27,6,2024,3,False,False,False
229,306177,2024-07-29 18:08:33,1.0,769.239990234375,1,0.0,769.239990234375,,,,,,,,,,,1.0,769.239990234375,,,29,7,2024,0,False,False,False
230,256051,2024-01-21 17:57:30,2.0,801.8400268554688,1,0.0,400.9200134277344,,,,,,,,,,,2.0,801.8400268554688,,,21,1,2024,6,True,False,False
232,853932,2023-04-25 00:03:41,1.0,941.1900024414062,1,1.0,941.1900024414062,,,,,,,,,,,1.0,941.1900024414062,,,25,4,2023,1,False,False,False
234,747801,2023-05-06 21:35:32,2.0,555.52001953125,1,0.0,277.760009765625,,,,,,,,,,,2.0,555.52001953125,,,6,5,2023,5,True,False,False
235,654623,2024-09-09 21:59:31,3.0,1266.4200439453125,1,0.0,422.1400146484375,,,,,,,,,,,3.0,1266.4200439453125,,,9,9,2024,0,False,False,False
237,962591,2023-07-09 14:00:48,1.0,130.00999450683594,1,0.0,130.00999450683594,,,,,,,,,,,1.0,130.00999450683594,,,9,7,2023,6,True,False,False
238,757274,2024-08-21 19:41:28,1.0,98.31999969482422,1,0.0,98.31999969482422,,,,,,,,,,,1.0,98.31999969482422,,,21,8,2024,2,False,False,False
240,704868,2024-04-12 15:00:38,3.0,580.3800201416016,1,0.0,193.4600067138672,,,,,,,,,,,3.0,580.3800201416016,,,12,4,2024,4,False,False,False
241,914071,2023-05-30 14:19:46,3.0,890.8200073242188,1,0.0,296.94000244140625,,,,,,,,,,,3.0,890.8200073242188,,,30,5,2023,1,False,False,False
244,880510,2023-04-21 18:23:42,1.0,951.4299926757812,1,1.0,951.4299926757812,,,,,,,,,,,1.0,951.4299926757812,,,21,4,2023,4,False,False,False
245,187399,2023-04-16 07:58:44,3.0,160.4700050354004,1,0.0,53.4900016784668,,,,,,,,,,,3.0,160.4700050354004,,,16,4,2023,6,True,False,False
249,500633,2023-05-14 22:03:21,3.0,463.5,1,0.0,154.5,,,,,,,,,,,3.0,463.5,,,14,5,2023,6,True,False,False
250,807452,2024-05-03 06:21:51,1.0,144.19000244140625,1,0.0,144.19000244140625,,,,,,,,,,,1.0,144.19000244140625,,,3,5,2024,4,False,False,False
254,67197,2024-08-01 00:33:39,3.0,1656.6000366210938,1,0.0,552.2000122070312,,,,,,,,,,,3.0,1656.6000366210938,,,1,8,2024,3,False,True,False
255,661577,2023-03-28 19:54:34,1.0,720.9500122070312,1,0.0,720.9500122070312,,,,,,,,,,,1.0,720.9500122070312,,,28,3,2023,1,False,False,False
256,540618,2024-09-25 14:05:58,2.0,634.0999755859375,1,0.0,317.04998779296875,,,,,,,,,,,2.0,634.0999755859375,,,25,9,2024,2,False,False,False
257,319388,2024-09-23 10:09:54,3.0,1973.3999633789062,1,0.0,657.7999877929688,,,,,,,,,,,3.0,1973.3999633789062,,,23,9,2024,0,False,False,False
261,712003,2023-06-09 22:33:12,1.0,671.6799926757812,1,0.0,671.6799926757812,,,,,,,,,,,1.0,671.6799926757812,,,9,6,2023,4,False,False,False
262,883013,2024-05-31 21:21:14,1.0,989.8800048828124,1,1.0,989.8800048828124,,,,,,,,,,,1.0,989.8800048828124,,,31,5,2024,4,False,False,True
263,669378,2023-10-19 11:20:42,1.0,212.13999938964844,1,0.0,212.13999938964844,,,,,,,,,,,1.0,212.13999938964844,,,19,10,2023,3,False,False,False
271,131748,2024-05-12 12:29:32,1.0,81.3499984741211,1,0.0,81.3499984741211,,,,,,,,,,,1.0,81.3499984741211,,,12,5,2024,6,True,False,False
272,51036,2023-10-15 15:42:58,2.0,1863.2199707031248,1,1.0,931.6099853515624,,,,,,,,,,,2.0,1863.2199707031248,,,15,10,2023,6,True,False,False
274,537274,2023-12-28 16:37:59,2.0,1405.4200439453125,1,0.0,702.7100219726562,,,,,,,,,,,2.0,1405.4200439453125,,,28,12,2023,3,False,False,False
276,274207,2023-05-05 17:48:38,2.0,657.02001953125,1,0.0,328.510009765625,,,,,,,,,,,2.0,657.02001953125,,,5,5,2023,4,False,False,False
277,818990,2023-08-26 02:57:43,2.0,327.1000061035156,1,0.0,163.5500030517578,,,,,,,,,,,2.0,327.1000061035156,,,26,8,2023,5,True,False,False
278,644847,2023-06-02 00:26:35,1.0,622.8099975585938,1,0.0,622.8099975585938,,,,,,,,,,,1.0,622.8099975585938,,,2,6,2023,4,False,False,False
279,124290,2023-05-30 19:17:37,3.0,118.95000457763672,1,0.0,39.650001525878906,,,,,,,,,,,3.0,118.95000457763672,,,30,5,2023,1,False,False,False
280,94225,2024-11-03 10:59:49,2.0,154.22000122070312,1,0.0,77.11000061035156,,,,,,,,,,,2.0,154.22000122070312,,,3,11,2024,6,True,False,False
284,602241,2024-10-26 14:35:25,3.0,2929.6499633789062,1,1.0,976.5499877929688,,,,,,,,,,,3.0,2929.6499633789062,,,26,10,2024,5,True,False,False
285,589812,2023-05-19 07:38:24,3.0,489.0899963378906,1,0.0,163.02999877929688,,,,,,,,,,,3.0,489.0899963378906,,,19,5,2023,4,False,False,False
286,36412,2024-04-20 22:07:04,3.0,1193.039978027344,1,0.0,397.6799926757813,,,,,,,,,,,3.0,1193.039978027344,,,20,4,2024,5,True,False,False
287,990993,2024-07-11 05:59:50,2.0,527.4000244140625,1,0.0,263.70001220703125,,,,,,,,,,,2.0,527.4000244140625,,,11,7,2024,3,False,False,False
288,913428,2024-06-11 18:11:31,2.0,784.4400024414062,1,0.0,392.2200012207031,,,,,,,,,,,2.0,784.4400024414062,,,11,6,2024,1,False,False,False
289,692985,2024-03-22 15:56:37,1.0,197.38999938964844,1,0.0,197.38999938964844,,,,,,,,,,,1.0,197.38999938964844,,,22,3,2024,4,False,False,False
290,284460,2024-10-29 01:18:06,1.0,505.9500122070313,1,0.0,505.9500122070313,,,,,,,,,,,1.0,505.9500122070313,,,29,10,2024,1,False,False,False
291,140154,2023-05-10 23:35:01,1.0,171.1999969482422,1,0.0,171.1999969482422,,,,,,,,,,,1.0,171.1999969482422,,,10,5,2023,2,False,False,False
292,613942,2024-02-13 07:46:49,3.0,1635.0,1,0.0,545.0,,,,,,,,,,,3.0,1635.0,,,13,2,2024,1,False,False,False
296,171602,2024-01-12 18:22:15,1.0,883.4400024414062,1,1.0,883.4400024414062,,,,,,,,,,,1.0,883.4400024414062,,,12,1,2024,4,False,False,False
297,970529,2024-05-11 05:13:19,1.0,827.4400024414062,1,1.0,827.4400024414062,,,,,,,,,,,1.0,827.4400024414062,,,11,5,2024,5,True,False,False
298,760684,2023-05-06 15:36:15,1.0,71.5999984741211,1,0.0,71.5999984741211,,,,,,,,,,,1.0,71.5999984741211,,,6,5,2023,5,True,False,False
299,659290,2023-07-24 17:07:37,2.0,638.6799926757812,1,0.0,319.3399963378906,,,,,,,,,,,2.0,638.6799926757812,,,24,7,2023,0,False,False,False
303,564692,2024-06-23 03:12:15,3.0,646.9499816894532,1,0.0,215.6499938964844,,,,,,,,,,,3.0,646.9499816894532,,,23,6,2024,6,True,False,False
309,952168,2024-08-25 23:46:26,3.0,710.8499908447266,1,0.0,236.9499969482422,,,,,,,,,,,3.0,710.8499908447266,,,25,8,2024,6,True,False,False
311,378287,2023-04-26 12:34:26,3.0,998.5199890136719,1,0.0,332.8399963378906,,,,,,,,,,,3.0,998.5199890136719,,,26,4,2023,2,False,False,False
313,644847,2023-07-08 00:21:18,2.0,1245.6199951171875,1,0.0,622.8099975585938,,,,,,,,,,,2.0,1245.6199951171875,,,8,7,2023,5,True,False,False
315,140154,2024-06-23 18:54:35,1.0,171.1999969482422,1,0.0,171.1999969482422,,,,,,,,,,,1.0,171.1999969482422,,,23,6,2024,6,True,False,False
319,240179,2023-11-04 22:21:56,3.0,271.6799926757813,1,0.0,90.55999755859376,,,,,,,,,,,3.0,271.6799926757813,,,4,11,2023,5,True,False,False
323,15314,2023-03-28 07:24:51,1.0,578.8499755859375,1,0.0,578.8499755859375,,,,,,,,,,,1.0,578.8499755859375,,,28,3,2023,1,False,False,False
324,965755,2023-07-06 21:46:44,1.0,532.5700073242188,1,0.0,532.5700073242188,,,,,,,,,,,1.0,532.5700073242188,,,6,7,2023,3,False,False,False
