order_id,customer_id,order_date,order_total,payment_method,store_id,promised_delivery_time,actual_delivery_time,delivery_status,delivery_delay_hrs
101613683,43377076,2023-06-29 20:45:29,1314.0899658203125,Card,3603,2023-06-29 21:03:29,2023-06-29 20:58:29,On Time,-0.08333333333333333
101816977,26903313,2024-02-20 06:23:43,3486.10009765625,Wallet,949,2024-02-20 06:37:43,2024-02-20 06:41:43,On Time,0.06666666666666667
102639985,40392019,2023-08-27 06:58:21,3686.280029296875,Wallet,4639,2023-08-27 07:12:21,2023-08-27 07:15:21,On Time,0.05
103589925,65406127,2024-05-17 23:30:05,3805.989990234375,Upi,8251,2024-05-17 23:42:05,2024-05-17 23:52:05,Slightly Delayed,0.16666666666666666
105578518,38615653,2024-03-03 01:59:51,1034.1600341796875,Cash,3362,2024-03-03 02:13:51,2024-03-03 02:27:51,Slightly Delayed,0.23333333333333334
110303417,57566548,2024-05-24 01:48:07,2258.2900390625,Wallet,7725,2024-05-24 02:08:07,2024-05-24 02:08:07,On Time,0.0
111296281,28413467,2024-05-28 15:17:09,4414.18994140625,Upi,348,2024-05-28 15:30:09,2024-05-28 15:28:09,On Time,-0.03333333333333333
112658009,35144658,2023-07-11 17:41:34,3834.360107421875,Cash,8111,2023-07-11 17:55:34,2023-07-11 17:52:34,On Time,-0.05
114306835,13251137,2024-02-06 20:32:16,2885.110107421875,Wallet,3692,2024-02-06 20:47:16,2024-02-06 20:52:16,On Time,0.08333333333333333
114851727,46875863,2024-10-04 03:16:47,1944.2900390625,Wallet,1875,2024-10-04 03:26:47,2024-10-04 03:25:47,On Time,-0.016666666666666666
120178110,65294340,2024-01-21 01:20:21,1508.300048828125,Wallet,6099,2024-01-21 01:37:21,2024-01-21 01:47:21,Slightly Delayed,0.16666666666666666
120996684,92455970,2023-10-02 11:21:59,3139.6201171875,Card,5536,2023-10-02 11:35:59,2023-10-02 11:45:59,Slightly Delayed,0.16666666666666666
121874867,94529626,2023-03-28 00:53:55,2596.919921875,Upi,7775,2023-03-28 01:10:55,2023-03-28 01:05:55,On Time,-0.08333333333333333
125551624,14693393,2024-08-12 21:32:30,4082.469970703125,Card,5715,2024-08-12 21:44:30,2024-08-12 21:44:30,On Time,0.0
127277515,35455991,2023-09-30 08:18:09,2838.47998046875,Card,3277,2023-09-30 08:37:09,2023-09-30 08:41:09,On Time,0.06666666666666667
131913576,48228547,2023-10-17 03:00:39,2136.820068359375,Wallet,3581,2023-10-17 03:10:39,2023-10-17 03:12:39,On Time,0.03333333333333333
135053432,10796846,2023-04-24 13:30:15,3330.43994140625,Wallet,5488,2023-04-24 13:50:15,2023-04-24 13:52:15,On Time,0.03333333333333333
137089318,6637282,2024-05-23 15:38:38,2254.260009765625,Wallet,4547,2024-05-23 15:53:38,2024-05-23 15:48:38,On Time,-0.08333333333333333
139417019,75566105,2023-07-09 20:06:51,561.5900268554688,Upi,6806,2023-07-09 20:18:51,2023-07-09 20:23:51,On Time,0.08333333333333333
140980199,27504517,2024-03-05 14:09:06,769.7000122070312,Upi,4915,2024-03-05 14:27:06,2024-03-05 14:36:06,Slightly Delayed,0.15
143399998,46686696,2024-10-17 13:55:44,481.6300048828125,Upi,833,2024-10-17 14:13:44,2024-10-17 14:24:44,Slightly Delayed,0.18333333333333332
145057465,54923640,2024-11-02 08:51:51,1590.1700439453125,Cash,3887,2024-11-02 09:09:51,2024-11-02 09:04:51,On Time,-0.08333333333333333
147066568,44149982,2024-07-12 07:44:16,1180.6300048828125,Cash,9742,2024-07-12 07:58:16,2024-07-12 07:55:16,On Time,-0.05
148408710,60565603,2024-01-01 01:57:47,423.55999755859375,Wallet,6403,2024-01-01 02:13:47,2024-01-01 02:17:47,On Time,0.06666666666666667
155295996,24517523,2024-06-29 02:58:57,4190.02001953125,Cash,5219,2024-06-29 03:16:57,2024-06-29 03:20:57,On Time,0.06666666666666667
155568486,36517334,2023-12-26 04:56:10,936.97998046875,Upi,3309,2023-12-26 05:07:10,2023-12-26 05:09:10,On Time,0.03333333333333333
155669553,88779806,2023-04-06 14:25:38,2239.85009765625,Upi,3785,2023-04-06 14:38:38,2023-04-06 14:36:38,On Time,-0.03333333333333333
156346853,57331847,2023-03-30 09:00:22,1506.3800048828125,Card,5266,2023-03-30 09:13:22,2023-03-30 09:28:22,Slightly Delayed,0.25
159394992,35358395,2024-08-06 06:44:30,611.7100219726562,Card,9812,2024-08-06 06:59:30,2024-08-06 07:00:30,On Time,0.016666666666666666
163895717,61982521,2023-11-02 04:41:21,2751.590087890625,Upi,5871,2023-11-02 05:01:21,2023-11-02 04:58:21,On Time,-0.05
168067196,11071601,2024-07-16 13:16:12,1398.0,Cash,6357,2024-07-16 13:30:12,2024-07-16 13:35:12,On Time,0.08333333333333333
168180571,89910157,2023-03-16 14:50:01,563.4500122070312,Cash,6130,2023-03-16 15:06:01,2023-03-16 15:16:01,Slightly Delayed,0.16666666666666666
168804744,25128143,2023-10-28 07:21:34,3450.590087890625,Card,4909,2023-10-28 07:34:34,2023-10-28 07:34:34,On Time,0.0
169590729,10019218,2024-05-23 05:12:37,2086.360107421875,Cash,2744,2024-05-23 05:28:37,2024-05-23 05:24:37,On Time,-0.06666666666666667
169867835,59545278,2023-08-16 22:27:20,632.4299926757812,Wallet,5315,2023-08-16 22:39:20,2023-08-16 22:37:20,On Time,-0.03333333333333333
172987148,71607166,2024-11-03 16:39:53,2924.7099609375,Cash,4430,2024-11-03 16:56:53,2024-11-03 17:21:53,Significantly Delayed,0.4166666666666667
173709007,43034188,2023-10-09 03:17:24,2685.030029296875,Upi,3627,2023-10-09 03:27:24,2023-10-09 03:48:24,Significantly Delayed,0.35
174306009,87457446,2024-08-09 00:24:44,2424.070068359375,Upi,626,2024-08-09 00:35:44,2024-08-09 01:02:44,Significantly Delayed,0.45
176509722,65221572,2023-10-16 22:34:31,2319.64990234375,Upi,6275,2023-10-16 22:46:31,2023-10-16 22:44:31,On Time,-0.03333333333333333
177850987,51174875,2023-11-07 14:08:48,1934.6700439453125,Upi,6015,2023-11-07 14:25:48,2023-11-07 14:22:48,On Time,-0.05
178737268,2164524,2023-06-18 19:52:44,726.4099731445312,Upi,5088,2023-06-18 20:05:44,2023-06-18 20:04:44,On Time,-0.016666666666666666
183165359,73098723,2023-05-24 06:47:39,90.55999755859375,Wallet,6151,2023-05-24 07:03:39,2023-05-24 07:32:39,Significantly Delayed,0.48333333333333334
184844043,33331259,2023-12-07 05:00:07,2146.320068359375,Card,6656,2023-12-07 05:13:07,2023-12-07 05:08:07,On Time,-0.08333333333333333
186083059,67829645,2024-07-01 20:22:07,1855.6400146484375,Wallet,6265,2024-07-01 20:32:07,2024-07-01 20:36:07,On Time,0.06666666666666667
187728451,63262519,2023-11-27 21:06:51,4088.1298828125,Wallet,497,2023-11-27 21:16:51,2023-11-27 21:15:51,On Time,-0.016666666666666666
189431942,58115779,2024-01-23 12:27:16,163.02999877929688,Upi,3363,2024-01-23 12:47:16,2024-01-23 12:45:16,On Time,-0.03333333333333333
192109127,82854537,2024-09-16 08:29:24,3949.02001953125,Card,3033,2024-09-16 08:39:24,2024-09-16 08:49:24,Slightly Delayed,0.16666666666666666
194459698,88553721,2023-06-15 15:44:24,2203.93994140625,Card,723,2023-06-15 15:59:24,2023-06-15 15:58:24,On Time,-0.016666666666666666
196885435,88045094,2023-06-25 02:20:56,96.08999633789062,Wallet,8392,2023-06-25 02:40:56,2023-06-25 02:42:56,On Time,0.03333333333333333
199903168,99627097,2023-04-16 10:59:20,1440.0400390625,Upi,2391,2023-04-16 11:14:20,2023-04-16 11:11:20,On Time,-0.05
200000051,8632679,2023-10-04 20:08:09,1442.989990234375,Upi,4060,2023-10-04 20:21:09,2023-10-04 20:17:09,On Time,-0.06666666666666667
202466684,74840437,2023-08-08 06:00:23,2939.419921875,Wallet,7242,2023-08-08 06:16:23,2023-08-08 06:11:23,On Time,-0.08333333333333333
203136866,91320466,2024-06-11 12:26:47,826.2100219726562,Wallet,6082,2024-06-11 12:37:47,2024-06-11 12:36:47,On Time,-0.016666666666666666
208989475,94713625,2023-03-16 11:38:32,2973.06005859375,Cash,5189,2023-03-16 11:50:32,2023-03-16 11:48:32,On Time,-0.03333333333333333
209044447,2058037,2024-10-05 00:02:57,1039.469970703125,Cash,3068,2024-10-05 00:22:57,2024-10-05 00:24:57,On Time,0.03333333333333333
210693801,71235336,2024-08-21 03:59:25,3561.219970703125,Upi,4184,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,0.03333333333333333
212856641,51994597,2024-11-02 10:51:18,949.72998046875,Cash,5233,2024-11-02 11:02:18,2024-11-02 10:57:18,On Time,-0.08333333333333333
213972345,71252391,2024-06-14 23:11:09,3895.7099609375,Card,8230,2024-06-14 23:26:09,2024-06-14 23:28:09,On Time,0.03333333333333333
214919848,47125914,2024-01-06 07:43:13,2503.81005859375,Cash,520,2024-01-06 08:00:13,2024-01-06 08:05:13,On Time,0.08333333333333333
218670241,70220141,2023-06-07 03:22:10,497.0899963378906,Upi,5323,2023-06-07 03:38:10,2023-06-07 03:54:10,Significantly Delayed,0.26666666666666666
218821567,95428692,2024-03-08 20:49:16,1711.1500244140625,Cash,164,2024-03-08 21:08:16,2024-03-08 21:04:16,On Time,-0.06666666666666667
222955546,51661209,2023-09-27 18:47:23,123.30000305175781,Wallet,6514,2023-09-27 19:02:23,2023-09-27 19:24:23,Significantly Delayed,0.36666666666666664
225195662,76202036,2024-08-30 19:21:40,284.69000244140625,Card,4605,2024-08-30 19:41:40,2024-08-30 19:48:40,Slightly Delayed,0.11666666666666667
227162938,28111842,2024-04-18 07:07:08,3716.89990234375,Cash,9199,2024-04-18 07:25:08,2024-04-18 07:23:08,On Time,-0.03333333333333333
227511348,11775073,2024-08-01 15:43:56,2388.22998046875,Card,4665,2024-08-01 16:01:56,2024-08-01 16:02:56,On Time,0.016666666666666666
231328814,25287111,2024-04-19 04:03:27,2506.929931640625,Wallet,7970,2024-04-19 04:16:27,2024-04-19 04:25:27,Slightly Delayed,0.15
233646065,16379942,2023-09-19 22:28:29,578.8499755859375,Wallet,2400,2023-09-19 22:43:29,2023-09-19 22:48:29,On Time,0.08333333333333333
238484255,73869823,2024-04-11 04:03:43,4305.06005859375,Cash,4132,2024-04-11 04:18:43,2024-04-11 04:20:43,On Time,0.03333333333333333
238520071,77320193,2024-02-20 05:25:38,852.02001953125,Cash,1203,2024-02-20 05:44:38,2024-02-20 05:47:38,On Time,0.05
239830094,99627097,2023-08-17 09:02:54,416.6499938964844,Cash,451,2023-08-17 09:17:54,2023-08-17 09:15:54,On Time,-0.03333333333333333
242240959,64562786,2024-01-26 15:20:01,1406.300048828125,Cash,5298,2024-01-26 15:30:01,2024-01-26 15:34:01,On Time,0.06666666666666667
243077069,46623192,2024-04-25 18:34:34,1745.3199462890625,Upi,677,2024-04-25 18:54:34,2024-04-25 19:04:34,Slightly Delayed,0.16666666666666666
243819964,98225598,2023-12-03 09:22:31,1812.0899658203125,Wallet,2690,2023-12-03 09:42:31,2023-12-03 09:43:31,On Time,0.016666666666666666
246971181,376144,2023-07-30 14:12:21,3266.0,Upi,3131,2023-07-30 14:32:21,2023-07-30 14:34:21,On Time,0.03333333333333333
252964377,89531595,2024-05-31 08:22:32,1197.31005859375,Cash,2438,2024-05-31 08:33:32,2024-05-31 08:28:32,On Time,-0.08333333333333333
253430904,16543242,2023-07-08 00:55:44,1392.3199462890625,Upi,5277,2023-07-08 01:13:44,2023-07-08 01:09:44,On Time,-0.06666666666666667
259622674,61002154,2023-05-05 00:35:33,3081.3798828125,Card,5780,2023-05-05 00:47:33,2023-05-05 00:52:33,On Time,0.08333333333333333
259772553,2566268,2023-09-27 02:09:15,881.4199829101562,Card,7872,2023-09-27 02:25:15,2023-09-27 02:23:15,On Time,-0.03333333333333333
262562615,12059049,2023-04-09 04:43:09,2066.5,Wallet,4716,2023-04-09 04:55:09,2023-04-09 04:59:09,On Time,0.06666666666666667
266072469,49529811,2023-08-02 11:10:40,877.1699829101562,Wallet,6764,2023-08-02 11:23:40,2023-08-02 11:36:40,Slightly Delayed,0.21666666666666667
267738904,63368244,2023-10-24 23:10:36,3596.070068359375,Card,8030,2023-10-24 23:24:36,2023-10-24 23:38:36,Slightly Delayed,0.23333333333333334
271744331,47274329,2023-08-21 04:01:18,97.04000091552734,Upi,525,2023-08-21 04:12:18,2023-08-21 04:10:18,On Time,-0.03333333333333333
274320517,18567760,2024-08-23 04:13:36,1654.6600341796875,Wallet,1714,2024-08-23 04:28:36,2024-08-23 04:23:36,On Time,-0.08333333333333333
274530126,35278126,2023-04-08 21:52:31,1841.6600341796875,Cash,6058,2023-04-08 22:12:31,2023-04-08 22:34:31,Significantly Delayed,0.36666666666666664
274863669,39140039,2024-04-11 17:37:35,1785.6300048828125,Wallet,1959,2024-04-11 17:50:35,2024-04-11 17:48:35,On Time,-0.03333333333333333
277376321,89784343,2024-07-28 04:25:12,3694.47998046875,Wallet,3357,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,-0.016666666666666666
277502363,88203688,2023-12-28 13:54:57,2682.719970703125,Card,9608,2023-12-28 14:04:57,2023-12-28 14:09:57,On Time,0.08333333333333333
277700053,1174162,2023-08-15 19:15:25,190.08999633789062,Upi,3796,2023-08-15 19:26:25,2023-08-15 19:29:25,On Time,0.05
278794976,94137242,2023-03-18 11:29:14,3325.8701171875,Cash,109,2023-03-18 11:46:14,2023-03-18 11:50:14,On Time,0.06666666666666667
279851011,12967305,2023-04-11 09:45:14,3495.330078125,Card,6199,2023-04-11 09:58:14,2023-04-11 09:57:14,On Time,-0.016666666666666666
281421547,88520326,2023-05-20 20:11:04,4398.85986328125,Cash,3521,2023-05-20 20:22:04,2023-05-20 20:20:04,On Time,-0.03333333333333333
282887897,97492493,2023-09-19 23:21:12,3330.239990234375,Wallet,1577,2023-09-19 23:36:12,2023-09-19 23:32:12,On Time,-0.06666666666666667
283675535,20238921,2023-03-24 17:02:38,1413.3900146484375,Wallet,8980,2023-03-24 17:17:38,2023-03-24 17:14:38,On Time,-0.05
291439357,62679120,2023-04-11 02:13:39,2008.6199951171875,Upi,5860,2023-04-11 02:30:39,2023-04-11 02:33:39,On Time,0.05
291900074,625395,2024-10-02 17:17:52,2248.6298828125,Card,2983,2024-10-02 17:27:52,2024-10-02 17:22:52,On Time,-0.08333333333333333
293770293,45066676,2023-09-20 05:43:04,1019.25,Upi,9076,2023-09-20 05:57:04,2023-09-20 06:02:04,On Time,0.08333333333333333
299059193,26805477,2024-05-04 09:02:25,1520.699951171875,Upi,2427,2024-05-04 09:20:25,2024-05-04 09:23:25,On Time,0.05
299859815,2848415,2024-01-16 02:45:51,1233.3299560546875,Wallet,9397,2024-01-16 03:03:51,2024-01-16 03:13:51,Slightly Delayed,0.16666666666666666
304166272,34835738,2023-10-29 01:26:58,3896.330078125,Upi,2812,2023-10-29 01:37:58,2023-10-29 01:42:58,On Time,0.08333333333333333
305684588,46876240,2024-08-25 19:41:28,4199.85986328125,Upi,7499,2024-08-25 19:56:28,2024-08-25 20:12:28,Significantly Delayed,0.26666666666666666
310213322,12077371,2023-09-30 04:27:12,3179.909912109375,Upi,4253,2023-09-30 04:38:12,2023-09-30 04:46:12,Slightly Delayed,0.13333333333333333
313663478,6959437,2024-02-21 16:55:20,1184.4200439453125,Wallet,2287,2024-02-21 17:14:20,2024-02-21 17:17:20,On Time,0.05
327291657,67729191,2024-07-15 04:35:45,1560.18994140625,Upi,2807,2024-07-15 04:48:45,2024-07-15 04:44:45,On Time,-0.06666666666666667
328909145,36146306,2024-09-26 16:42:13,1851.1800537109375,Wallet,1169,2024-09-26 16:53:13,2024-09-26 16:57:13,On Time,0.06666666666666667
329790912,76925460,2024-08-04 10:24:41,4636.8798828125,Cash,6949,2024-08-04 10:38:41,2024-08-04 10:34:41,On Time,-0.06666666666666667
332975964,99824171,2023-09-21 01:37:40,2545.550048828125,Cash,9477,2023-09-21 01:52:40,2023-09-21 02:11:40,Significantly Delayed,0.31666666666666665
335575667,32929817,2023-09-07 06:07:54,3048.860107421875,Card,3663,2023-09-07 06:23:54,2023-09-07 06:24:54,On Time,0.016666666666666666
336103625,28663279,2024-05-16 19:07:33,3997.030029296875,Upi,3365,2024-05-16 19:22:33,2024-05-16 19:23:33,On Time,0.016666666666666666
336832815,10769994,2023-12-09 04:14:59,935.8099975585938,Upi,7500,2023-12-09 04:27:59,2023-12-09 04:38:59,Slightly Delayed,0.18333333333333332
338609144,12574626,2024-10-26 05:45:05,2731.77001953125,Cash,6708,2024-10-26 05:55:05,2024-10-26 05:52:05,On Time,-0.05
339410846,61618079,2023-05-06 15:36:15,967.739990234375,Card,298,2023-05-06 15:50:15,2023-05-06 15:45:15,On Time,-0.08333333333333333
340050407,68941950,2024-10-15 13:14:58,58.59000015258789,Cash,9482,2024-10-15 13:32:58,2024-10-15 13:29:58,On Time,-0.05
340113260,83039559,2024-02-27 15:25:27,869.510009765625,Card,2430,2024-02-27 15:38:27,2024-02-27 15:51:27,Slightly Delayed,0.21666666666666667
340451825,87691707,2024-09-25 19:16:34,2930.4599609375,Card,5783,2024-09-25 19:33:34,2024-09-25 19:31:34,On Time,-0.03333333333333333
341580530,45804389,2024-07-10 07:11:29,986.4600219726562,Cash,4398,2024-07-10 07:21:29,2024-07-10 07:42:29,Significantly Delayed,0.35
343050015,72263318,2023-04-21 06:20:18,1163.489990234375,Cash,3952,2023-04-21 06:40:18,2023-04-21 07:01:18,Significantly Delayed,0.35
343239069,41439103,2024-02-12 17:28:06,2655.219970703125,Upi,4746,2024-02-12 17:46:06,2024-02-12 17:45:06,On Time,-0.016666666666666666
343300311,37095171,2024-08-04 01:20:23,2120.739990234375,Wallet,9607,2024-08-04 01:37:23,2024-08-04 01:43:23,Slightly Delayed,0.1
343479370,5043760,2024-05-03 12:35:40,1820.8699951171875,Cash,4894,2024-05-03 12:55:40,2024-05-03 12:59:40,On Time,0.06666666666666667
344177904,44589829,2023-08-18 00:38:42,551.8800048828125,Cash,7870,2023-08-18 00:49:42,2023-08-18 00:58:42,Slightly Delayed,0.15
344554037,78847070,2023-11-10 08:19:48,3774.139892578125,Card,1578,2023-11-10 08:34:48,2023-11-10 08:52:48,Significantly Delayed,0.3
347093563,31026200,2024-09-23 13:17:00,2614.93994140625,Card,1463,2024-09-23 13:35:00,2024-09-23 13:53:00,Significantly Delayed,0.3
348782569,72415263,2023-09-23 08:26:21,3781.090087890625,Wallet,2837,2023-09-23 08:45:21,2023-09-23 08:56:21,Slightly Delayed,0.18333333333333332
349410429,42514124,2024-01-29 01:59:54,255.60000610351562,Wallet,6611,2024-01-29 02:15:54,2024-01-29 02:13:54,On Time,-0.03333333333333333
350719542,18642306,2024-10-06 06:59:00,1969.469970703125,Wallet,6884,2024-10-06 07:17:00,2024-10-06 07:14:00,On Time,-0.05
352037003,47955004,2024-01-28 03:46:56,2839.760009765625,Card,2840,2024-01-28 04:04:56,2024-01-28 04:00:56,On Time,-0.06666666666666667
352569720,65660660,2023-06-23 00:25:26,2081.260009765625,Wallet,9416,2023-06-23 00:39:26,2023-06-23 00:34:26,On Time,-0.08333333333333333
353571238,60561655,2024-01-01 15:51:24,1897.2099609375,Wallet,7966,2024-01-01 16:06:24,2024-01-01 16:10:24,On Time,0.06666666666666667
354149805,41164215,2024-04-17 21:44:47,1274.6199951171875,Cash,5877,2024-04-17 22:03:47,2024-04-17 22:04:47,On Time,0.016666666666666666
356236208,62068277,2023-08-08 13:12:46,1408.8299560546875,Cash,8913,2023-08-08 13:31:46,2023-08-08 13:36:46,On Time,0.08333333333333333
356495722,91312072,2024-06-02 00:20:24,1978.25,Wallet,8433,2024-06-02 00:34:24,2024-06-02 00:34:24,On Time,0.0
357437373,23126657,2023-05-10 06:00:22,3284.679931640625,Upi,2372,2023-05-10 06:20:22,2023-05-10 06:25:22,On Time,0.08333333333333333
359819834,12755730,2023-12-27 12:39:23,2060.9599609375,Upi,4535,2023-12-27 12:56:23,2023-12-27 13:25:23,Significantly Delayed,0.48333333333333334
361595059,70966268,2023-10-21 06:12:27,1854.550048828125,Cash,8346,2023-10-21 06:25:27,2023-10-21 06:21:27,On Time,-0.06666666666666667
365104159,19581959,2023-11-27 04:56:51,1770.47998046875,Card,5202,2023-11-27 05:08:51,2023-11-27 05:27:51,Significantly Delayed,0.31666666666666665
368599691,44030130,2024-10-22 16:16:46,3753.0,Wallet,1885,2024-10-22 16:36:46,2024-10-22 16:37:46,On Time,0.016666666666666666
369899578,44198187,2023-08-19 14:17:49,2313.219970703125,Cash,7302,2023-08-19 14:31:49,2023-08-19 14:32:49,On Time,0.016666666666666666
372962997,43799224,2024-04-18 00:11:51,325.0799865722656,Upi,8437,2024-04-18 00:28:51,2024-04-18 00:41:51,Slightly Delayed,0.21666666666666667
374186990,52215833,2023-08-09 01:17:30,1601.18994140625,Wallet,7955,2023-08-09 01:37:30,2023-08-09 01:44:30,Slightly Delayed,0.11666666666666667
378485826,75739462,2024-03-27 11:55:27,616.4500122070312,Upi,3677,2024-03-27 12:15:27,2024-03-27 12:15:27,On Time,0.0
379494532,9650263,2024-07-07 13:29:33,3609.27001953125,Upi,2058,2024-07-07 13:42:33,2024-07-07 13:44:33,On Time,0.03333333333333333
379758677,54139038,2023-12-26 22:43:09,1514.31005859375,Card,6636,2023-12-26 22:55:09,2023-12-26 23:08:09,Slightly Delayed,0.21666666666666667
