customer_id,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
5001749,Kota,761952,2023-06-06,Inactive,3,1623.47998046875
5009458,Thiruvananthapuram,525644,2023-08-17,Inactive,7,1712.1400146484375
5039883,Purnia,360444,2023-12-19,Inactive,15,610.989990234375
5043760,Davanagere,638623,2023-11-28,Regular,2,1154.93994140625
5135207,Moradabad,383404,2023-08-24,Premium,3,1438.22998046875
5140660,Akola,164050,2023-08-18,Inactive,17,908.6799926757812
5226128,Bhimavaram,227013,2024-03-09,New,10,1049.0999755859375
5228136,Ambarnath,314449,2024-09-30,Premium,19,500.1700134277344
5238055,Guntur,745044,2024-01-29,Regular,3,1166.6700439453125
5277675,Ghaziabad,373380,2024-10-22,Premium,9,1312.800048828125
5369136,Ambala,927996,2024-09-11,Regular,8,311.45001220703125
5386246,Kadapa,956529,2023-05-19,Inactive,5,1741.4200439453125
5418547,Pune,122989,2023-08-27,Regular,20,1693.6300048828125
5540556,Gangtok,166077,2023-08-28,Regular,13,273.4700012207031
5607734,Jamshedpur,260720,2024-09-01,Premium,8,603.4400024414062
5700842,Amravati,864006,2024-09-11,Regular,3,514.0599975585938
5712468,Thanjavur,858342,2024-03-25,Inactive,3,872.5700073242188
5716817,Aurangabad,378247,2024-03-11,Inactive,3,1607.050048828125
5751638,Aligarh,589333,2024-09-11,New,14,1230.3800048828125
5754255,Mango,547754,2023-11-12,Inactive,1,1050.739990234375
5763963,Pimpri-Chinchwad,773179,2023-03-30,Regular,12,1118.8199462890625
5901440,Sambhal,719965,2024-05-16,Premium,8,761.1699829101562
5961261,Varanasi,113744,2023-06-28,Premium,17,309.7900085449219
6025470,Sagar,644361,2024-08-17,Premium,12,1599.3900146484375
6061349,Haldia,987109,2024-03-17,Regular,17,332.0299987792969
6081270,Gaya,603031,2024-08-17,Inactive,15,969.510009765625
6150721,Panihati,15615,2023-11-07,New,2,1705.1700439453125
6184558,Tezpur,80875,2023-06-06,Regular,1,1352.969970703125
6186471,Chittoor,410608,2024-09-18,New,17,1619.949951171875
6187807,Dindigul,921070,2023-08-24,New,10,1962.9200439453125
6245778,Guntakal,850565,2024-01-11,Premium,17,1779.4599609375
6247821,Panvel,691869,2023-07-15,Regular,15,1832.5799560546875
6291143,Yamunanagar,135844,2023-08-05,Inactive,19,1934.3699951171875
6319646,Udupi,413954,2024-02-20,Regular,9,518.1699829101562
6335221,Rajpur Sonarpur,713686,2024-01-05,Premium,20,1518.8299560546875
6344345,Burhanpur,789598,2024-10-03,Premium,19,1110.1099853515625
6344788,Bareilly,879635,2024-02-15,Premium,9,1058.6600341796875
6367136,Rohtak,337064,2024-02-17,Regular,18,1662.43994140625
6390687,Alwar,733851,2024-08-23,Regular,5,1340.7900390625
6398761,Naihati,350456,2024-08-10,Inactive,2,1701.1500244140625
6459100,Agra,85316,2024-10-04,Premium,19,1193.5699462890625
6579892,Silchar,511482,2023-10-03,Regular,3,869.1900024414062
6617417,New Delhi,279112,2024-10-08,Inactive,20,1785.989990234375
6622751,Thiruvananthapuram,690638,2024-06-10,Inactive,9,598.8900146484375
6637282,North Dumdum,140071,2023-10-31,Inactive,15,1495.8699951171875
6668498,Ratlam,62592,2024-05-08,Inactive,11,1413.4000244140625
6724509,Munger,118585,2023-04-07,New,13,1966.43994140625
6756256,Bellary,83206,2023-07-06,Premium,13,1902.9000244140625
6812439,Bhalswa Jahangir Pur,940482,2024-10-17,Premium,1,938.2899780273438
6853981,Machilipatnam,209167,2023-12-13,Inactive,14,1301.27001953125
6856445,Darbhanga,833987,2024-01-23,New,5,1932.510009765625
6867315,Imphal,194966,2024-08-31,Premium,1,1766.239990234375
6959437,Jammu,293835,2024-07-25,Premium,14,1105.8399658203125
6982488,Jalna,584733,2024-01-11,New,4,1819.010009765625
6992801,Rajkot,318377,2023-06-03,Premium,4,1270.3299560546875
7076456,Ichalkaranji,726872,2024-02-06,Regular,10,469.4100036621094
7228206,Jalgaon,132617,2023-05-25,New,15,843.7899780273438
7288562,Dewas,868197,2023-06-14,New,19,1982.780029296875
7333934,Deoghar,383021,2023-12-23,New,11,739.469970703125
7378768,Bellary,671584,2023-05-20,New,8,698.5900268554688
7522036,Hospet,173000,2024-01-24,Premium,2,797.9199829101562
7551173,Ghaziabad,306374,2023-10-27,New,11,1197.5799560546875
7591711,Nagercoil,792550,2024-01-30,Regular,12,1494.0
7687234,Naihati,183562,2024-09-27,Inactive,18,892.0
7728356,Raebareli,211437,2024-03-18,New,10,202.42999267578125
7728406,Ranchi,684048,2024-01-10,Inactive,2,1970.3299560546875
7923550,Panihati,833973,2023-09-02,New,17,1813.7900390625
8025622,Bulandshahr,177515,2024-03-14,Regular,15,1160.550048828125
8073518,Nellore,377431,2024-01-07,Premium,16,946.2000122070312
8122530,Tadepalligudem,666,2023-05-30,Inactive,9,1493.47998046875
8138417,Nangloi Jat,773735,2024-06-28,Premium,7,1446.8199462890625
8155924,Patiala,92581,2024-03-30,Regular,10,1749.1700439453125
8164639,Gandhidham,975982,2024-05-27,Premium,11,329.1700134277344
8205155,Sagar,165438,2023-08-12,New,3,305.8500061035156
8228843,Bangalore,542334,2024-07-06,Inactive,1,1215.6099853515625
8241122,Ambarnath,314766,2024-09-30,Inactive,12,833.3200073242188
8351747,Khammam,186763,2024-09-13,Regular,7,651.7000122070312
8361353,Bhiwani,528702,2024-02-17,New,3,632.739990234375
8375298,Begusarai,665539,2023-06-16,Premium,5,443.9100036621094
8383197,Tiruppur,621192,2023-10-17,New,16,1440.1199951171875
8384106,Hubli–Dharwad,42350,2023-08-03,Premium,8,1853.9599609375
8395343,Bathinda,809596,2024-03-10,New,11,315.989990234375
8395610,Erode,820741,2024-03-23,Inactive,18,294.5299987792969
8457972,Asansol,187523,2024-02-04,New,16,1250.3499755859375
8513589,Bathinda,645238,2024-02-08,New,6,1590.1099853515625
8536503,Ramagundam,111678,2023-04-19,Regular,9,399.57000732421875
8628482,Bhiwandi,419317,2023-12-30,New,9,1726.43994140625
8632679,North Dumdum,972354,2023-07-20,Regular,16,1201.2099609375
8651281,Ranchi,173317,2024-10-20,Premium,14,1516.1300048828125
8655667,Gwalior,479960,2023-07-16,Premium,1,456.1600036621094
8733344,Jammu,100521,2024-02-02,Premium,10,1152.02001953125
8734819,Surendranagar Dudhrej,150558,2023-11-11,New,13,1466.9000244140625
8739903,Thane,985691,2023-07-07,Regular,9,1689.5899658203125
8791577,Madhyamgram,999631,2023-08-29,Regular,1,1031.0699462890625
8817168,Mehsana,294382,2023-08-19,Inactive,7,1382.3900146484375
8881320,Uluberia,108657,2024-10-24,Regular,7,1268.5400390625
8886587,Moradabad,171879,2023-08-27,Regular,4,951.6500244140625
8955057,Bhubaneswar,613585,2024-10-12,Regular,3,1549.989990234375
8967266,Imphal,58300,2024-09-01,Regular,5,1164.1400146484375
9048817,Udaipur,205466,2023-05-08,Inactive,1,222.88999938964844
9049965,Raichur,224637,2024-04-03,New,3,1390.06005859375
9097480,Bihar Sharif,207496,2023-12-21,Premium,18,307.6499938964844
9105829,Begusarai,450245,2023-07-14,Regular,11,1350.06005859375
9107360,Dindigul,390035,2024-04-23,Inactive,12,617.7899780273438
9195970,Karawal Nagar,785030,2024-06-21,New,14,517.5800170898438
9246851,Ujjain,317869,2024-10-10,New,10,1574.3399658203125
9274874,Arrah,271335,2024-09-26,Regular,20,792.52001953125
9278983,Bathinda,566507,2024-02-23,Inactive,17,1418.3199462890625
9314637,Bhubaneswar,207302,2024-07-28,Inactive,15,1208.0899658203125
9335625,Coimbatore,194689,2024-07-27,Premium,14,1605.949951171875
9347990,Nizamabad,16949,2024-04-01,Premium,6,492.0400085449219
9388085,Jamnagar,821263,2024-03-17,New,11,627.2100219726562
9401406,Panipat,128140,2023-11-18,Regular,14,792.739990234375
9419030,Avadi,657231,2024-03-11,Inactive,1,340.7699890136719
9423628,Malegaon,936957,2023-09-03,Inactive,19,1911.699951171875
9450435,Bellary,630243,2023-11-19,Regular,1,1567.760009765625
9551011,Navi Mumbai,648770,2023-04-10,Inactive,7,1786.780029296875
9573071,Thrissur,856100,2023-11-07,New,5,958.0599975585938
9641623,Kota,322889,2023-09-23,Premium,3,1515.02001953125
9650263,Gandhidham,40161,2023-04-24,New,5,843.97998046875
9702217,Shahjahanpur,708661,2024-09-17,New,6,1209.8599853515625
9738801,Nellore,86659,2024-03-02,Inactive,19,376.7300109863281
9796585,Danapur,253065,2023-11-30,Inactive,20,1565.31005859375
9900288,Gulbarga,536115,2024-01-09,Regular,10,1315.8399658203125
9981089,Proddatur,188765,2023-10-05,Premium,1,402.739990234375
9987182,Darbhanga,35650,2024-08-21,Regular,8,635.989990234375
10019218,Parbhani,700999,2023-08-28,New,7,560.1400146484375
10038382,Bahraich,605355,2023-08-15,Inactive,3,339.7300109863281
10048910,Kozhikode,826123,2023-09-25,New,15,875.3200073242188
10088428,Khammam,155215,2024-01-16,Premium,15,806.5399780273438
10210309,Kharagpur,318476,2024-05-08,Inactive,13,515.0700073242188
10225164,Dehri,625283,2024-09-25,Inactive,20,491.07000732421875
10240052,Guntakal,388744,2024-03-25,Regular,1,942.489990234375
10285414,Shimla,186927,2023-07-13,Inactive,18,993.5
10418604,Gandhidham,850794,2024-04-11,New,15,501.2699890136719
10508763,Ratlam,489551,2023-12-14,Premium,6,992.260009765625
10524732,Rajahmundry,134704,2023-11-16,Regular,18,1830.9200439453125
10541231,Bhiwandi,94381,2024-07-17,Premium,14,409.510009765625
10562528,Udaipur,579690,2024-07-11,Premium,12,887.02001953125
10605484,Visakhapatnam,411956,2024-05-17,Inactive,13,652.0
10608845,Bhilwara,702163,2024-03-29,Premium,2,735.3599853515625
10642655,Gorakhpur,115141,2023-11-26,Premium,1,726.8900146484375
10663246,Gandhidham,538790,2023-10-29,Regular,12,1976.2900390625
10683250,Bhagalpur,545885,2024-07-19,Regular,14,480.4700012207031
10686446,Tadipatri,182979,2023-07-05,New,18,1566.260009765625
10694081,Meerut,568324,2023-10-02,Regular,16,769.1300048828125
10700664,Raebareli,287997,2024-10-10,Regular,5,1535.010009765625
10706516,Miryalaguda,85972,2024-08-18,Regular,13,1420.969970703125
10729474,Howrah,14994,2023-10-19,New,16,417.29998779296875
10745302,Indore,49444,2023-10-26,Premium,5,1530.949951171875
10769994,Begusarai,766033,2023-05-07,Regular,10,1122.22998046875
10789681,Dehradun,22922,2023-06-28,Regular,17,1178.4100341796875
10796846,Tiruvottiyur,379070,2024-06-10,Regular,2,1548.31005859375
10797688,Bathinda,220981,2023-05-22,New,7,1017.3900146484375
10830043,Hospet,548469,2023-10-15,New,9,899.5999755859375
10855630,Rajahmundry,39724,2024-06-03,Premium,15,1447.550048828125
10857389,Hindupur,893621,2024-07-29,Inactive,9,553.2899780273438
10945990,Burhanpur,193503,2024-03-25,New,5,1337.1099853515625
10951674,Guna,284622,2023-04-23,Inactive,4,1590.3599853515625
11047835,Tinsukia,553038,2024-01-31,Regular,6,573.3800048828125
11063505,Udaipur,434196,2024-11-01,New,2,1285.7900390625
11071601,Buxar,528426,2023-07-04,Inactive,17,1950.5400390625
11082181,Kalyan-Dombivli,816410,2024-02-15,Premium,6,624.4000244140625
11143197,Bulandshahr,514698,2023-03-29,Regular,13,778.4400024414062
11153360,Amaravati,724136,2024-04-01,Inactive,20,1575.4599609375
11202130,Bhilwara,854285,2023-11-28,Premium,20,1202.0999755859375
11228463,Kanpur,834868,2023-07-30,Inactive,8,1275.969970703125
11254582,Machilipatnam,331326,2023-08-13,Inactive,19,1036.030029296875
11387110,Coimbatore,14359,2023-08-17,Premium,8,1303.3699951171875
11389698,Jammu,153911,2023-06-08,Premium,14,1907.6800537109375
11446157,Shimoga,681393,2024-09-18,Inactive,8,400.9700012207031
11470681,Munger,928068,2023-08-23,New,2,570.8800048828125
11478478,Ahmednagar,955878,2023-10-31,Inactive,17,762.8200073242188
11493300,Durg,144438,2024-07-26,Regular,18,1025.6700439453125
11493380,Madurai,767391,2023-04-20,Regular,16,422.739990234375
11503405,Amritsar,430592,2024-01-14,Regular,11,1658.0999755859375
11540364,Firozabad,94033,2024-09-24,New,20,517.3200073242188
11562458,Firozabad,227726,2023-11-16,Regular,7,1409.3199462890625
11616535,Tadepalligudem,285899,2024-08-18,Premium,6,1583.56005859375
11636968,Srinagar,213214,2024-09-21,Inactive,1,1574.93994140625
11705793,Dindigul,645810,2024-04-12,New,18,1164.81005859375
11775073,Morbi,836825,2023-06-02,Regular,16,212.35000610351562
11928321,Maheshtala,554594,2024-06-30,Inactive,17,1770.93994140625
12059049,Nizamabad,696590,2024-09-23,Regular,17,235.39999389648438
12077371,Sambalpur,368657,2023-10-09,Premium,20,353.2200012207031
12088552,Patiala,82581,2023-04-17,Premium,3,1137.8299560546875
12090436,Asansol,684483,2023-03-19,Regular,18,1307.52001953125
12141418,Ambala,97395,2023-09-04,Inactive,5,862.6799926757812
12184293,Phagwara,249442,2023-06-16,Inactive,7,1811.3199462890625
12272282,Sikar,555117,2023-04-09,Regular,20,1750.739990234375
12277039,Unnao,287796,2023-09-13,Regular,1,1422.6300048828125
12302179,Tumkur,702467,2024-02-01,Premium,15,246.72999572753906
12305040,Noida,910150,2023-07-20,Regular,14,1968.8499755859375
12338529,Bangalore,448389,2024-10-03,New,11,347.1000061035156
12397668,Guwahati,637399,2024-05-09,Premium,13,204.05999755859375
12402437,Rajahmundry,126465,2024-06-29,New,14,1580.6199951171875
12415659,Ambala,813277,2024-05-30,New,10,1786.5
12455156,Eluru,317047,2023-04-03,Inactive,16,1139.56005859375
12469338,Coimbatore,728275,2024-01-30,Inactive,2,1896.8900146484375
12500465,Phusro,368657,2023-10-05,Premium,14,1758.5
12507907,Nangloi Jat,978091,2023-11-22,Regular,19,1278.010009765625
12531927,Bhiwandi,581091,2024-05-12,New,20,1511.8699951171875
12560669,Sangli-Miraj & Kupwad,776029,2024-08-29,Inactive,13,450.7900085449219
12574626,Amritsar,409487,2024-05-02,Inactive,18,852.27001953125
12591752,Singrauli,711091,2023-05-28,Inactive,14,740.4000244140625
12622901,Bareilly,724988,2024-08-07,Inactive,3,870.6799926757812
12655794,Hosur,806093,2024-03-07,Regular,15,446.55999755859375
12695670,Jaipur,7202,2023-09-25,Premium,10,910.1199951171875
12698783,Karnal,590916,2024-10-06,Inactive,8,1040.6400146484375
12755730,Howrah,473540,2023-08-20,Regular,8,748.4299926757812
12769552,Ratlam,414930,2023-05-03,Regular,10,1316.0899658203125
12778027,New Delhi,862253,2023-05-26,New,9,1513.1800537109375
12799092,Unnao,817262,2024-05-19,Inactive,5,557.1900024414062
12814732,Karaikudi,768626,2023-05-26,Regular,8,1473.3599853515625
12832151,Baranagar,509489,2023-07-12,Inactive,16,356.9599914550781
12851610,Proddatur,304595,2024-08-06,Inactive,14,633.4099731445312
12867472,Mehsana,307601,2024-10-14,Premium,3,1053.52001953125
12967305,Durg,963984,2023-12-24,New,16,607.4600219726562
12988801,Gurgaon,701201,2024-09-02,New,8,1179.5
13071673,Jhansi,491822,2024-04-27,Regular,17,1208.0400390625
13122744,Kalyan-Dombivli,491018,2024-02-02,Regular,5,1616.469970703125
13130974,Eluru,572919,2024-07-31,Inactive,6,898.760009765625
13164195,Durg,142902,2023-11-26,Premium,17,786.739990234375
13189939,Bhopal,626288,2024-05-04,Inactive,17,1906.9200439453125
13197985,Nanded,299635,2023-04-19,Premium,19,516.2100219726562
13251137,Rampur,87377,2023-05-19,Premium,2,1633.0699462890625
13265605,Kollam,737341,2024-11-04,Premium,3,1086.8900146484375
13284996,Phagwara,363237,2024-04-11,Regular,9,449.7900085449219
13383642,Mumbai,385101,2024-04-02,Regular,16,1114.1099853515625
13415362,Dibrugarh,460303,2023-06-25,Inactive,2,978.8800048828125
13424885,Malda,905782,2024-01-14,Premium,8,358.4599914550781
13441874,Berhampur,970701,2023-04-09,Inactive,2,602.6300048828125
13455530,Saharsa,419575,2024-04-05,Inactive,3,1812.550048828125
13461704,Nanded,770516,2024-04-04,Premium,4,1024.449951171875
13462905,Farrukhabad,96804,2023-03-23,Premium,14,809.4400024414062
13465850,Danapur,441097,2023-09-26,Premium,6,1956.030029296875
13492411,Patna,673157,2023-07-13,Regular,8,453.3299865722656
13494314,Mahbubnagar,741973,2023-06-16,Premium,5,1108.1600341796875
13567338,Hubli–Dharwad,509163,2024-10-14,Premium,10,1054.1199951171875
13581527,Hajipur,786331,2024-06-01,New,10,1614.5899658203125
13585482,Buxar,800996,2023-07-06,Inactive,20,1475.52001953125
13604883,Karimnagar,638908,2024-09-23,Premium,17,1659.8800048828125
13651980,Ranchi,707169,2023-05-28,Inactive,12,308.2900085449219
13760839,Guwahati,412928,2023-08-23,Premium,17,444.8900146484375
13796199,Deoghar,8504,2023-05-04,Regular,20,1016.9199829101562
13850004,Kozhikode,23455,2023-12-15,Premium,15,1129.760009765625
13871547,Bhilwara,626053,2023-06-17,Premium,8,200.42999267578125
13939675,Amroha,960333,2024-04-05,New,18,783.469970703125
13963450,Malegaon,663144,2024-03-23,New,14,1364.8199462890625
13978108,Kota,596608,2024-03-16,Premium,7,1307.2099609375
14006996,Buxar,998569,2023-07-31,Inactive,15,738.0999755859375
14079305,Warangal,702601,2024-09-08,Premium,17,567.0999755859375
14114543,Muzaffarnagar,76708,2023-03-29,Inactive,20,659.52001953125
14161586,Bettiah,585408,2023-06-14,Premium,11,353.9700012207031
14167111,Kishanganj,21360,2023-08-03,New,18,963.9000244140625
14207332,Aligarh,571862,2024-01-03,Regular,18,1263.1700439453125
14255231,Surendranagar Dudhrej,516962,2023-06-18,Inactive,17,1055.5999755859375
14272050,Satna,120950,2023-11-26,New,7,662.989990234375
14275043,Bhilwara,576267,2024-01-25,New,19,1415.8800048828125
14294171,Saharanpur,84734,2023-12-23,Regular,1,1680.469970703125
14323169,Firozabad,781242,2023-05-15,Inactive,20,1651.1800537109375
14330483,Durgapur,943453,2023-08-04,Premium,12,538.6599731445312
14367270,Jabalpur,191949,2024-03-28,Inactive,16,763.22998046875
14428954,Medininagar,607637,2024-10-22,Premium,10,1387.22998046875
14458150,Sambhal,867424,2024-07-30,Premium,13,321.9599914550781
14472401,Thiruvananthapuram,481131,2024-04-30,Regular,1,208.08999633789062
14479168,Rewa,854880,2024-02-06,New,17,917.4500122070312
14519263,Ajmer,270755,2024-06-21,Premium,16,762.0599975585938
14632090,Miryalaguda,564210,2024-03-31,Regular,15,1620.4599609375
14693393,Proddatur,496205,2024-05-24,New,14,928.2999877929688
14705462,Bahraich,575946,2023-09-24,Premium,2,765.1799926757812
14839726,Mira-Bhayandar,615732,2024-01-24,Regular,10,516.1900024414062
14940427,Loni,793600,2023-06-01,Premium,3,1992.3599853515625
14944819,Anand,469217,2023-11-24,Premium,14,1127.800048828125
14974554,Baranagar,739444,2024-10-10,New,9,805.9000244140625
14991661,Chandrapur,865476,2023-10-18,New,18,1719.3499755859375
14994388,Gwalior,941934,2024-04-29,Premium,20,1782.8399658203125
