campaign_id,campaign_name,date,channel,impressions,clicks,conversions,spend,revenue_generated
30242,App Push Notification,2024-01-24,Social Media,3303.0,571.0,58.0,1456.1400146484375,7310.009765625
30302,Category Promotion,2023-09-01,Email,5265.0,375.0,37.0,4831.5498046875,4258.89990234375
30737,Weekend Special,2024-08-14,Email,6818.0,180.0,62.0,3922.64990234375,8681.9404296875
31613,Email Campaign,2023-08-14,Email,4449.0,179.0,15.0,4941.740234375,5093.66015625
31741,Flash Sale,2023-04-03,App,8803.0,629.0,21.0,1692.280029296875,8811.75
31771,Weekend Special,2024-09-10,SMS,9549.0,854.0,81.0,2562.949951171875,4020.320068359375
32575,Flash Sale,2024-08-25,Social Media,2083.0,323.0,26.0,3018.5,5970.93017578125
32579,Membership Drive,2024-10-04,Email,3616.0,848.0,27.0,1841.760009765625,3599.7099609375
32912,Flash Sale,2024-05-20,Social Media,8487.0,605.0,18.0,3082.510009765625,2968.77001953125
32945,New User Discount,2023-08-15,Social Media,6291.0,259.0,30.0,4143.85986328125,9811.6298828125
33033,Flash Sale,2023-07-05,App,5102.0,436.0,84.0,1549.1700439453125,6919.419921875
33081,Membership Drive,2024-09-22,SMS,2897.0,706.0,56.0,3796.889892578125,4450.18994140625
33189,Referral Program,2024-06-13,SMS,9405.0,260.0,35.0,3337.6298828125,6089.43994140625
33374,Membership Drive,2024-05-23,App,3337.0,552.0,91.0,3872.989990234375,5162.93994140625
33724,Email Campaign,2024-06-03,SMS,8430.0,407.0,94.0,3823.75,8414.9599609375
33915,Email Campaign,2024-06-29,App,5404.0,569.0,80.0,3626.889892578125,3659.989990234375
33956,Membership Drive,2024-10-12,Social Media,9818.0,161.0,75.0,3600.340087890625,7589.85009765625
34023,App Push Notification,2023-08-22,App,9525.0,838.0,36.0,2764.830078125,6599.27978515625
34071,Weekend Special,2023-09-13,SMS,6493.0,345.0,19.0,1264.3800048828125,5396.85009765625
34191,Festival Offer,2024-10-16,Social Media,3138.0,724.0,13.0,1622.3299560546875,7683.6201171875
34197,Category Promotion,2024-09-03,Email,1801.0,237.0,39.0,1838.0799560546875,5871.669921875
34437,Email Campaign,2023-12-08,App,9485.0,691.0,38.0,2610.25,7619.35986328125
34479,Referral Program,2023-04-10,SMS,8100.0,801.0,84.0,1934.3499755859375,5040.7998046875
34599,Flash Sale,2024-02-08,Email,2801.0,171.0,54.0,1360.6300048828125,5629.259765625
35201,New User Discount,2023-06-09,App,2094.0,275.0,49.0,2507.889892578125,9695.509765625
35634,New User Discount,2024-09-09,App,7447.0,473.0,42.0,4306.669921875,4989.9501953125
35694,Festival Offer,2024-06-11,App,2368.0,640.0,93.0,3856.18994140625,7217.39990234375
35758,Festival Offer,2023-12-05,Social Media,4879.0,415.0,59.0,2679.97998046875,4890.31005859375
36165,Festival Offer,2023-07-13,Social Media,3027.0,142.0,71.0,3470.919921875,3886.219970703125
36202,Festival Offer,2024-11-03,Email,7102.0,858.0,53.0,1454.22998046875,8523.26953125
36422,Email Campaign,2024-03-03,App,7580.0,819.0,98.0,3602.1298828125,2330.64990234375
36547,Category Promotion,2024-09-07,App,2034.0,897.0,28.0,3570.219970703125,2436.2900390625
36599,Email Campaign,2023-08-07,SMS,6856.0,624.0,24.0,1352.030029296875,5185.22998046875
36759,App Push Notification,2023-05-14,Email,7422.0,812.0,57.0,2883.81005859375,9742.3701171875
36917,Email Campaign,2024-03-27,App,9733.0,246.0,44.0,1675.77001953125,2682.320068359375
37189,Flash Sale,2023-05-12,Social Media,3574.0,237.0,26.0,2570.4599609375,3802.919921875
37245,Festival Offer,2023-10-06,SMS,5269.0,383.0,27.0,4700.02001953125,6249.81982421875
37283,Category Promotion,2024-02-15,Email,5911.0,963.0,81.0,4538.43017578125,4404.72021484375
38153,Weekend Special,2024-10-20,App,7842.0,559.0,20.0,1927.219970703125,8434.349609375
38412,Flash Sale,2024-06-28,App,3952.0,731.0,54.0,3131.760009765625,7342.56005859375
38495,Email Campaign,2024-02-16,Email,4014.0,396.0,66.0,3527.14990234375,7139.7900390625
38519,Flash Sale,2023-11-26,SMS,8942.0,906.0,16.0,4071.7099609375,6396.72998046875
38680,Weekend Special,2024-10-17,App,6986.0,769.0,13.0,2756.389892578125,3006.929931640625
38835,Email Campaign,2024-04-14,Social Media,5413.0,695.0,47.0,1257.4300537109375,7720.25
38843,Festival Offer,2023-08-13,SMS,9048.0,829.0,44.0,3993.330078125,4005.010009765625
39018,Email Campaign,2024-03-10,Social Media,1647.0,760.0,10.0,4785.1201171875,9106.990234375
39073,Festival Offer,2023-06-19,Social Media,8575.0,280.0,98.0,1027.0,5171.330078125
39386,App Push Notification,2024-02-07,Social Media,7171.0,142.0,92.0,2292.929931640625,2477.85009765625
39416,Membership Drive,2024-01-24,SMS,1867.0,823.0,72.0,1922.260009765625,4140.240234375
39447,App Push Notification,2024-03-02,SMS,2090.0,841.0,38.0,2510.4599609375,6998.89990234375
39545,Category Promotion,2024-11-01,SMS,1489.0,317.0,95.0,2527.820068359375,9966.8896484375
39894,Flash Sale,2024-03-20,Email,5559.0,987.0,80.0,3334.389892578125,3608.219970703125
40100,Membership Drive,2024-06-16,SMS,7337.0,294.0,16.0,1919.719970703125,8444.1396484375
40613,Flash Sale,2024-10-11,App,2551.0,550.0,64.0,4034.2099609375,6741.2998046875
40931,Weekend Special,2023-06-07,SMS,2369.0,517.0,28.0,4252.68017578125,3323.8701171875
41094,App Push Notification,2023-06-07,Email,2471.0,642.0,64.0,4045.97998046875,5552.56005859375
41346,App Push Notification,2023-11-16,Social Media,3674.0,546.0,90.0,3738.639892578125,8373.91015625
41538,Festival Offer,2024-09-01,Social Media,8700.0,975.0,48.0,2673.199951171875,4536.759765625
41762,Category Promotion,2023-07-20,App,7390.0,105.0,25.0,4256.97021484375,7543.56005859375
42263,App Push Notification,2024-10-26,Email,1723.0,258.0,81.0,1558.9300537109375,8570.26953125
42409,Email Campaign,2024-09-05,Email,7417.0,555.0,18.0,1233.050048828125,5467.16015625
42413,Flash Sale,2024-03-15,App,4998.0,512.0,42.0,4436.580078125,3213.25
42773,Referral Program,2024-05-06,Social Media,5068.0,235.0,41.0,3758.25,8305.3896484375
43278,Festival Offer,2024-01-17,App,8266.0,805.0,59.0,3810.1201171875,8723.6201171875
43467,New User Discount,2024-02-29,Email,7316.0,104.0,64.0,3465.52001953125,5375.64013671875
43531,App Push Notification,2024-01-29,App,8040.0,513.0,59.0,2721.110107421875,5736.2099609375
43641,Category Promotion,2023-10-27,App,9512.0,880.0,20.0,3062.469970703125,8516.349609375
43642,Flash Sale,2024-03-01,Social Media,1500.0,570.0,56.0,3318.4599609375,5605.2099609375
43680,Flash Sale,2024-03-23,Email,2410.0,953.0,98.0,1468.31005859375,9219.990234375
44051,Membership Drive,2024-01-01,App,1592.0,229.0,93.0,3678.469970703125,7387.4501953125
44404,New User Discount,2024-05-27,Email,7325.0,645.0,72.0,3234.219970703125,8283.1396484375
44489,Category Promotion,2024-03-16,SMS,6667.0,138.0,78.0,1790.2900390625,8926.83984375
44615,New User Discount,2023-10-01,Email,6658.0,381.0,59.0,4296.77978515625,5943.81982421875
44684,App Push Notification,2024-01-14,SMS,2745.0,236.0,84.0,1456.7099609375,7139.6201171875
44688,Membership Drive,2023-08-08,SMS,8947.0,553.0,33.0,4927.43017578125,5439.27001953125
44861,Flash Sale,2024-10-10,SMS,1281.0,519.0,64.0,3766.6201171875,6098.22998046875
44995,New User Discount,2024-01-12,App,8492.0,555.0,44.0,4186.9599609375,9300.4599609375
45116,Referral Program,2024-02-15,App,6942.0,294.0,68.0,3067.050048828125,9737.259765625
45555,Flash Sale,2024-05-21,SMS,5272.0,299.0,77.0,3058.699951171875,2446.47998046875
45754,New User Discount,2023-07-27,App,9055.0,580.0,100.0,1210.199951171875,6346.56982421875
45874,Category Promotion,2024-04-16,App,7757.0,544.0,42.0,3514.070068359375,2952.18994140625
46129,Weekend Special,2023-07-22,Email,6093.0,702.0,40.0,1769.6199951171875,9296.349609375
46328,Weekend Special,2024-06-17,Social Media,9716.0,876.0,77.0,2058.47998046875,3654.760009765625
46333,Category Promotion,2023-12-10,Social Media,6866.0,825.0,56.0,4794.22998046875,6201.25
46335,Weekend Special,2024-03-31,App,4376.0,118.0,88.0,2452.929931640625,3756.14990234375
46705,Festival Offer,2023-11-30,App,9716.0,420.0,66.0,1387.72998046875,9758.9404296875
46844,New User Discount,2024-05-15,Email,9978.0,399.0,72.0,2185.909912109375,3110.0400390625
46863,Flash Sale,2024-03-22,SMS,6698.0,887.0,53.0,4771.6201171875,6089.02978515625
47028,Category Promotion,2023-10-18,App,1119.0,933.0,24.0,4664.3701171875,5759.56005859375
47386,App Push Notification,2024-04-11,App,9049.0,285.0,95.0,1967.280029296875,7385.58984375
47508,Festival Offer,2023-09-04,Social Media,6027.0,844.0,45.0,1737.0799560546875,4557.93017578125
48197,Referral Program,2023-10-21,SMS,8285.0,424.0,12.0,4175.35986328125,6985.0
48515,Flash Sale,2023-04-08,Social Media,9969.0,985.0,66.0,4713.06005859375,5157.509765625
48752,App Push Notification,2023-12-05,Email,3670.0,850.0,28.0,4480.14013671875,6691.740234375
48952,Weekend Special,2023-08-03,SMS,4288.0,129.0,46.0,3144.360107421875,5980.3798828125
49074,Festival Offer,2024-05-06,App,2765.0,104.0,31.0,3793.2900390625,6954.0498046875
49107,New User Discount,2024-02-12,SMS,2036.0,780.0,44.0,1727.02001953125,5449.990234375
49547,New User Discount,2024-06-03,App,3026.0,753.0,38.0,1095.8800048828125,9553.83984375
49757,Email Campaign,2023-06-08,App,7805.0,292.0,99.0,1006.5700073242188,8402.5
49798,Festival Offer,2024-05-19,SMS,6100.0,207.0,23.0,3806.35009765625,7093.68994140625
49888,Email Campaign,2023-07-16,SMS,4427.0,361.0,56.0,1865.280029296875,7137.2001953125
50477,Festival Offer,2023-12-27,Social Media,2529.0,173.0,57.0,1498.6700439453125,8971.7001953125
50715,Festival Offer,2024-07-20,Email,9611.0,902.0,63.0,1329.489990234375,7553.5400390625
50773,Membership Drive,2023-11-21,SMS,9414.0,887.0,61.0,2354.300048828125,2400.93994140625
50840,Category Promotion,2024-01-31,App,2846.0,132.0,29.0,1576.4200439453125,9130.169921875
51032,Email Campaign,2024-01-13,App,6681.0,764.0,64.0,2166.840087890625,4162.169921875
51074,Email Campaign,2023-10-30,SMS,9043.0,836.0,10.0,3959.280029296875,9558.26953125
51098,Email Campaign,2024-11-02,SMS,1423.0,802.0,40.0,1818.72998046875,4672.259765625
51111,Weekend Special,2023-07-12,Social Media,1643.0,111.0,16.0,1865.18994140625,2020.1600341796875
51194,Category Promotion,2024-02-19,Email,7154.0,116.0,80.0,2565.35009765625,4523.490234375
51227,App Push Notification,2023-08-25,App,8679.0,337.0,78.0,2001.43994140625,9570.0703125
51236,App Push Notification,2023-07-31,Email,2375.0,841.0,54.0,2294.1298828125,4025.8798828125
51245,Flash Sale,2023-09-29,Email,3708.0,768.0,74.0,2190.60009765625,4829.85986328125
51281,Festival Offer,2024-03-27,Email,8387.0,732.0,92.0,4988.66015625,4619.990234375
51315,App Push Notification,2023-11-22,App,2874.0,782.0,71.0,3549.280029296875,3388.1298828125
51352,Festival Offer,2023-05-13,App,2185.0,157.0,66.0,4498.9501953125,5350.64013671875
51357,Category Promotion,2024-05-01,Email,2017.0,921.0,19.0,2454.6201171875,2987.010009765625
51598,App Push Notification,2024-02-20,Social Media,8113.0,471.0,100.0,4989.509765625,6583.31005859375
51639,Flash Sale,2024-02-02,Email,1542.0,346.0,95.0,2065.860107421875,8298.23046875
51824,Category Promotion,2024-07-01,Social Media,1672.0,432.0,17.0,4330.68994140625,6671.77978515625
52019,App Push Notification,2023-11-19,Email,7170.0,926.0,46.0,2249.830078125,6891.33984375
52598,App Push Notification,2023-05-21,Email,4796.0,897.0,99.0,3865.85009765625,3288.219970703125
52679,New User Discount,2024-08-18,Email,8630.0,536.0,76.0,4773.7900390625,2879.93994140625
52681,App Push Notification,2023-07-08,Email,6549.0,880.0,48.0,1623.800048828125,3241.340087890625
52985,Festival Offer,2023-11-21,Social Media,8089.0,753.0,45.0,4940.10009765625,3426.639892578125
53177,Weekend Special,2024-07-14,SMS,7285.0,952.0,17.0,2561.419921875,7341.89990234375
53822,Weekend Special,2024-08-03,Social Media,6996.0,639.0,53.0,3547.22998046875,5476.85986328125
54300,Festival Offer,2024-04-18,SMS,6453.0,576.0,34.0,1773.1300048828125,2714.800048828125
54305,Category Promotion,2024-04-28,Social Media,1319.0,967.0,46.0,2704.679931640625,3320.389892578125
54315,Weekend Special,2023-12-04,Social Media,1640.0,620.0,53.0,3680.330078125,9123.900390625
54353,Referral Program,2024-01-07,Social Media,2788.0,233.0,75.0,2217.590087890625,7554.830078125
54476,Referral Program,2023-04-13,SMS,1211.0,935.0,99.0,3091.760009765625,3766.760009765625
54478,Category Promotion,2023-08-11,Email,1554.0,250.0,34.0,4320.0400390625,6871.27978515625
54529,Category Promotion,2023-05-28,Social Media,8634.0,825.0,79.0,2733.580078125,2227.590087890625
54604,New User Discount,2024-07-11,Social Media,3850.0,149.0,74.0,1265.219970703125,4637.2998046875
54616,Flash Sale,2023-10-15,Social Media,8568.0,283.0,24.0,3898.860107421875,9754.25
54622,Email Campaign,2023-11-16,SMS,4405.0,591.0,64.0,4576.740234375,8380.7099609375
54688,App Push Notification,2023-08-20,Email,7507.0,824.0,77.0,2677.330078125,2505.3701171875
54772,Category Promotion,2024-07-12,App,9679.0,725.0,83.0,3628.949951171875,5918.2099609375
54804,App Push Notification,2023-08-11,SMS,1376.0,559.0,33.0,2535.0,6952.35986328125
